source,target,co_temporal_weight,passes_co_temporal_threshold
beautyfess_r3c05m03x8357,dikasetiawati1,1,False
beautyfess_r3c05m04x3629,davitawenda1717,1,False
beautyfess_r3c05m04x3629,dikasetiawati1,1,False
beautyvibe_cp1178,glowhunter_ct152,1,False
beautyvibe_cp1178,glowup_ct3239,1,False
beautyvibe_cp1178,glowup_ct6488,1,False
beautyvibe_cp1178,kulitglowing_ct595,1,False
beautyvibe_cp1178,racun_ct2082,1,False
beautyvibe_cp1178,skinclub_ct3535,1,False
beautyvibe_cp6033,glowingid_ct18883,1,False
beautyvibe_cp6033,skinlover_ct23275,1,False
beautyvibe_cp6033,skintok_ct36635,1,False
beautyvibe_cp6033,skintok_ct98906,1,False
beautyvibe_ct13413,beautyvibe_ip9313,1,False
beautyvibe_ct13413,cantik_queen.id,1,False
beautyvibe_ct13413,cindiaapaa,1,False
beautyvibe_ct13413,hadijahootd,1,False
beautyvibe_ct13413,kirani_kirani2,1,False
beautyvibe_ct13413,skinclub_ip4711,1,False
beautyvibe_ct18973,nazila4054,1,False
beautyvibe_ct18973,piscesx91,1,False
beautyvibe_ct2527,kadri_hasra,1,False
beautyvibe_ct53672,bloodymary001,1,False
beautyvibe_ct53672,cantik_ip9223,1,False
beautyvibe_ct53672,itsmitajaw,1,False
beautyvibe_ct53672,leniiesafitryauliya1,1,False
beautyvibe_ct53672,susi_melani20,1,False
beautyvibe_ct53672,ventidueeeeeeee,1,False
beautyvibe_ct6553,bundanya_ziza,1,False
beautyvibe_ct6553,skinclub_rp21463,1,False
beautyvibe_ct6553,wanitatakseberapa,1,False
beautyvibe_ct7323,itsme_aaniid,1,False
beautyvibe_ct7323,pania0_3,1,False
beautyvibe_ct7323,poetriaurelia212,1,False
beautyvibe_ct7323,verasusanti50,1,False
beautyvibe_ct78952,cndyauliabhr__,1,False
beautyvibe_ct78952,iciocihihihi,1,False
beautyvibe_ct78952,innaaakuh,1,False
beautyvibe_ct78952,mamazayn32,1,False
beautyvibe_ct78952,mazfarid.g4nteng,1,False
beautyvibe_ct78952,vita.and.choi,1,False
beautyvibe_ct9600,lilylindalilylind,1,False
beautyvibe_ct9600,nadialy_,1,False
beautyvibe_ct9600,sophiejosephie,1,False
beautyvibe_ip9313,racun_ct40815,1,False
beautyvibe_ip9313,reviewjujur_ct43520,1,False
beautyvibe_ip9313,testireal_ct49360,1,False
beautyvibe_ip9378,dearskin_ct58033,1,False
beautyvibe_ip9378,skincare_ct87875,1,False
beautyvibe_rp38442,cantik_ct95823,1,False
beautyvibe_rp38442,skinclub_ct6649,1,False
beautyvibe_rp54003,glowingid_ct18883,1,False
beautyvibe_rp54003,skinlover_ct23275,1,False
beautyvibe_rp54003,skintok_ct36635,1,False
beautyvibe_rp54003,skintok_ct98906,1,False
beautyvibe_rp82732,beautyvibe_rr5941,1,False
beautyvibe_rp82732,cantik_cp1861,1,False
beautyvibe_rp82732,cantik_ip6260,1,False
beautyvibe_rp82732,daily.wid,1,False
beautyvibe_rp82732,dheafitryani,1,False
beautyvibe_rp82732,ellavera2208,1,False
beautyvibe_rp82732,fardanafa,1,False
beautyvibe_rp82732,fiinaaudina,1,False
beautyvibe_rp82732,fikaadel,1,False
beautyvibe_rp82732,fitriani.eka.syaw,1,False
beautyvibe_rp82732,fnkstryni,1,False
beautyvibe_rp82732,gaamaa02,1,False
beautyvibe_rp82732,gempiiy22,1,False
beautyvibe_rp82732,glowhunter_ip8122,1,False
beautyvibe_rp82732,hzh.ima,1,False
beautyvibe_rp82732,indriyani.nindi,1,False
beautyvibe_rp82732,iyank.zahara,1,False
beautyvibe_rp82732,khristinaa10,1,False
beautyvibe_rp82732,kristanti3011_,1,False
beautyvibe_rp82732,kulitglowing_cp7161,1,False
beautyvibe_rp82732,mandha_rinoranges,1,False
beautyvibe_rp82732,martaaryaaa,1,False
beautyvibe_rp82732,mawarind4h,1,False
beautyvibe_rp82732,milamzthk9l,1,False
beautyvibe_rp82732,naapwa_,1,False
beautyvibe_rp82732,naayyy1111,1,False
beautyvibe_rp82732,nbila0581,1,False
beautyvibe_rp82732,niiii_080,1,False
beautyvibe_rp82732,nuzula_f,1,False
beautyvibe_rp82732,owner_skincarepusat,1,False
beautyvibe_rp82732,pelusapmata,1,False
beautyvibe_rp82732,r.amilia1,1,False
beautyvibe_rp82732,racun_cp3024,1,False
beautyvibe_rp82732,racura_,1,False
beautyvibe_rp82732,ranisusyanti,1,False
beautyvibe_rp82732,rayaidulfitrii,1,False
beautyvibe_rp82732,risyaaa_nabila,1,False
beautyvibe_rp82732,saidahs65,1,False
beautyvibe_rp82732,sekuat_atii,1,False
beautyvibe_rp82732,sengklek_697,1,False
beautyvibe_rp82732,shumimin4,1,False
beautyvibe_rp82732,sintasarepiliya_07,1,False
beautyvibe_rp82732,skincare_rr4123,1,False
beautyvibe_rp82732,skincare_rr6585,1,False
beautyvibe_rp82732,skinclub_ip3840,1,False
beautyvibe_rp82732,skinclub_ip7219,1,False
beautyvibe_rp82732,skinclub_ip9021,1,False
beautyvibe_rp82732,slsblasfr,1,False
beautyvibe_rp82732,syahiduljihad24,1,False
beautyvibe_rp82732,uthy386,1,False
beautyvibe_rp82732,vennyviolaaa,1,False
beautyvibe_rp82732,wndaaaalstrr,1,False
beautyvibe_rr9114,skinlover_ip490,1,False
beby6809,cantik_ip9501,1,False
beby6809,glowhunter_ip1923,1,False
belamaulidiah,bestieku_ct74574,1,False
belamaulidiah,skincare_ct78893,1,False
belamaulidiah,skintok_ct53509,1,False
belamaulidiah,testireal_ct35011,1,False
belvana.44,cantik_ct95823,1,False
belvana.44,skinclub_ct6649,1,False
bening_wollu,glowhunter_ip8756,1,False
berlian482001,skinbestie_ip9364,1,False
bestieku_ct63653,bloodymary001,1,False
bestieku_ct63653,cantik_ip9223,1,False
bestieku_ct63653,itsmitajaw,1,False
bestieku_ct63653,leniiesafitryauliya1,1,False
bestieku_ct63653,susi_melani20,1,False
bestieku_ct63653,ventidueeeeeeee,1,False
bestieku_ct63780,nazila4054,1,False
bestieku_ct63780,piscesx91,1,False
bestieku_ct74574,ft151215,1,False
bestieku_ct74574,ijonk_xi,1,False
bestieku_ct74574,m_kayla2019,1,False
bestieku_ct74574,mala101998,1,False
bestieku_ct74574,malika_05.08.21,1,False
bestieku_ct74574,non326795,1,False
bestieku_ct74574,nurulhikmah.123,1,False
bestieku_ct74574,rosrosita536,1,False
bestieku_ct74574,sechaaa,1,False
bestieku_ct74574,tilanisa,1,False
bestieku_rp83038,kulitsehat_rp54793,1,False
bestieku_rr21066,glowingid_rr53578,1,False
bestieku_rr99428,pengacaratoni,1,False
bestieku_rr99428,zaaakyla_28,1,False
bi_ru26,cantik_ip9501,1,False
bi_ru26,glowhunter_ip1923,1,False
bidanrisamaulana,kulitsehat_rp54793,1,False
bloodymary001,glowhunter_ct43630,1,False
bloodymary001,kulitcerah_ct92565,1,False
bloodymary001,testireal_ct48546,1,False
boncit.21,kulitsehat_rp54793,1,False
brownsugarrrrrrr14,cantik_ct95823,1,False
brownsugarrrrrrr14,skinclub_ct6649,1,False
bu4yabetina0,glowingid_ct18883,1,False
bu4yabetina0,skinlover_ct23275,1,False
bu4yabetina0,skintok_ct36635,1,False
bu4yabetina0,skintok_ct98906,1,False
buahtanganmadiun,kulitsehat_rp54793,1,False
budi.gunawan.jaya0,cantik_ct95823,1,False
budi.gunawan.jaya0,skinclub_ct6649,1,False
bugis_sinjai99,glowhunter_ip1923,1,False
buknndaa,kulitglowing_ip1790,1,False
bun_yanie_8899,cantik_ct95823,1,False
bun_yanie_8899,skinclub_ct6649,1,False
bunda.rana16,cantik_ip9501,1,False
bunda.s2_santoso06,skinbestie_ip9364,1,False
bundaaliff9,glowhunter_ip8756,1,False
bundakireinalembayung,cantik_ct95823,1,False
bundakireinalembayung,skinclub_ct6649,1,False
bundanya_ziza,cantik_ct3821,1,False
bundanya_ziza,dearskin_ct1243,1,False
bundanya_ziza,skincare_ct8136,1,False
bundanya_ziza,skinlover_ct4123,1,False
bundatiara77,cantik_ct95823,1,False
bundatiara77,skinclub_ct6649,1,False
bundayaferial,glowhunter_ct152,1,False
bundayaferial,glowup_ct3239,1,False
bundayaferial,glowup_ct6488,1,False
bundayaferial,kulitglowing_ct595,1,False
bundayaferial,racun_ct2082,1,False
bundayaferial,skinclub_ct3535,1,False
bungaku__86,glowhunter_cp9145,1,False
bungamerah732,glowhunter_ip8756,1,False
byyy221122,cantik_ip9501,1,False
byyy221122,glowhunter_ip1923,1,False
ca_em02,cantik_ip9501,1,False
ca_em02,glowhunter_ip1923,1,False
caca.velizaaa_,skinclub_ip8582,1,False
cahayawidyaacc,kulitsehat_rp54793,1,False
cahzra20,cantik_ip9501,1,False
cahzra20,glowhunter_ip1923,1,False
cakelys_,glowhunter_ip8756,1,False
cakila220817,cantik_ct95823,1,False
cakila220817,skinclub_ct6649,1,False
cakimin.com,cantik_ip9501,1,False
calonrt.12,kulitsehat_rp54793,1,False
cantik_ct3314,itsme_aaniid,1,False
cantik_ct3314,pania0_3,1,False
cantik_ct3314,poetriaurelia212,1,False
cantik_ct3314,verasusanti50,1,False
cantik_ct3821,skinclub_rp21463,1,False
cantik_ct3821,unknownnnnn325,1,False
cantik_ct3821,wanitatakseberapa,1,False
cantik_ct6414,naputribungsu,1,False
cantik_ct6414,naylaprillianay,1,False
cantik_ct6414,neng.pia0,1,False
cantik_ct6414,user9866834290704,1,False
cantik_ct95823,capiuuuw,1,False
cantik_ct95823,cece.liya.2632,1,False
cantik_ct95823,chocipi30,1,False
cantik_ct95823,citraladumar,1,False
cantik_ct95823,dellazg5,1,False
cantik_ct95823,devia033,1,False
cantik_ct95823,deviana_amir,1,False
cantik_ct95823,dewiayu.n.k,1,False
cantik_ct95823,dhila.93,1,False
cantik_ct95823,dwijays,1,False
cantik_ct95823,dyah.utari.angray,1,False
cantik_ct95823,dyyy.ambarrrrr,1,False
cantik_ct95823,ekasuryati_,1,False
cantik_ct95823,elihnurlaela25,1,False
cantik_ct95823,elinamyesha1,1,False
cantik_ct95823,engkarkarlina170,1,False
cantik_ct95823,evisetiani220,1,False
cantik_ct95823,farah.diyanti,1,False
cantik_ct95823,fenita07051996,1,False
cantik_ct95823,fiaa.shlptra,1,False
cantik_ct95823,fitriamuchtar84,1,False
cantik_ct95823,fitrijeje28,1,False
cantik_ct95823,fitry202,1,False
cantik_ct95823,flowismee,1,False
cantik_ct95823,gmnigirls__,1,False
cantik_ct95823,google.611,1,False
cantik_ct95823,gtu_y_a,1,False
cantik_ct95823,haluayha,1,False
cantik_ct95823,hennyanggaraini_02,1,False
cantik_ct95823,iam.tania99,1,False
cantik_ct95823,iblismusuhkita,1,False
cantik_ct95823,inata_19,1,False
cantik_ct95823,indah2143309215,1,False
cantik_ct95823,indriagustina_,1,False
cantik_ct95823,ininovi99,1,False
cantik_ct95823,intangalifyn,1,False
cantik_ct95823,irmabalqis8,1,False
cantik_ct95823,istde,1,False
cantik_ct95823,janganlupangemie,1,False
cantik_ct95823,julianasimanjunta4,1,False
cantik_ct95823,lalaishakk,1,False
cantik_ct95823,lelygingsul,1,False
cantik_ct95823,leooooo_105,1,False
cantik_ct95823,liaaskani21,1,False
cantik_ct95823,liacitraaa_,1,False
cantik_ct95823,liianrnsa,1,False
cantik_ct95823,lilis_0395,1,False
cantik_ct95823,lina_angler,1,False
cantik_ct95823,ling4917,1,False
cantik_ct95823,lis.ilaliyah,1,False
cantik_ct95823,lisbetsimbolon0,1,False
cantik_ct95823,lyt_180,1,False
cantik_ct95823,madein451,1,False
cantik_ct95823,manyulllllll,1,False
cantik_ct95823,maylani.putri3,1,False
cantik_ct95823,mbvee14,1,False
cantik_ct95823,meeyheart,1,False
cantik_ct95823,melisa1990_,1,False
cantik_ct95823,mimiaaaaa_,1,False
cantik_ct95823,mputt1910,1,False
cantik_ct95823,mrthdwsftr,1,False
cantik_ct95823,muhammad.fahmio,1,False
cantik_ct95823,mustifaifa123,1,False
cantik_ct95823,myyydddaaa_,1,False
cantik_ct95823,nabilark_,1,False
cantik_ct95823,nailisbarka,1,False
cantik_ct95823,naini_id,1,False
cantik_ct95823,nananizam9,1,False
cantik_ct95823,narova_sinaga93,1,False
cantik_ct95823,nasiyahnury,1,False
cantik_ct95823,nellaanjani28,1,False
cantik_ct95823,niiputttt,1,False
cantik_ct95823,nitanitnot_11,1,False
cantik_ct95823,nm_teh,1,False
cantik_ct95823,novitaindahsari100620,1,False
cantik_ct95823,nufush_nizam,1,False
cantik_ct95823,nunaaa_025,1,False
cantik_ct95823,nurhalimah6063,1,False
cantik_ct95823,nurulll8658,1,False
cantik_ct95823,nurus_ss,1,False
cantik_ct95823,nuuyaguyaa_,1,False
cantik_ct95823,nuwaira43,1,False
cantik_ct95823,oliefha_wedding,1,False
cantik_ct95823,ollan129,1,False
cantik_ct95823,orhient,1,False
cantik_ct95823,pink_shop25,1,False
cantik_ct95823,ptri0221_,1,False
cantik_ct95823,putriindahsari338,1,False
cantik_ct95823,putrisilviaaa5,1,False
cantik_ct95823,qyserara,1,False
cantik_ct95823,rahma.fashion2025,1,False
cantik_ct95823,remlynxie,1,False
cantik_ct95823,rendyamar1,1,False
cantik_ct95823,renhyikszl0,1,False
cantik_ct95823,reni14969,1,False
cantik_ct95823,reshtysalam,1,False
cantik_ct95823,resty_ajee,1,False
cantik_ct95823,ridwan.azmi,1,False
cantik_ct95823,rifqi.mnarul.hidayat,1,False
cantik_ct95823,rns.2701,1,False
cantik_ct95823,rosanazliyah2,1,False
cantik_ct95823,rrrraa000,1,False
cantik_ct95823,sayanada93,1,False
cantik_ct95823,sayuniihp,1,False
cantik_ct95823,secretgirlsssss_,1,False
cantik_ct95823,selviaphril,1,False
cantik_ct95823,septavia_gp,1,False
cantik_ct95823,seratin_,1,False
cantik_ct95823,si.kecil261,1,False
cantik_ct95823,sinnnsyin27,1,False
cantik_ct95823,siti.hajar.24,1,False
cantik_ct95823,siti_mia01,1,False
cantik_ct95823,sitiamal1,1,False
cantik_ct95823,sitinurjanah85408,1,False
cantik_ct95823,sofi.lestiyan,1,False
cantik_ct95823,sptrn391,1,False
cantik_ct95823,stehtawar_,1,False
cantik_ct95823,stsarah049,1,False
cantik_ct95823,styarini1,1,False
cantik_ct95823,susanaby28,1,False
cantik_ct95823,syakira_allshop1,1,False
cantik_ct95823,syakiranuraprillia,1,False
cantik_ct95823,syasa31_,1,False
cantik_ct95823,syouu_7,1,False
cantik_ct95823,taurus2396,1,False
cantik_ct95823,tinane238,1,False
cantik_ct95823,tinatina2668,1,False
cantik_ct95823,tjfrme_,1,False
cantik_ct95823,tttaneea,1,False
cantik_ct95823,ulmisakhiy,1,False
cantik_ct95823,ummuyasirabdurrahman,1,False
cantik_ct95823,unhyphrbsry260,1,False
cantik_ct95823,urvaf.ni,1,False
cantik_ct95823,user0903291808050423,1,False
cantik_ct95823,user318610812,1,False
cantik_ct95823,utyuty148,1,False
cantik_ct95823,uyhasarniati,1,False
cantik_ct95823,varrrr__0,1,False
cantik_ct95823,veraboven8,1,False
cantik_ct95823,verstyaaa,1,False
cantik_ct95823,vickyazara,1,False
cantik_ct95823,vierma7,1,False
cantik_ct95823,violett11335,1,False
cantik_ct95823,waodepuji4,1,False
cantik_ct95823,widi.antoro6,1,False
cantik_ct95823,wildn1402,1,False
cantik_ct95823,windatika22,1,False
cantik_ct95823,wiputtnaura1428,1,False
cantik_ct95823,yannisa86,1,False
cantik_ct95823,yenirahmawardani1,1,False
cantik_ct95823,yenitadav,1,False
cantik_ct95823,yuli_mutiaralombok,1,False
cantik_ct95823,yulianaaa71,1,False
cantik_ct95823,yulianisituru5701,1,False
cantik_ct95823,yynprst,1,False
cantik_ct95823,zahraa.az_,1,False
cantik_ct95823,zizazaira,1,False
cantik_ct95823,zodiaktaurus05,1,False
cantik_ct99107,kulitsehat_rr692,1,False
cantik_ct99107,racun_rr5392,1,False
cantik_ct99107,skinbestie_ip5105,1,False
cantik_ip3598,reviewjujur_ip2228,1,False
cantik_ip6185,glowingid_ct18883,1,False
cantik_ip6185,skinlover_ct23275,1,False
cantik_ip6185,skintok_ct36635,1,False
cantik_ip6185,skintok_ct98906,1,False
cantik_ip7062,glowingid_ct18883,1,False
cantik_ip7062,skinlover_ct23275,1,False
cantik_ip7062,skintok_ct36635,1,False
cantik_ip7062,skintok_ct98906,1,False
cantik_ip9223,glowhunter_ct43630,1,False
cantik_ip9223,kulitcerah_ct92565,1,False
cantik_ip9223,testireal_ct48546,1,False
cantik_ip9501,cchoco_melt,1,False
cantik_ip9501,chachaaaaaaaaaaaaaaaaaa3,1,False
cantik_ip9501,chachaica23,1,False
cantik_ip9501,chenyrhm,1,False
cantik_ip9501,chicola357,1,False
cantik_ip9501,chikchik2974,1,False
cantik_ip9501,cndy_29feb,1,False
cantik_ip9501,cryyyyy225,1,False
cantik_ip9501,cyberwar15,1,False
cantik_ip9501,defiabi,1,False
cantik_ip9501,dende.putri,1,False
cantik_ip9501,desi.wati12,1,False
cantik_ip9501,deviimadina,1,False
cantik_ip9501,dewi_qilale,1,False
cantik_ip9501,dewiambarr02,1,False
cantik_ip9501,dewizenn,1,False
cantik_ip9501,dewwiimayang,1,False
cantik_ip9501,dheehabjahndhi,1,False
cantik_ip9501,dianputrisurachman,1,False
cantik_ip9501,dicasastriani,1,False
cantik_ip9501,dinda.shafira02,1,False
cantik_ip9501,dindafarida_,1,False
cantik_ip9501,dindayana95,1,False
cantik_ip9501,dinnnnn_26,1,False
cantik_ip9501,ditya.45,1,False
cantik_ip9501,dn_sftri,1,False
cantik_ip9501,dotte__,1,False
cantik_ip9501,drupadi982,1,False
cantik_ip9501,dyahaja705,1,False
cantik_ip9501,dynrn2,1,False
cantik_ip9501,dzikra1823,1,False
cantik_ip9501,e.n.c.i.s,1,False
cantik_ip9501,earlytaastiwa,1,False
cantik_ip9501,eddah12,1,False
cantik_ip9501,eggienovita,1,False
cantik_ip9501,elena111111111,1,False
cantik_ip9501,elisaelsi,1,False
cantik_ip9501,emyzaidanasshakil,1,False
cantik_ip9501,enhylatifah,1,False
cantik_ip9501,eprilianigina014,1,False
cantik_ip9501,ermad7,1,False
cantik_ip9501,ernainka8,1,False
cantik_ip9501,f4n_niyy23,1,False
cantik_ip9501,fadhilahabsullaisah,1,False
cantik_ip9501,fatin_559,1,False
cantik_ip9501,febriinasution,1,False
cantik_ip9501,febrikrisdiana02,1,False
cantik_ip9501,feni86,1,False
cantik_ip9501,fikaolabahim00,1,False
cantik_ip9501,fitri.ulvi,1,False
cantik_ip9501,fitriapu_t,1,False
cantik_ip9501,fitry.kayla,1,False
cantik_ip9501,friscyl,1,False
cantik_ip9501,friska_318,1,False
cantik_ip9501,friskaaiinfheroni,1,False
cantik_ip9501,fruitandnut_,1,False
cantik_ip9501,ftriih5,1,False
cantik_ip9501,fuad.kurnia0,1,False
cantik_ip9501,gadiza0705,1,False
cantik_ip9501,halffullv,1,False
cantik_ip9501,hannamomarjuna,1,False
cantik_ip9501,hatelove15_,1,False
cantik_ip9501,heigmail.com,1,False
cantik_ip9501,heraherlia11,1,False
cantik_ip9501,hey.nj_43,1,False
cantik_ip9501,hijabayri.collection,1,False
cantik_ip9501,hikma_asseng,1,False
cantik_ip9501,hirzafrrq,1,False
cantik_ip9501,hnrhmh19,1,False
cantik_ip9501,i_sawyou_in_mydream,1,False
cantik_ip9501,iannmaxxx,1,False
cantik_ip9501,ical2472,1,False
cantik_ip9501,icilshopp,1,False
cantik_ip9501,ikaa.fm24,1,False
cantik_ip9501,imas1099,1,False
cantik_ip9501,imech_uangeel,1,False
cantik_ip9501,imell_45,1,False
cantik_ip9501,indahseptiani_12,1,False
cantik_ip9501,ini.start,1,False
cantik_ip9501,ini04567,1,False
cantik_ip9501,inifatmah1,1,False
cantik_ip9501,intan.istiana,1,False
cantik_ip9501,intanalawiyah.120,1,False
cantik_ip9501,intnarn__,1,False
cantik_ip9501,iraa0888,1,False
cantik_ip9501,irarira05,1,False
cantik_ip9501,ismaaaaaaa1202,1,False
cantik_ip9501,isnana0406,1,False
cantik_ip9501,itsmesin06,1,False
cantik_ip9501,iyainiaku0204,1,False
cantik_ip9501,iyul1511,1,False
cantik_ip9501,izachcengilz,1,False
cantik_ip9501,jaisjasmin2,1,False
cantik_ip9501,jenong.jember0,1,False
cantik_ip9501,jesssicaara,1,False
cantik_ip9501,jesylynnn,1,False
cantik_ip9501,jimin_ni29,1,False
cantik_ip9501,josssssjiissss1,1,False
cantik_ip9501,jupritankar,1,False
cantik_ip9501,kadeklinda022,1,False
cantik_ip9501,kaylakayla_130923,1,False
cantik_ip9501,kentblox_,1,False
cantik_ip9501,kici485,1,False
cantik_ip9501,kisyani_kiss,1,False
cantik_ip9501,kumalasari25999,1,False
cantik_ip9501,lastyy23,1,False
cantik_ip9501,lea_thania22,1,False
cantik_ip9501,lestiaa_,1,False
cantik_ip9501,libraayah_29,1,False
cantik_ip9501,lii062,1,False
cantik_ip9501,lilisagustin5,1,False
cantik_ip9501,lindakurnia21,1,False
cantik_ip9501,lofitapramayana,1,False
cantik_ip9501,lulii5216,1,False
cantik_ip9501,lydiawaldorf,1,False
cantik_ip9501,lyecunong,1,False
cantik_ip9501,maaaaaarriiaaa,1,False
cantik_ip9501,maaell_,1,False
cantik_ip9501,madalia121113,1,False
cantik_ip9501,mahreenfam20,1,False
cantik_ip9501,mairaaa154,1,False
cantik_ip9501,mama_keisha85,1,False
cantik_ip9501,mama_mera23,1,False
cantik_ip9501,mama_muda0025,1,False
cantik_ip9501,mamaana382,1,False
cantik_ip9501,mamah_khayra123,1,False
cantik_ip9501,mamahmuda_1997,1,False
cantik_ip9501,mamanya_syela98,1,False
cantik_ip9501,marni6556,1,False
cantik_ip9501,maryame.sayidah,1,False
cantik_ip9501,matchapresso00,1,False
cantik_ip9501,mell4.aaa,1,False
cantik_ip9501,memeshiphit,1,False
cantik_ip9501,mers_889,1,False
cantik_ip9501,miahasmiati34,1,False
cantik_ip9501,mic_ainunn.com,1,False
cantik_ip9501,midha_midong,1,False
cantik_ip9501,mimi.hasmiatun,1,False
cantik_ip9501,mizz0304,1,False
cantik_ip9501,moh_subhan,1,False
cantik_ip9501,mounirashop_,1,False
cantik_ip9501,muh.tahir144,1,False
cantik_ip9501,murniaty951,1,False
cantik_ip9501,mutiamut90334,1,False
cantik_ip9501,muttiajember,1,False
cantik_ip9501,nabilnabillp,1,False
cantik_ip9501,nadh_06,1,False
cantik_ip9501,nafazhial,1,False
cantik_ip9501,naomiinhere0,1,False
cantik_ip9501,naylamaulidiyah93,1,False
cantik_ip9501,nazwaputrileri07,1,False
cantik_ip9501,neira_florist,1,False
cantik_ip9501,nengloly10,1,False
cantik_ip9501,nengsoulisa,1,False
cantik_ip9501,ngkbolehkepo4,1,False
cantik_ip9501,nidya.salsabila,1,False
cantik_ip9501,niethamandas,1,False
cantik_ip9501,njelll_la,1,False
cantik_ip9501,noni17008,1,False
cantik_ip9501,nopial.a,1,False
cantik_ip9501,ntry__,1,False
cantik_ip9501,nuniknasya0,1,False
cantik_ip9501,nurjaona,1,False
cantik_ip9501,nurulitamuhtmainna0,1,False
cantik_ip9501,nyonya_sweett,1,False
cantik_ip9501,pelangi.kita,1,False
cantik_ip9501,phujhie,1,False
cantik_ip9501,pitalokaaaaaaaaaaaaaa,1,False
cantik_ip9501,pydor_8,1,False
cantik_ip9501,qhamariya7,1,False
cantik_ip9501,qiathaza1,1,False
cantik_ip9501,racun_rr8151,1,False
cantik_ip9501,raffialfatih5,1,False
cantik_ip9501,rahmiapunggawa22,1,False
cantik_ip9501,raisya1._,1,False
cantik_ip9501,rambuerny2,1,False
cantik_ip9501,ratih_mmj,1,False
cantik_ip9501,resy7138,1,False
cantik_ip9501,retno.sekarayu.31,1,False
cantik_ip9501,retri.inf,1,False
cantik_ip9501,revaanggraini79,1,False
cantik_ip9501,rikitomisunandar,1,False
cantik_ip9501,rinarahayu022,1,False
cantik_ip9501,riniharyani202,1,False
cantik_ip9501,rivalsenrita9323,1,False
cantik_ip9501,riyanie3,1,False
cantik_ip9501,riyantinabihan,1,False
cantik_ip9501,riyantiyanti3962,1,False
cantik_ip9501,rkimelia_,1,False
cantik_ip9501,rozaiswandira02,1,False
cantik_ip9501,rrymaharaja82,1,False
cantik_ip9501,rsdill03,1,False
cantik_ip9501,ruliirawan7,1,False
cantik_ip9501,salsaabella20,1,False
cantik_ip9501,sari.rii1,1,False
cantik_ip9501,sariina8,1,False
cantik_ip9501,say77045,1,False
cantik_ip9501,sealance__,1,False
cantik_ip9501,septialia_,1,False
cantik_ip9501,silahnh,1,False
cantik_ip9501,sisii_sndriii,1,False
cantik_ip9501,siskamaliaa14,1,False
cantik_ip9501,siskasulistiawati7,1,False
cantik_ip9501,siti.aminah2961,1,False
cantik_ip9501,sitimunip,1,False
cantik_ip9501,sitinorhalisa346,1,False
cantik_ip9501,slayy2523,1,False
cantik_ip9501,sntianandaa,1,False
cantik_ip9501,sofiapakeknyaf,1,False
cantik_ip9501,sopiagstn0,1,False
cantik_ip9501,sriyantiaprilmuly,1,False
cantik_ip9501,story.gabut1,1,False
cantik_ip9501,suka_dipanggil_lala,1,False
cantik_ip9501,sukasushiiii5,1,False
cantik_ip9501,suny382,1,False
cantik_ip9501,supportakuntiktok,1,False
cantik_ip9501,suzanne__shop,1,False
cantik_ip9501,syifapoetriahmad30,1,False
cantik_ip9501,taaa_471,1,False
cantik_ip9501,terluka_84,1,False
cantik_ip9501,theresaa213,1,False
cantik_ip9501,tianapoetry,1,False
cantik_ip9501,tiaradwi383,1,False
cantik_ip9501,tika__id,1,False
cantik_ip9501,titiezzar,1,False
cantik_ip9501,tredesiaaa,1,False
cantik_ip9501,triafitri38,1,False
cantik_ip9501,triwahyuni180814,1,False
cantik_ip9501,tw29294,1,False
cantik_ip9501,txz023,1,False
cantik_ip9501,ucill_kecil,1,False
cantik_ip9501,ummar_ammar,1,False
cantik_ip9501,uni.warhangan,1,False
cantik_ip9501,urbby1202,1,False
cantik_ip9501,user475947906,1,False
cantik_ip9501,user6185626265456.susi,1,False
cantik_ip9501,user6814678878506,1,False
cantik_ip9501,userumaira92,1,False
cantik_ip9501,vianazwaparis,1,False
cantik_ip9501,vickawwati2,1,False
cantik_ip9501,vievienisa12,1,False
cantik_ip9501,vinicilestari,1,False
cantik_ip9501,vinifitriyani,1,False
cantik_ip9501,vitaa2719,1,False
cantik_ip9501,vscalca,1,False
cantik_ip9501,wahdianarara7,1,False
cantik_ip9501,wati.ismail4,1,False
cantik_ip9501,wenay_,1,False
cantik_ip9501,wgptrccrllyn,1,False
cantik_ip9501,widawidyawati31,1,False
cantik_ip9501,widyamiftah12,1,False
cantik_ip9501,wii06h,1,False
cantik_ip9501,wiiidiyaaaa11,1,False
cantik_ip9501,winana959,1,False
cantik_ip9501,wiqhabebe,1,False
cantik_ip9501,wiwikmiatun,1,False
cantik_ip9501,wkdnskxidjsjsmsm,1,False
cantik_ip9501,wulan___93,1,False
cantik_ip9501,xixixixi90_,1,False
cantik_ip9501,yaniehan_12,1,False
cantik_ip9501,ybpatenang,1,False
cantik_ip9501,yen25798,1,False
cantik_ip9501,yorobuuuun0,1,False
cantik_ip9501,yulichaa24,1,False
cantik_ip9501,yuni_bakir,1,False
cantik_ip9501,yuniarnia0,1,False
cantik_ip9501,yunitanita8759,1,False
cantik_ip9501,yusherma,1,False
cantik_ip9501,yuyun_yulianti92,1,False
cantik_ip9501,yylllllgcc,1,False
cantik_ip9501,zafara.hilya,1,False
cantik_ip9501,zhe_an,1,False
cantik_queen.id,racun_ct40815,1,False
cantik_queen.id,reviewjujur_ct43520,1,False
cantik_queen.id,testireal_ct49360,1,False
