source,target,co_conv_weight
testiaman_r3c02m00x9822,testiaman_r3c02m02x2716,3
testiaman_r3c02m00x9822,testiaman_r3c02m03x8993,3
testiaman_r3c02m00x9822,testiaman_r3c02m04x8847,3
testiaman_r3c02m01x8585,testiaman_r3c02m02x2716,3
testiaman_r3c02m01x8585,testiaman_r3c02m03x8993,3
testiaman_r3c02m01x8585,testiaman_r3c02m04x8847,3
testiaman_r3c02m02x2716,testiaman_r3c02m03x8993,3
testiaman_r3c02m02x2716,testiaman_r3c02m04x8847,3
testiaman_r3c02m03x8993,testiaman_r3c02m04x8847,3
beauty_rp48748,cantik_rr27695,3
beautyvibe_ct7323,cantik_ct3314,3
beautyvibe_ct7323,dearskin_ct6747,3
beautyvibe_ct7323,racun_ct1114,3
beautyvibe_ct7323,skinbestie_ct5848,3
beautyvibe_ct7323,skinclub_ct4422,3
beautyvibe_rr82525,reviewjujur_rp28350,3
bestieku_ct74574,skincare_ct78893,4
bestieku_ct74574,skintok_ct53509,4
bestieku_ct74574,testireal_ct35011,4
cantik_ct3314,dearskin_ct6747,3
cantik_ct3314,racun_ct1114,3
cantik_ct3314,skinbestie_ct5848,3
cantik_ct3314,skinclub_ct4422,3
dearskin_ct6747,racun_ct1114,3
dearskin_ct6747,skinbestie_ct5848,3
dearskin_ct6747,skinclub_ct4422,3
glowingid_rr53578,skinlover_ct30407,6
glowingid_rr53578,testireal_rp23884,4
glowup_rr43590,testireal_rp84900,5
kulitsehat_rp67418,kulitsehat_rr29159,5
racun_ct1114,skinbestie_ct5848,3
racun_ct1114,skinclub_ct4422,3
skinbestie_ct5848,skinclub_ct4422,3
skinbestie_rr37696,testireal_rp27977,3
skincare_ct78893,skintok_ct53509,4
skincare_ct78893,testireal_ct35011,4
skinlover_ct30407,testireal_rp23884,4
skintok_ct53509,testireal_ct35011,4
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m01x9795,3
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m02x4325,3
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m03x2101,3
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m04x5222,3
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m02x4325,3
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m03x2101,3
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m04x5222,3
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m03x2101,3
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m04x5222,3
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m04x5222,3
beautyaddict_ip1981,beautyvibe_ip2744,6
beautyaddict_ip1981,beautyvibe_ip9378,6
beautyaddict_ip1981,dearskin_ct58033,3
beautyaddict_ip1981,glowhunter_ip8989,6
beautyaddict_ip1981,glowup_ct95907,3
beautyaddict_ip1981,reviewjujur_ip1013,6
beautyaddict_ip1981,reviewjujur_ip4671,6
beautyaddict_ip1981,skinbestie_ip2505,6
beautyaddict_ip1981,skincare_ct87875,3
beautyaddict_ip1981,skincare_ip797,6
beautyvibe_ip2744,beautyvibe_ip9378,6
beautyvibe_ip2744,dearskin_ct58033,3
beautyvibe_ip2744,glowhunter_ip8989,6
beautyvibe_ip2744,glowup_ct95907,3
beautyvibe_ip2744,reviewjujur_ip1013,6
beautyvibe_ip2744,reviewjujur_ip4671,6
beautyvibe_ip2744,skinbestie_ip2505,6
beautyvibe_ip2744,skincare_ct87875,3
beautyvibe_ip2744,skincare_ip797,6
beautyvibe_ip9378,dearskin_ct58033,3
beautyvibe_ip9378,glowhunter_ip8989,6
beautyvibe_ip9378,glowup_ct95907,3
beautyvibe_ip9378,reviewjujur_ip1013,6
beautyvibe_ip9378,reviewjujur_ip4671,6
beautyvibe_ip9378,skinbestie_ip2505,6
beautyvibe_ip9378,skincare_ct87875,3
beautyvibe_ip9378,skincare_ip797,6
beautyvibe_rp1302,bestieku_rr9606,5
beautyvibe_rp1302,glowup_rp44749,3
beautyvibe_rp1302,racun_rr43659,3
beautyvibe_rr36610,testireal_rp74004,7
bestieku_rr9606,glowup_rp44749,3
bestieku_rr9606,racun_rr43659,3
bestieku_rr99428,glowingid_ct18883,5
bestieku_rr99428,kulitcerah_rp65773,3
bestieku_rr99428,skinclub_rr18264,3
bestieku_rr99428,skinlover_ct23275,5
bestieku_rr99428,skintok_ct36635,5
bestieku_rr99428,skintok_ct98906,5
cantik_rr4157,reviewjujur_rp81753,3
dearskin_ct58033,glowhunter_ip8989,3
dearskin_ct58033,glowup_ct95907,8
dearskin_ct58033,reviewjujur_ip1013,3
dearskin_ct58033,reviewjujur_ip4671,3
dearskin_ct58033,skinbestie_ip2505,3
dearskin_ct58033,skincare_ct87875,8
dearskin_ct58033,skincare_ip797,3
glowhunter_ip8989,glowup_ct95907,3
glowhunter_ip8989,reviewjujur_ip1013,6
glowhunter_ip8989,reviewjujur_ip4671,6
glowhunter_ip8989,skinbestie_ip2505,6
glowhunter_ip8989,skincare_ct87875,3
glowhunter_ip8989,skincare_ip797,6
glowingid_ct18883,kulitcerah_rp65773,3
glowingid_ct18883,skinclub_rr18264,3
glowingid_ct18883,skinlover_ct23275,5
glowingid_ct18883,skintok_ct36635,5
glowingid_ct18883,skintok_ct98906,5
glowup_ct95907,reviewjujur_ip1013,3
glowup_ct95907,reviewjujur_ip4671,3
glowup_ct95907,skinbestie_ip2505,3
glowup_ct95907,skincare_ct87875,8
glowup_ct95907,skincare_ip797,3
glowup_rp44749,racun_rr43659,5
kulitcerah_rp27172,kulitcerah_rp65773,3
kulitcerah_rp27172,skinclub_rr18264,3
kulitcerah_rp27172,skinclub_rr77494,5
kulitcerah_rp65773,skinclub_rr18264,7
kulitcerah_rp65773,skinclub_rr77494,3
kulitcerah_rp65773,skinlover_ct23275,3
kulitcerah_rp65773,skintok_ct36635,3
kulitcerah_rp65773,skintok_ct98906,3
racun_ct2554,racun_ct5875,3
racun_ct2554,reviewjujur_ct5021,3
racun_ct2554,reviewjujur_ct8615,3
racun_ct2554,skinbestie_ct9146,3
racun_ct2554,skincare_ct1100,3
racun_ct5875,reviewjujur_ct5021,3
racun_ct5875,reviewjujur_ct8615,3
racun_ct5875,skinbestie_ct9146,3
racun_ct5875,skincare_ct1100,3
reviewjujur_ct5021,reviewjujur_ct8615,3
reviewjujur_ct5021,skinbestie_ct9146,3
reviewjujur_ct5021,skincare_ct1100,3
reviewjujur_ct8615,skinbestie_ct9146,3
reviewjujur_ct8615,skincare_ct1100,3
reviewjujur_ip1013,reviewjujur_ip4671,6
reviewjujur_ip1013,skinbestie_ip2505,6
reviewjujur_ip1013,skincare_ct87875,3
reviewjujur_ip1013,skincare_ip797,6
reviewjujur_ip4671,skinbestie_ip2505,6
reviewjujur_ip4671,skincare_ct87875,3
reviewjujur_ip4671,skincare_ip797,6
skinbestie_ct9146,skincare_ct1100,3
skinbestie_ip2505,skincare_ct87875,3
skinbestie_ip2505,skincare_ip797,6
skincare_ct87875,skincare_ip797,3
skinclub_rr18264,skinclub_rr77494,3
skinclub_rr18264,skinlover_ct23275,3
skinclub_rr18264,skintok_ct36635,3
skinclub_rr18264,skintok_ct98906,3
skinlover_ct23275,skintok_ct36635,5
skinlover_ct23275,skintok_ct98906,5
skintok_ct36635,skintok_ct98906,5
beauty_rp24000,cantik_ct9210,3
beauty_rp24000,kulitglowing_ct49929,3
beauty_rp24000,skintok_rr86588,3
beautyaddict_ct7716,glowhunter_ct4367,3
beautyaddict_ct7716,glowup_ct2135,3
beautyaddict_ct7716,kulitglowing_ct6396,3
beautyaddict_ct7716,skinclub_ct7669,3
beautyaddict_ct7716,skinclub_ct9386,3
beautyvibe_ct5449,cantik_ct9210,3
beautyvibe_ct5449,kulitglowing_ct49929,3
beautyvibe_ct5449,reviewjujur_ct7045,3
beautyvibe_ct5449,skincare_ct1453,3
beautyvibe_rp82732,skinclub_ip8582,5
bestieku_rp83038,kulitcerah_rr62834,4
cantik_cp1861,kulitsehat_rr49089,5
cantik_ct9210,cantik_rp39846,3
cantik_ct9210,kulitglowing_rr22275,3
cantik_ct9210,reviewjujur_ct7045,3
cantik_ct9210,skincare_ct1453,3
cantik_ct9210,skintok_rr86588,3
cantik_rp39846,glowhunter_rr20059,4
cantik_rp39846,kulitglowing_ct49929,3
cantik_rp39846,kulitglowing_rr22275,6
cantik_rp39846,racun_rp24880,4
glowhunter_ct4367,glowup_ct2135,3
glowhunter_ct4367,kulitglowing_ct6396,3
glowhunter_ct4367,skinclub_ct7669,3
glowhunter_ct4367,skinclub_ct9386,3
glowhunter_ip2869,glowhunter_ip4395,7
glowhunter_ip2869,glowhunter_ip7849,7
glowhunter_ip2869,kulitglowing_ct49929,3
glowhunter_ip2869,produkjujur_r3c00m00x5907,3
glowhunter_ip2869,produkjujur_r3c00m01x6024,3
glowhunter_ip2869,produkjujur_r3c00m02x8296,3
glowhunter_ip2869,produkjujur_r3c00m03x5660,3
glowhunter_ip2869,racun_ip2774,7
glowhunter_ip2869,reviewjujur_ip9284,7
glowhunter_ip2869,skincare_ip2565,7
glowhunter_ip2869,skinclub_ip8582,7
glowhunter_ip2869,skinlover_ip4018,7
glowhunter_ip4395,glowhunter_ip7849,7
glowhunter_ip4395,kulitglowing_ct49929,3
glowhunter_ip4395,produkjujur_r3c00m00x5907,3
glowhunter_ip4395,produkjujur_r3c00m01x6024,3
glowhunter_ip4395,produkjujur_r3c00m02x8296,3
glowhunter_ip4395,produkjujur_r3c00m03x5660,3
glowhunter_ip4395,racun_ip2774,7
glowhunter_ip4395,reviewjujur_ip9284,7
glowhunter_ip4395,skincare_ip2565,7
glowhunter_ip4395,skinclub_ip8582,7
glowhunter_ip4395,skinlover_ip4018,7
glowhunter_ip7849,kulitglowing_ct49929,3
glowhunter_ip7849,produkjujur_r3c00m00x5907,3
glowhunter_ip7849,produkjujur_r3c00m01x6024,3
glowhunter_ip7849,produkjujur_r3c00m02x8296,3
glowhunter_ip7849,produkjujur_r3c00m03x5660,3
glowhunter_ip7849,racun_ip2774,7
glowhunter_ip7849,reviewjujur_ip9284,7
glowhunter_ip7849,skincare_ip2565,7
glowhunter_ip7849,skinclub_ip8582,7
glowhunter_ip7849,skinlover_ip4018,7
glowhunter_rp43404,glowup_rr94347,7
glowhunter_rr20059,kulitglowing_rr22275,4
glowingid_rp46554,skinbestie_rr58879,3
glowingid_rr42370,reviewjujur_rp71793,3
glowup_ct2135,kulitglowing_ct6396,3
glowup_ct2135,skinclub_ct7669,3
glowup_ct2135,skinclub_ct9386,3
kulitglowing_ct49929,kulitglowing_rr22275,3
kulitglowing_ct49929,racun_ip2774,3
kulitglowing_ct49929,reviewjujur_ct7045,3
kulitglowing_ct49929,reviewjujur_ip9284,3
kulitglowing_ct49929,skincare_ct1453,3
kulitglowing_ct49929,skincare_ip2565,3
kulitglowing_ct49929,skinclub_ip8582,3
kulitglowing_ct49929,skinlover_ip4018,3
kulitglowing_ct49929,skintok_rr86588,3
kulitglowing_ct6396,skinclub_ct7669,3
kulitglowing_ct6396,skinclub_ct9386,3
kulitglowing_rr22275,racun_rp24880,4
kulitsehat_rr94984,skinlover_rp49907,6
produkjujur_r3c00m00x5907,produkjujur_r3c00m01x6024,3
produkjujur_r3c00m00x5907,produkjujur_r3c00m02x8296,3
produkjujur_r3c00m00x5907,produkjujur_r3c00m03x5660,3
produkjujur_r3c00m00x5907,racun_ip2774,3
produkjujur_r3c00m00x5907,reviewjujur_ip9284,3
produkjujur_r3c00m00x5907,skincare_ip2565,3
produkjujur_r3c00m00x5907,skinclub_ip8582,3
produkjujur_r3c00m00x5907,skinlover_ip4018,3
produkjujur_r3c00m01x6024,produkjujur_r3c00m02x8296,3
produkjujur_r3c00m01x6024,produkjujur_r3c00m03x5660,3
produkjujur_r3c00m01x6024,racun_ip2774,3
produkjujur_r3c00m01x6024,reviewjujur_ip9284,3
produkjujur_r3c00m01x6024,skincare_ip2565,3
produkjujur_r3c00m01x6024,skinclub_ip8582,3
produkjujur_r3c00m01x6024,skinlover_ip4018,3
produkjujur_r3c00m02x8296,produkjujur_r3c00m03x5660,3
produkjujur_r3c00m02x8296,racun_ip2774,3
produkjujur_r3c00m02x8296,reviewjujur_ip9284,3
produkjujur_r3c00m02x8296,skincare_ip2565,3
produkjujur_r3c00m02x8296,skinclub_ip8582,3
produkjujur_r3c00m02x8296,skinlover_ip4018,3
produkjujur_r3c00m03x5660,racun_ip2774,3
produkjujur_r3c00m03x5660,reviewjujur_ip9284,3
produkjujur_r3c00m03x5660,skincare_ip2565,3
produkjujur_r3c00m03x5660,skinclub_ip8582,3
produkjujur_r3c00m03x5660,skinlover_ip4018,3
racun_ip2774,reviewjujur_ip9284,7
racun_ip2774,skincare_ip2565,7
racun_ip2774,skinclub_ip8582,7
racun_ip2774,skinlover_ip4018,7
reviewjujur_ct7045,skincare_ct1453,3
reviewjujur_ip9284,skincare_ip2565,7
reviewjujur_ip9284,skinclub_ip8582,7
reviewjujur_ip9284,skinlover_ip4018,7
skincare_ip2565,skinclub_ip8582,7
skincare_ip2565,skinlover_ip4018,7
skinclub_ct7669,skinclub_ct9386,3
skinclub_ip8582,skinlover_ip4018,7
beauty_ct89266,cantik_ct99107,3
beauty_ct89266,glowhunter_ct64974,3
beauty_ct89266,glowingid_ct74353,3
beauty_ct89266,skinlover_ct27853,3
beautyaddict_cp3230,kulitcerah_rr85406,3
beautyaddict_cp3230,kulitglowing_cp4826,3
beautyaddict_rp28009,glowingid_rr53578,3
beautyaddict_rp28009,skinbestie_rr6020,5
beautyaddict_rp37103,beautyvibe_ct13413,3
beautyaddict_rp37103,glowhunter_ip1754,5
beautyaddict_rp37103,kulitsehat_rr94984,3
beautyaddict_rp37103,racun_ct40815,3
beautyaddict_rp37103,reviewjujur_ct43520,3
beautyaddict_rp37103,skinlover_rp49907,3
beautyaddict_rp37103,testireal_ct49360,3
beautyvibe_ct13413,glowhunter_ip1754,3
beautyvibe_ct13413,racun_ct40815,6
beautyvibe_ct13413,reviewjujur_ct43520,6
beautyvibe_ct13413,testireal_ct49360,6
beautyvibe_ip1727,glowhunter_ip9119,4
beautyvibe_ip1727,kulitglowing_ip4767,4
beautyvibe_ip1727,kulitglowing_ip9832,4
beautyvibe_ip1727,reviewjujur_ip2228,4
beautyvibe_ip1727,skinbestie_ip1027,4
beautyvibe_ip1727,skincare_ip7443,4
beautyvibe_ip1727,skinclub_ip8942,4
beautyvibe_ip1727,skinlover_ip4667,4
beautyvibe_ip3082,glowhunter_ip9119,4
beautyvibe_ip3082,kulitglowing_ip4767,4
beautyvibe_ip3082,kulitglowing_ip9832,4
beautyvibe_ip3082,reviewjujur_ip2228,4
beautyvibe_ip3082,skinbestie_ip1027,4
beautyvibe_ip3082,skincare_ip7443,4
beautyvibe_ip3082,skinclub_ip8942,4
beautyvibe_ip3082,skinlover_ip4667,4
cantik_ct99107,glowhunter_ct64974,3
cantik_ct99107,glowingid_ct74353,3
cantik_ct99107,skinlover_ct27853,3
glowhunter_ct64974,glowingid_ct74353,3
glowhunter_ct64974,skinlover_ct27853,3
glowhunter_ip1754,kulitsehat_rr94984,3
glowhunter_ip1754,racun_ct40815,3
glowhunter_ip1754,reviewjujur_ct43520,3
glowhunter_ip1754,skinlover_rp49907,3
glowhunter_ip1754,testireal_ct49360,3
glowhunter_ip6597,glowhunter_ip9119,4
glowhunter_ip6597,kulitglowing_ip4767,4
glowhunter_ip6597,kulitglowing_ip9832,4
glowhunter_ip6597,reviewjujur_ip2228,4
glowhunter_ip6597,skinbestie_ip1027,4
glowhunter_ip6597,skincare_ip7443,4
glowhunter_ip6597,skinclub_ip8942,4
glowhunter_ip6597,skinlover_ip4667,4
glowhunter_ip9119,kulitglowing_ip9395,4
glowhunter_ip9119,reviewjujur_ip204,4
glowhunter_ip9119,reviewjujur_ip6999,4
glowhunter_ip9119,skinlover_ip8042,4
glowingid_ct74353,skinlover_ct27853,3
glowingid_rr53578,racun_ip3473,4
glowingid_rr53578,reviewjujur_rp60551,6
glowingid_rr53578,skinbestie_rr6020,3
kulitcerah_rr85406,kulitglowing_cp4826,4
kulitglowing_ip4767,kulitglowing_ip9395,4
kulitglowing_ip4767,reviewjujur_ip204,4
kulitglowing_ip4767,reviewjujur_ip6999,4
kulitglowing_ip4767,skinlover_ip8042,4
kulitglowing_ip9395,kulitglowing_ip9832,4
kulitglowing_ip9395,reviewjujur_ip2228,4
kulitglowing_ip9395,skinbestie_ip1027,4
kulitglowing_ip9395,skincare_ip7443,4
kulitglowing_ip9395,skinclub_ip8942,4
kulitglowing_ip9395,skinlover_ip4667,4
kulitglowing_ip9832,reviewjujur_ip204,4
kulitglowing_ip9832,reviewjujur_ip6999,4
kulitglowing_ip9832,skinlover_ip8042,4
racun_ct40815,reviewjujur_ct43520,6
racun_ct40815,testireal_ct49360,6
racun_ip3473,reviewjujur_rp60551,3
reviewjujur_ct43520,testireal_ct49360,6
reviewjujur_ip204,reviewjujur_ip2228,4
reviewjujur_ip204,skinbestie_ip1027,4
reviewjujur_ip204,skincare_ip7443,4
reviewjujur_ip204,skinclub_ip8942,4
reviewjujur_ip204,skinlover_ip4667,4
reviewjujur_ip2228,reviewjujur_ip6999,4
reviewjujur_ip2228,skinlover_ip8042,4
reviewjujur_ip6999,skinbestie_ip1027,4
reviewjujur_ip6999,skincare_ip7443,4
reviewjujur_ip6999,skinclub_ip8942,4
reviewjujur_ip6999,skinlover_ip4667,4
skinbestie_ip1027,skinlover_ip8042,4
skincare_ip7443,skinlover_ip8042,4
skinclub_ip8942,skinlover_ip8042,4
skinlover_ip4667,skinlover_ip8042,4
skinlover_rr90733,testireal_rp23167,3
anisa.fatimah.f,cantik_ip3598,3
anisa.fatimah.f,glowhunter_ip7986,3
anisa.fatimah.f,glowup_ip5653,3
anisa.fatimah.f,racun_ip3473,3
anisa.fatimah.f,racun_ip6205,3
anisa.fatimah.f,skinbestie_ip5105,3
anisa.fatimah.f,skinclub_ip4711,3
beauty_ip5786,beautyvibe_ip1727,3
beauty_ip5786,beautyvibe_ip3082,3
beauty_ip5786,cantik_ip3598,3
beauty_ip5786,glowhunter_ip6597,3
beauty_ip5786,glowhunter_ip7986,3
beauty_ip5786,glowup_ip5653,3
beauty_ip5786,kulitglowing_ip9395,3
beauty_ip5786,kulitsehat_rp78697,3
beauty_ip5786,racun_ip3473,3
beauty_ip5786,racun_ip6205,3
beauty_ip5786,reviewjujur_ip204,3
beauty_ip5786,reviewjujur_ip6999,3
beauty_ip5786,skinbestie_ip5105,3
beauty_ip5786,skinclub_ip4711,3
beauty_ip5786,skinlover_ip8042,3
beauty_ip5786,testireal_rr47543,3
beautyaddict_ct2423,dearskin_ct1358,3
beautyaddict_ct2423,glowup_ct3809,3
beautyaddict_ct2423,reviewjujur_ct6118,3
beautyaddict_ct2423,skinlover_ct8756,3
beautyaddict_ip9987,beautyvibe_ip1727,3
beautyaddict_ip9987,beautyvibe_ip3082,3
beautyaddict_ip9987,cantik_ip3598,3
beautyaddict_ip9987,glowhunter_ip6597,3
beautyaddict_ip9987,glowhunter_ip7986,3
beautyaddict_ip9987,glowup_ip5653,3
beautyaddict_ip9987,kulitglowing_ip9395,3
beautyaddict_ip9987,kulitsehat_rp78697,3
beautyaddict_ip9987,racun_ip3473,3
beautyaddict_ip9987,racun_ip6205,3
beautyaddict_ip9987,reviewjujur_ip204,3
beautyaddict_ip9987,reviewjujur_ip6999,3
beautyaddict_ip9987,skinbestie_ip5105,3
beautyaddict_ip9987,skinclub_ip4711,3
beautyaddict_ip9987,skinlover_ip8042,3
beautyaddict_ip9987,testireal_rr47543,3
beautyaddict_rr98570,skinbestie_rp43200,6
beautyvibe_cp4923,cantik_ip9501,3
beautyvibe_cp4923,glowhunter_ip1923,3
beautyvibe_cp4923,glowhunter_ip8756,3
beautyvibe_cp4923,kulitglowing_ip1790,3
beautyvibe_cp4923,kulitglowing_ip334,3
beautyvibe_cp4923,kulitglowing_rp9967,3
beautyvibe_cp4923,skinbestie_ip9364,3
beautyvibe_ip1727,cantik_ip9223,3
beautyvibe_ip1727,kulitglowing_ip3422,3
beautyvibe_ip1727,kulitglowing_ip986,3
beautyvibe_ip1727,reviewjujur_ip3756,3
beautyvibe_ip1727,skinbestie_ip5720,3
beautyvibe_ip1727,skinlover_ip9681,3
beautyvibe_ip3082,cantik_ip9223,3
beautyvibe_ip3082,kulitglowing_ip3422,3
beautyvibe_ip3082,kulitglowing_ip986,3
beautyvibe_ip3082,reviewjujur_ip3756,3
beautyvibe_ip3082,skinbestie_ip5720,3
beautyvibe_ip3082,skinlover_ip9681,3
cantik_ip3598,cantik_ip9223,3
cantik_ip3598,kulitglowing_ip3422,3
cantik_ip3598,kulitglowing_ip986,3
cantik_ip3598,kulitsehat_rp78697,3
cantik_ip3598,reviewjujur_ip3756,3
cantik_ip3598,skinbestie_ip5720,3
cantik_ip3598,skinlover_ip9681,3
cantik_ip3598,testireal_rr47543,3
cantik_ip9223,glowhunter_ip6597,3
cantik_ip9223,glowhunter_ip7986,3
cantik_ip9223,glowup_ip5653,3
cantik_ip9223,kulitglowing_ip9395,3
cantik_ip9223,kulitsehat_rp78697,3
cantik_ip9223,racun_ip3473,3
cantik_ip9223,racun_ip6205,3
cantik_ip9223,reviewjujur_ip204,3
cantik_ip9223,reviewjujur_ip6999,3
cantik_ip9223,skinbestie_ip5105,3
cantik_ip9223,skinclub_ip4711,3
cantik_ip9223,skinlover_ip8042,3
cantik_ip9223,testireal_rr47543,3
cantik_ip9501,glowhunter_ip1923,8
cantik_ip9501,glowhunter_ip8756,8
cantik_ip9501,kulitglowing_ip1790,8
cantik_ip9501,kulitglowing_ip334,8
cantik_ip9501,racun_ip3473,3
cantik_ip9501,skinbestie_ip9364,8
dearskin_ct1358,glowup_ct3809,3
dearskin_ct1358,reviewjujur_ct6118,3
dearskin_ct1358,skinlover_ct8756,3
glowhunter_ip1923,glowhunter_ip8756,8
glowhunter_ip1923,kulitglowing_ip1790,8
glowhunter_ip1923,kulitglowing_ip334,8
glowhunter_ip1923,racun_ip3473,3
glowhunter_ip1923,skinbestie_ip9364,8
glowhunter_ip6597,kulitglowing_ip3422,3
glowhunter_ip6597,kulitglowing_ip986,3
glowhunter_ip6597,reviewjujur_ip3756,3
glowhunter_ip6597,skinbestie_ip5720,3
glowhunter_ip6597,skinlover_ip9681,3
glowhunter_ip7986,kulitglowing_ip3422,3
glowhunter_ip7986,kulitglowing_ip986,3
glowhunter_ip7986,kulitsehat_rp78697,3
glowhunter_ip7986,reviewjujur_ip3756,3
glowhunter_ip7986,skinbestie_ip5720,3
glowhunter_ip7986,skinlover_ip9681,3
glowhunter_ip7986,testireal_rr47543,3
glowhunter_ip8756,kulitglowing_ip1790,8
glowhunter_ip8756,kulitglowing_ip334,8
glowhunter_ip8756,racun_ip3473,3
glowhunter_ip8756,skinbestie_ip9364,8
glowup_ct3809,reviewjujur_ct6118,3
glowup_ct3809,skinlover_ct8756,3
glowup_ip5653,kulitglowing_ip3422,3
glowup_ip5653,kulitglowing_ip986,3
glowup_ip5653,kulitsehat_rp78697,3
glowup_ip5653,reviewjujur_ip3756,3
glowup_ip5653,skinbestie_ip5720,3
glowup_ip5653,skinlover_ip9681,3
glowup_ip5653,testireal_rr47543,3
kulitcerah_rr68666,kulitsehat_rp24562,4
kulitglowing_ip1790,kulitglowing_ip334,8
kulitglowing_ip1790,racun_ip3473,3
kulitglowing_ip1790,skinbestie_ip9364,8
kulitglowing_ip334,racun_ip3473,3
kulitglowing_ip334,skinbestie_ip9364,8
kulitglowing_ip3422,kulitglowing_ip9395,3
kulitglowing_ip3422,kulitsehat_rp78697,3
kulitglowing_ip3422,racun_ip3473,3
kulitglowing_ip3422,racun_ip6205,3
kulitglowing_ip3422,reviewjujur_ip204,3
kulitglowing_ip3422,reviewjujur_ip6999,3
kulitglowing_ip3422,skinbestie_ip5105,3
kulitglowing_ip3422,skinclub_ip4711,3
kulitglowing_ip3422,skinlover_ip8042,3
kulitglowing_ip3422,testireal_rr47543,3
kulitglowing_ip9395,kulitglowing_ip986,3
kulitglowing_ip9395,reviewjujur_ip3756,3
kulitglowing_ip9395,skinbestie_ip5720,3
kulitglowing_ip9395,skinlover_ip9681,3
kulitglowing_ip986,kulitsehat_rp78697,3
kulitglowing_ip986,racun_ip3473,3
kulitglowing_ip986,racun_ip6205,3
kulitglowing_ip986,reviewjujur_ip204,3
kulitglowing_ip986,reviewjujur_ip6999,3
kulitglowing_ip986,skinbestie_ip5105,3
kulitglowing_ip986,skinclub_ip4711,3
kulitglowing_ip986,skinlover_ip8042,3
kulitglowing_ip986,testireal_rr47543,3
kulitsehat_rp78697,racun_ip3473,3
kulitsehat_rp78697,racun_ip6205,3
kulitsehat_rp78697,reviewjujur_ip3756,3
kulitsehat_rp78697,skinbestie_ip5105,3
kulitsehat_rp78697,skinbestie_ip5720,3
kulitsehat_rp78697,skinclub_ip4711,3
kulitsehat_rp78697,skinlover_ip9681,3
kulitsehat_rp78697,testireal_rr47543,4
racun_ip3473,reviewjujur_ip3756,3
racun_ip3473,skinbestie_ip5720,3
racun_ip3473,skinbestie_ip9364,3
racun_ip3473,skinlover_ip9681,3
racun_ip3473,testireal_rr47543,3
racun_ip6205,reviewjujur_ip3756,3
racun_ip6205,skinbestie_ip5720,3
racun_ip6205,skinlover_ip9681,3
racun_ip6205,testireal_rr47543,3
reviewjujur_ct6118,skinlover_ct8756,3
reviewjujur_ip204,reviewjujur_ip3756,3
reviewjujur_ip204,skinbestie_ip5720,3
reviewjujur_ip204,skinlover_ip9681,3
reviewjujur_ip3756,reviewjujur_ip6999,3
reviewjujur_ip3756,skinbestie_ip5105,3
reviewjujur_ip3756,skinclub_ip4711,3
reviewjujur_ip3756,skinlover_ip8042,3
reviewjujur_ip3756,testireal_rr47543,3
reviewjujur_ip6999,skinbestie_ip5720,3
reviewjujur_ip6999,skinlover_ip9681,3
reviewjujur_rp77993,skintok_rr25101,3
skinbestie_ip5105,skinbestie_ip5720,3
skinbestie_ip5105,skinlover_ip9681,3
skinbestie_ip5105,testireal_rr47543,3
skinbestie_ip5720,skinclub_ip4711,3
skinbestie_ip5720,skinlover_ip8042,3
skinbestie_ip5720,testireal_rr47543,3
skinbestie_rr89665,skinlover_rp17291,4
skinclub_ip4711,skinlover_ip9681,3
skinclub_ip4711,testireal_rr47543,3
skinlover_ip8042,skinlover_ip9681,3
skinlover_ip9681,testireal_rr47543,3
beautyvibe_ct18973,bestieku_ct63780,3
beautyvibe_ct18973,glowhunter_ct68859,3
beautyvibe_ct18973,kulitglowing_ct71939,3
beautyvibe_ct18973,racun_ct19392,3
beautyvibe_ct18973,reviewjujur_ct84556,3
beautyvibe_ct18973,skinclub_ct998,3
bestieku_ct63780,glowhunter_ct68859,3
bestieku_ct63780,kulitglowing_ct71939,3
bestieku_ct63780,racun_ct19392,3
bestieku_ct63780,reviewjujur_ct84556,3
bestieku_ct63780,skinclub_ct998,3
bestieku_rr63778,racun_rr98889,3
bestieku_rr63778,skinbestie_rp72904,3
bestieku_rr63778,skincare_rp44635,5
glowhunter_ct68859,kulitglowing_ct71939,3
glowhunter_ct68859,racun_ct19392,3
glowhunter_ct68859,reviewjujur_ct84556,3
glowhunter_ct68859,skinclub_ct998,3
glowhunter_rp10498,skintok_ct62066,7
glowhunter_rr31985,testireal_rp21269,5
glowingid_rr21462,reviewjujur_rp86101,4
glowup_ct9909,skinbestie_rr51345,5
kulitglowing_ct71939,racun_ct19392,3
kulitglowing_ct71939,reviewjujur_ct84556,3
kulitglowing_ct71939,skinclub_ct998,3
kulitsehat_cp1255,racun_rr98889,3
kulitsehat_cp1255,skinbestie_rp72904,3
racun_ct19392,reviewjujur_ct84556,3
