id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,evaluable_coverage,goal_orientation,goal_orientation_status,goal_confidence,goal_stability,goal_validation_status,goal_method,effective_sample_size
skincare_ct7727,skincare_ct7727,6,4.285714285714286,2.4980709341119915e-05,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.037775993347168
glowup_ct3239,glowup_ct3239,6,4.285714285714286,1.942944059864882e-05,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinbestie_ct9276,skinbestie_ct9276,6,4.285714285714286,1.942944059864882e-05,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
beautyaddict_ct7716,beautyaddict_ct7716,6,4.285714285714286,8.310249307479224e-06,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
reviewpedas_r3c09m00x7495,reviewpedas_r3c09m00x7495,4,4.142857142857142,0.0,193,The Originote,The Originote,The Originote,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
testiaman_r3c02m00x9822,testiaman_r3c02m00x9822,4,4.142857142857142,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.790311813354492
beautyfess_r3c05m00x6415,beautyfess_r3c05m00x6415,4,4.142857142857142,0.0,40,Daviena,Daviena,Daviena,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
cantik_ct9210,cantik_ct9210,4,4.125,0.0001443329873042484,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.32432432432432434,0.6216216216216216,0.05405405405405406,1.0,Neutral Engagement,Assigned,High,0.29729729729729726,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,32.57597351074219
reviewjujur_ct9773,reviewjujur_ct9773,6,4.071428571428571,8.882029987953747e-05,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinlover_ct4123,skinlover_ct4123,5,4.071428571428571,1.942944059864882e-05,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowdiary_r3c03m01x2588,glowdiary_r3c03m01x2588,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.667678833007812
glowdiary_r3c03m02x1592,glowdiary_r3c03m02x1592,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.667678833007812
glowdiary_r3c03m04x6886,glowdiary_r3c03m04x6886,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.667678833007812
glowcheck_r3c10m01x2927,glowcheck_r3c10m01x2927,5,4.035714285714286,0.0,112,Maryame,Maryame,Maryame,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowcheck_r3c10m05x2485,glowcheck_r3c10m05x2485,5,4.035714285714286,0.0,112,Maryame,Maryame,Maryame,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowcheck_r3c10m04x9521,glowcheck_r3c10m04x9521,5,4.035714285714286,0.0,112,Maryame,Maryame,Maryame,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinlover_ip9713,skinlover_ip9713,6,4.035714285714286,0.00013045481544807065,53,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowdiary_r3c03m03x1823,glowdiary_r3c03m03x1823,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.667678833007812
glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,5,4.035714285714286,0.0,112,Maryame,Maryame,Maryame,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowdiary_r3c03m05x9471,glowdiary_r3c03m05x9471,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.667678833007812
beautyvibe_ip8477,beautyvibe_ip8477,6,4.035714285714286,0.00013296398891966758,53,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitsehat_ip5592,kulitsehat_ip5592,6,4.035714285714286,0.00013045481544807065,53,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinlover_ip490,skinlover_ip490,6,4.035714285714286,5.8288321795946465e-05,53,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowcheck_r3c10m03x7520,glowcheck_r3c10m03x7520,5,4.035714285714286,0.0,112,Maryame,Maryame,Maryame,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinlover_ct782,skinlover_ct782,5,3.803571428571429,1.387817185617773e-05,184,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitsehat_ct8443,kulitsehat_ct8443,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
racun_ct2295,racun_ct2295,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
racun_ct2554,racun_ct2554,5,3.75,0.0,183,Not identified,Not identified,,None,Low,Positive,0.4666666666666667,0.4,0.13333333333333333,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.362443923950195
skinclub_ct9386,skinclub_ct9386,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
skinclub_ct7669,skinclub_ct7669,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
reviewjujur_ct5021,reviewjujur_ct5021,5,3.75,0.0,183,Not identified,Not identified,,None,Low,Positive,0.4666666666666667,0.4,0.13333333333333333,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.362443923950195
kulitglowing_ct6396,kulitglowing_ct6396,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
glowup_ct2135,glowup_ct2135,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
glowhunter_ct4367,glowhunter_ct4367,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Neutral,0.5,0.5,0.0,1.0,Mixed Goals,Assigned,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,16.39473533630371
beauty_ct7151,beauty_ct7151,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.037775993347168
reviewjujur_ct8615,reviewjujur_ct8615,5,3.75,0.0,183,Not identified,Not identified,,None,Low,Positive,0.4666666666666667,0.4,0.13333333333333333,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.362443923950195
beauty_ct8829,beauty_ct8829,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.037775993347168
beautyaddict_ct8242,beautyaddict_ct8242,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.037775993347168
beautyvibe_ct2527,beautyvibe_ct2527,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.037775993347168
beautyvibe_ct7323,beautyvibe_ct7323,5,3.75,0.0,48,Maryame,Maryame,Maryame,High,Low,Neutral,0.3,0.6333333333333333,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.3333333333333333,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.651647567749023
cantik_ct3314,cantik_ct3314,5,3.75,0.0,48,Maryame,Maryame,Maryame,High,Low,Neutral,0.3,0.6333333333333333,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.3333333333333333,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.651647567749023
skinbestie_ct5848,skinbestie_ct5848,5,3.75,0.0,48,Maryame,Maryame,Maryame,High,Low,Neutral,0.3,0.6333333333333333,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.3333333333333333,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.651647567749023
skinclub_ct4422,skinclub_ct4422,5,3.75,0.0,48,Maryame,Maryame,Maryame,High,Low,Neutral,0.3,0.6333333333333333,0.06666666666666667,1.0,Neutral Engagement,Assigned,High,0.3333333333333333,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.651647567749023
beautyaddict_ct2062,beautyaddict_ct2062,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
beautyaddict_ct4776,beautyaddict_ct4776,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
racun_ct8621,racun_ct8621,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.3333333333333333,0.5,0.16666666666666666,1.0,Neutral Engagement,Assigned,Medium,0.16666666666666669,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,15.587356567382812
skincare_ct1100,skincare_ct1100,5,3.75,0.0,183,Not identified,Not identified,,None,Low,Positive,0.4666666666666667,0.4,0.13333333333333333,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.362443923950195
glowup_ct6488,glowup_ct6488,5,3.75,0.0,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
racun_ct2082,racun_ct2082,5,3.75,0.0,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skinclub_ct3535,skinclub_ct3535,5,3.75,0.0,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
racun_ct5875,racun_ct5875,5,3.75,0.0,183,Not identified,Not identified,,None,Low,Positive,0.4666666666666667,0.4,0.13333333333333333,1.0,Mixed Goals,Assigned,Low,0.06666666666666665,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,13.362443923950195
glowhunter_ct152,glowhunter_ct152,5,3.75,0.0,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
kulitglowing_ct595,kulitglowing_ct595,5,3.75,0.0,116,The Originote,The Originote,The Originote,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
beautyvibe_ct6553,beautyvibe_ct6553,5,3.5357142857142856,1.1080332409972299e-05,47,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
skincare_ip6366,skincare_ip6366,5,3.5,0.0,53,Daviena,Daviena,Daviena,High,Low,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
glowingid_ct92516,glowingid_ct92516,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.38095238095238093,0.5714285714285714,0.047619047619047616,1.0,Neutral Engagement,Assigned,Medium,0.19047619047619047,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,19.05927848815918
beautyaddict_ct95316,beautyaddict_ct95316,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.38095238095238093,0.5714285714285714,0.047619047619047616,1.0,Neutral Engagement,Assigned,Medium,0.19047619047619047,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,19.05927848815918
beauty_ct61338,beauty_ct61338,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.38095238095238093,0.5714285714285714,0.047619047619047616,1.0,Neutral Engagement,Assigned,Medium,0.19047619047619047,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,19.05927848815918
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.472227096557617
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.472227096557617
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.472227096557617
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.472227096557617
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,26.472227096557617
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,4,3.2857142857142856,0.0,193,The Originote,The Originote,The Originote,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.790311813354492
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,4,3.2857142857142856,0.0,193,The Originote,The Originote,The Originote,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.790311813354492
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,1.0,Promotional / Supportive,Assigned,High,1.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,21.790311813354492
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,4,3.2857142857142856,0.0,193,The Originote,The Originote,The Originote,High,Medium,No evaluable sentiment,0.0,0.0,0.0,,Mixed Goals,LOW_EVIDENCE_GOAL_ORIENTATION,Low,0.0,INDOBERT_V5_ACCEPTED_AS_FINAL_RM2_SENTIMENT_MODEL,hard_label_ratios_with_soft_probability_mass_and_bootstrap_stability_v5,0.0
