Id,Label,actor_type_primary,network_position,is_hcc_member,community,individual_subtype,is_video_creator,degree,weighted_degree,betweenness,n_comments,target_brand_primary,target_brand_label,target_scope,dominant_sentiment_x,account_goal_orientation,account_goal_confidence,exposure_level,hcc_association_status,strong_association_score,contextual_association_score,brand_label_auto,is_lcn_member,is_verified_registry_actor,username_norm,dominant_sentiment_y,positive_ratio,neutral_ratio,negative_ratio,sentiment_v2_coverage,evaluable_comments,sentiment_v2_validation_status
beautyaddict_ct4776,beautyaddict_ct4776,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,beautyaddict_ct4776,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
beautyaddict_ct2062,beautyaddict_ct2062,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,beautyaddict_ct2062,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
skinbestie_ct5848,skinbestie_ct5848,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False,skinbestie_ct5848,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
beautyaddict_ct8242,beautyaddict_ct8242,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Maryame,True,False,beautyaddict_ct8242,Negative,0.0,0.0,1.0,1.0,3.0,FINAL_MODEL_VALIDATED
skincare_ct1100,skincare_ct1100,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Not identified,True,False,skincare_ct1100,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
skinclub_ct4422,skinclub_ct4422,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False,skinclub_ct4422,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
cantik_ct3314,cantik_ct3314,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False,cantik_ct3314,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
beautyvibe_ct7323,beautyvibe_ct7323,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Maryame,True,False,beautyvibe_ct7323,Neutral,0.0,1.0,0.0,0.6666666666666666,2.0,FINAL_MODEL_VALIDATED
skinclub_ct9386,skinclub_ct9386,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,skinclub_ct9386,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
skinclub_ct7577,skinclub_ct7577,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,skinclub_ct7577,Positive,0.6666666666666666,0.3333333333333333,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
glowup_ct2135,glowup_ct2135,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Insufficient Text,,,,,,The Originote,True,False,glowup_ct2135,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
kulitsehat_ct1117,kulitsehat_ct1117,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Neutral,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,kulitsehat_ct1117,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
kulitglowing_ct6396,kulitglowing_ct6396,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False,kulitglowing_ct6396,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
cantik_ct6290,cantik_ct6290,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Positive,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,cantik_ct6290,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
racun_ct8621,racun_ct8621,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False,racun_ct8621,Neutral,0.0,1.0,0.0,0.6666666666666666,2.0,FINAL_MODEL_VALIDATED
racun_ct2295,racun_ct2295,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False,racun_ct2295,Negative,0.0,0.3333333333333333,0.6666666666666666,1.0,3.0,FINAL_MODEL_VALIDATED
skinclub_ct7669,skinclub_ct7669,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,The Originote,True,False,skinclub_ct7669,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
glowhunter_ct4367,glowhunter_ct4367,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,The Originote,True,False,glowhunter_ct4367,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
beautyvibe_ct2527,beautyvibe_ct2527,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Maryame,True,False,beautyvibe_ct2527,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
skinclub_ct3535,skinclub_ct3535,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,skinclub_ct3535,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
kulitglowing_ct595,kulitglowing_ct595,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,kulitglowing_ct595,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
racun_ct2554,racun_ct2554,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Not identified,True,False,racun_ct2554,Positive,1.0,0.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
glowup_ct6488,glowup_ct6488,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,glowup_ct6488,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
glowhunter_ct152,glowhunter_ct152,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Insufficient Text,,,,,,The Originote,True,False,glowhunter_ct152,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
racun_ct5875,racun_ct5875,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Not identified,True,False,racun_ct5875,Negative,0.0,0.5,0.5,0.6666666666666666,2.0,FINAL_MODEL_VALIDATED
racun_ct2082,racun_ct2082,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,racun_ct2082,Neutral,0.3333333333333333,0.6666666666666666,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
reviewjujur_ct5021,reviewjujur_ct5021,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Not identified,True,False,reviewjujur_ct5021,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
beautyvibe_ct8584,beautyvibe_ct8584,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Mixed,Insufficient Text,,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False,beautyvibe_ct8584,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
kulitsehat_ct8443,kulitsehat_ct8443,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False,kulitsehat_ct8443,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
reviewjujur_ct8615,reviewjujur_ct8615,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Not identified,True,False,reviewjujur_ct8615,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
skincare_ip9454,skincare_ip9454,Mass Actor,LCN Non-HCC,False,103,,False,7,3.571428571428571,0.0001692087830408,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,skincare_ip9454,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
dearskin_ip1425,dearskin_ip1425,Mass Actor,LCN Non-HCC,False,102,,False,7,3.5357142857142856,3.051305923686701e-05,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,dearskin_ip1425,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
kulitsehat_ip4910,kulitsehat_ip4910,Mass Actor,LCN Non-HCC,False,102,,False,7,3.5357142857142856,3.051305923686701e-05,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,kulitsehat_ip4910,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
beautyvibe_ct6553,beautyvibe_ct6553,Community Actor,HCC,True,49,,False,5,3.5357142857142856,2.4965230284709368e-05,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Insufficient Text,,,,,,Mixed_3plus_Brands,True,False,beautyvibe_ct6553,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
beautyaddict_ip154,beautyaddict_ip154,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Mixed,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,beautyaddict_ip154,Positive,0.6666666666666666,0.3333333333333333,0.0,0.75,3.0,FINAL_MODEL_VALIDATED
beautyvibe_ip9164,beautyvibe_ip9164,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,beautyvibe_ip9164,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
cantik_ip1685,cantik_ip1685,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,cantik_ip1685,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skincare_ip6366,skincare_ip6366,Community Actor,HCC,True,103,,False,5,3.5,0.0,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False,skincare_ip6366,Neutral,0.0,1.0,0.0,1.0,6.0,FINAL_MODEL_VALIDATED
kulitsehat_ip9568,kulitsehat_ip9568,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,kulitsehat_ip9568,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
glowhunter_ip3950,glowhunter_ip3950,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,glowhunter_ip3950,Neutral,0.25,0.75,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
racun_ip5937,racun_ip5937,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,racun_ip5937,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
beautyaddict_ct95316,beautyaddict_ct95316,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False,beautyaddict_ct95316,Neutral,0.0,0.6666666666666666,0.3333333333333333,0.8571428571428571,6.0,FINAL_MODEL_VALIDATED
glowingid_ct92516,glowingid_ct92516,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False,glowingid_ct92516,Neutral,0.0,1.0,0.0,1.0,7.0,FINAL_MODEL_VALIDATED
beauty_ct61338,beauty_ct61338,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Negative,Mixed Goals,Low,,,,,Mixed_3plus_Brands,True,False,beauty_ct61338,Neutral,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.0,7.0,FINAL_MODEL_VALIDATED
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,cantiknyata_r3c06m04x5441,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,cantiknyata_r3c06m01x3833,Positive,0.8,0.2,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,cantiknyata_r3c06m02x7276,Positive,0.6,0.4,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,cantiknyata_r3c06m03x7677,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,cantiknyata_r3c06m05x2517,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,reviewpedas_r3c09m02x6779,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,reviewpedas_r3c09m01x4727,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,reviewpedas_r3c09m04x5100,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,reviewpedas_r3c09m03x3704,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False,beautyfess_r3c05m01x4347,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False,beautyfess_r3c05m04x3629,Positive,0.8,0.2,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,testiaman_r3c02m03x8993,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False,beautyfess_r3c05m02x6049,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,testiaman_r3c02m01x8585,Positive,1.0,0.0,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,testiaman_r3c02m02x2716,Positive,0.8,0.2,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False,testiaman_r3c02m04x8847,Positive,0.6,0.4,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False,beautyfess_r3c05m03x8357,Positive,0.8,0.2,0.0,1.0,5.0,FINAL_MODEL_VALIDATED
bestieku_rr99428,bestieku_rr99428,Community Actor,HCC,True,87,,False,4,3.2142857142857144,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Mixed,Polarized / Contested,Low,,,,,Mixed_2_Brands,True,False,bestieku_rr99428,,,,,,,FINAL_MODEL_VALIDATED
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,Community Actor,HCC,True,206,,False,4,3.142857142857143,0.0,3.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Maryame,True,False,ulasankilat_r3c07m00x2561,Positive,1.0,0.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,Community Actor,HCC,True,181,,False,4,3.142857142857143,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False,racikcantik_r3c08m00x5448,Positive,1.0,0.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,Community Actor,HCC,True,168,,False,4,3.142857142857143,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False,kulitkece_r3c01m00x5166,Positive,1.0,0.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
nindyasari_,nindyasari_,Mass Actor,LCN Non-HCC,False,150,,False,6,3.017857142857143,0.0047960981291402,9.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False,nindyasari_,Negative,0.0,0.2222222222222222,0.7777777777777778,1.0,9.0,FINAL_MODEL_VALIDATED
racun_ip9078,racun_ip9078,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,racun_ip9078,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skincare_ip6218,skincare_ip6218,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,skincare_ip6218,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skincare_ip8128,skincare_ip8128,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,skincare_ip8128,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
skinclub_ip4635,skinclub_ip4635,Mass Actor,LCN Non-HCC,False,102,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False,skinclub_ip4635,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
glowhunter_ct64974,glowhunter_ct64974,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False,glowhunter_ct64974,Neutral,0.0,1.0,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
glowingid_ct74353,glowingid_ct74353,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Mixed_2_Brands,True,False,glowingid_ct74353,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
beauty_ct89266,beauty_ct89266,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False,beauty_ct89266,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
cantik_ct99107,cantik_ct99107,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False,cantik_ct99107,Neutral,0.3333333333333333,0.6666666666666666,0.0,1.0,3.0,FINAL_MODEL_VALIDATED
cantik_ip3527,cantik_ip3527,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,Daviena,Daviena,Associated HCC Brand Context,Negative,Critical / Complaint,Low,Temporal Association,Unique Temporal Association,2.0,21.0,Non-HCC,True,False,cantik_ip3527,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
glowhunter_ip5229,glowhunter_ip5229,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,Daviena,Daviena,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Temporal Association,Unique Temporal Association,2.0,21.0,Non-HCC,True,False,glowhunter_ip5229,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
kulitglowing_ip8678,kulitglowing_ip8678,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,kulitglowing_ip8678,Neutral,0.0,0.75,0.25,1.0,4.0,FINAL_MODEL_VALIDATED
skinlover_ct27853,skinlover_ct27853,Community Actor,HCC,True,3,,False,4,3.0,0.0,3.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_2_Brands,True,False,skinlover_ct27853,Neutral,0.0,0.6666666666666666,0.3333333333333333,1.0,3.0,FINAL_MODEL_VALIDATED
beauty_ip2148,beauty_ip2148,Mass Actor,LCN Non-HCC,False,4,,False,6,3.0,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False,beauty_ip2148,Neutral,0.0,1.0,0.0,1.0,4.0,FINAL_MODEL_VALIDATED
