screenshot_group_rank,group_id,member_rank,comment_id,video_id,video_url,tiktok_comment_url_candidate,platform_username,account,actor_type_primary,network_position,hcc_id,brand,timestamp,comment_text_presentation,group_similarity_category,group_n_comments,group_n_accounts,group_n_videos,group_quality_flag,screenshot_eligible,screenshot_status,screenshot_file,reviewer_notes
17,SIM_CLUSTER_00021,1,7224352276101972763,7222981366173011226,https://www.tiktok.com/@theoriginote/video/7222981366173011226?_r=1&_t=ZS-977UDn9SaZu,https://www.tiktok.com/@theoriginote/video/7222981366173011226?_r=1&_t=ZS-977UDn9SaZu&comment_id=7224352276101972763,skinclub_ip4711,MASS_914793ab21c9,Mass Actor,LCN Non-HCC,,The Originote,2023-04-21T04:17:22+00:00,yg cc @USER.okypratamaa_kedua,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,2,7384358954300015365,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z&comment_id=7384358954300015365,dearskin_ip1875,MASS_98e8f07bdc95,Mass Actor,LCN Non-HCC,,Daviena,2024-06-25T08:44:21+00:00,😂😂😂 @USER.okypratamaa_kedua bener ga dok?,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,3,7428995316323828488,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7428995316323828488,beautyvibe_cp4923,MASS_aaae961241e3,Mass Actor,LCN Non-HCC,,Maryame,2024-10-23T15:36:06+00:00,@USER.okypratamaa @USER.okypratamaa_kedua review skincare ff,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,4,7428614622015521541,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7428614622015521541,nayulestari02,MASS_2789895b21d4,Mass Actor,Outside LCN,,Maryame,2024-10-22T14:58:57+00:00,@USER.okypratamaa_kedua dok RR akun dong,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,5,7429169368314430214,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7429169368314430214,tiwi_tiwie92,MASS_2fbabdc17221,Mass Actor,Outside LCN,,Maryame,2024-10-24T02:51:47+00:00,@USER.okypratamaa,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,6,7428589044870054672,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7428589044870054672,nta.oc97,MASS_f3e60bac8a16,Mass Actor,Outside LCN,,Maryame,2024-10-22T13:19:38+00:00,coba cek charismalux dok @USER.okypratamaa,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,7,7428465444313875207,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7428465444313875207,syfxz.ima,MASS_0301d507eec7,Mass Actor,Outside LCN,,Maryame,2024-10-22T05:19:59+00:00,gloglowing skincare dokter @USER.okypratamaa_kedua,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
17,SIM_CLUSTER_00021,8,7461073253299028757,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7461073253299028757,xryylaa__,MASS_031a4c41de1e,Mass Actor,Outside LCN,,Maryame,2025-01-18T02:15:19+00:00,@USER.okypratamaa_kedua,EXACT_DUPLICATE,91,88,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,1,7388566583894917893,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7388566583894917893,beauty_ct61338,beauty_ct61338,Community Actor,HCC,1,Maryame,2024-12-16T07:36:52+00:00,keranjang kuning nya gk ada teh 🙏🙏,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,2,7468993420582568712,7418514646698642693,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8&comment_id=7468993420582568712,mimiaudmua,mimiaudmua,Individual Actor,Outside LCN,,Maryame,2025-02-08T10:29:25+00:00,cek keranjang kuning kak,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,3,7371579576966054661,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv&comment_id=7371579576966054661,cellynstore_,cellynstore_,Individual Actor,Outside LCN,,The Originote,2024-05-21T22:13:59+00:00,lgsg cek keranjang kuning aja kk,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,4,7217647206026248986,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7217647206026248986,dicannnns,dicannnns,Individual Actor,Outside LCN,,The Originote,2023-04-03T02:38:12+00:00,cek keranjang kuning kak,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,5,7284994374902776582,7284446766534102277,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1&comment_id=7284994374902776582,faniabsaa,faniabsaa,Individual Actor,Outside LCN,,Daviena,2023-10-01T14:19:05+00:00,Keranjang kuning ku yaa,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,6,7440422739641189176,7424146834534239493,https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq,https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq&comment_id=7440422739641189176,testireal_rp74004,MASS_5f540f907c0b,Mass Actor,LCN Non-HCC,,Maryame,2024-11-23T10:40:43+00:00,kk keranjang kuning nya mana,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,7,7379034747253048070,7361323225038540037,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG&comment_id=7379034747253048070,kulitsehat_rp42260,MASS_ab7222ace4a7,Mass Actor,LCN Non-HCC,,Maryame,2024-06-11T00:23:44+00:00,mna keranjang kuning x teh,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
18,SIM_CLUSTER_00025,8,7400417883107525382,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7400417883107525382,empur419,MASS_422e8209db17,Mass Actor,Outside LCN,,Maryame,2024-08-07T15:21:08+00:00,mana keranjang nya tth,EXACT_DUPLICATE,66,64,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,1,7291827364518291474A,7122773893844061466,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4&comment_id=7291827364518291474A,racun_rr28461,racun_rr28461,Community Actor,HCC,133,The Originote,2022-08-05T05:46:34+00:00,iyaa sama disini jg gtu beneran,EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,2,7291827364518291731A,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh&comment_id=7291827364518291731A,beautyaddict_rr41856,beautyaddict_rr41856,Community Actor,HCC,34,Maryame,2024-10-22T06:54:06+00:00,iyaa sama disini jg gtu 🔥 (160),EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,3,7291827364518291425A,7284446766534102277,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1&comment_id=7291827364518291425A,glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,62,Daviena,2025-12-28T02:30:09+00:00,iyaa sama disini jg gtu ✨,EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,4,7291827364518291377A,7289028668863663365,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ&comment_id=7291827364518291377A,skintok_rr45965,skintok_rr45965,Community Actor,HCC,47,Daviena,2023-10-20T01:34:10+00:00,iyaa sama disini jg gtu 🔥,EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,5,7291827364518291773A,7270117302614478086,https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9,https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9&comment_id=7291827364518291773A,glowingid_rr70761,MASS_53abddd5c218,Mass Actor,LCN Non-HCC,,Azarine,2023-08-27T10:25:50+00:00,iyaa sama disini jg gtu btw (160),EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,6,7291827364518291992A,7222981366173011226,https://www.tiktok.com/@theoriginote/video/7222981366173011226?_r=1&_t=ZS-977UDn9SaZu,https://www.tiktok.com/@theoriginote/video/7222981366173011226?_r=1&_t=ZS-977UDn9SaZu&comment_id=7291827364518291992A,skintok_ct62066,MASS_c179cfa77558,Mass Actor,LCN Non-HCC,,The Originote,2023-08-02T14:30:14+00:00,iyaa sama disini jg gtu beneran (160),EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,7,7291827364518291946A,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W&comment_id=7291827364518291946A,beautyaddict_rr3527,MASS_eee572c4ac67,Mass Actor,LCN Non-HCC,,Daviena,2024-10-05T01:05:22+00:00,iyaa sama disini jg gtu 😊 (160),EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
19,SIM_CLUSTER_00038,8,7291827364518291618A,7167562475641048347,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w&comment_id=7291827364518291618A,beautyaddict_rr12167,MASS_0fac9c5ef30e,Mass Actor,LCN Non-HCC,,Maryame,2023-03-13T18:28:53+00:00,iyaa sama disini jg gtu (160),EXACT_DUPLICATE,40,36,29,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,1,7291827364518291612A,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W&comment_id=7291827364518291612A,beautyaddict_rr41856,beautyaddict_rr41856,Community Actor,HCC,34,Daviena,2024-10-03T01:51:01+00:00,"iya kak bener, worth it 😊 (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,2,7291827364518291875A,7291631421565832453,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj&comment_id=7291827364518291875A,kulitcerah_rr59853,kulitcerah_rr59853,Community Actor,HCC,58,Daviena,2023-11-02T10:00:43+00:00,"iya kak bener, worth it ✨ (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,3,7291827364518291862A,7418514646698642693,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8&comment_id=7291827364518291862A,kulitglowing_ct49929,kulitglowing_ct49929,Community Actor,HCC,17,Maryame,2024-10-25T10:30:22+00:00,"iya kak bener, worth it btw (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,4,7291827364518291617A,7319688011891936517,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH&comment_id=7291827364518291617A,kulitglowing_rr91939,kulitglowing_rr91939,Community Actor,HCC,133,Daviena,2024-01-25T10:38:14+00:00,"iya kak bener, worth it beneran (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,5,7291827364518291835A,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z&comment_id=7291827364518291835A,kulitcerah_rr68666,MASS_5fc373544aca,Mass Actor,LCN Non-HCC,,Daviena,2024-03-14T12:38:42+00:00,"iya kak bener, worth it 🔥 (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,6,7291827364518291413A,7289028668863663365,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ&comment_id=7291827364518291413A,glowup_rr43590,MASS_82f61dae4811,Mass Actor,LCN Non-HCC,,Daviena,2023-11-27T05:42:47+00:00,"iya kak bener, worth it beneran",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,7,7291827364518291498A,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv&comment_id=7291827364518291498A,skinbestie_rr65190,MASS_035d2e08e5e8,Mass Actor,LCN Non-HCC,,The Originote,2025-04-17T08:02:26+00:00,"iya kak bener, worth it 🔥",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
20,SIM_CLUSTER_00042,8,7291827364518291822A,7312632181094894854,https://www.tiktok.com/@maryame.official/video/7312632181094894854?_r=1&_t=ZS-9702LpeW22k,https://www.tiktok.com/@maryame.official/video/7312632181094894854?_r=1&_t=ZS-9702LpeW22k&comment_id=7291827364518291822A,glowingid_rr45098,MASS_0434eb5ad734,Mass Actor,LCN Non-HCC,,Maryame,2025-02-12T10:25:52+00:00,"iya kak bener, worth it!! (160)",EXACT_DUPLICATE,37,35,27,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,1,7291827364518291364A,7472351771025755410,https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj,https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj&comment_id=7291827364518291364A,beautyaddict_rr42909,beautyaddict_rr42909,Community Actor,HCC,184,Maryame,2025-04-23T02:19:55+00:00,bener bgt kak setuju 🥰,EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,2,7291827364518291788A,7424146834534239493,https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq,https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq&comment_id=7291827364518291788A,skinlover_rr44220,MASS_007741757a17,Mass Actor,LCN Non-HCC,,Maryame,2024-11-01T01:59:58+00:00,bener bgt kak setuju 🔥 (160),EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,3,7291827364518291485A,7312025661835578629,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS&comment_id=7291827364518291485A,kulitglowing_rr63007,MASS_a1d0767435f8,Mass Actor,LCN Non-HCC,,Daviena,2023-12-14T21:03:00+00:00,bener bgt kak setuju ✨,EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,4,7291827364518291996A,7359717817601543429,https://www.tiktok.com/@jesyjeyn/video/7359717817601543429?_r=1&_t=ZS-977bsAkY5xJ,https://www.tiktok.com/@jesyjeyn/video/7359717817601543429?_r=1&_t=ZS-977bsAkY5xJ&comment_id=7291827364518291996A,beautyvibe_cp4923,MASS_aaae961241e3,Mass Actor,LCN Non-HCC,,Daviena,2024-08-09T16:24:45+00:00,bener bgt kak setuju 🥰 (160),EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,5,7291827364518292145A,7312025661835578629,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS&comment_id=7291827364518292145A,skinbestie_rr98803,MASS_fd3014fd8f8e,Mass Actor,LCN Non-HCC,,Daviena,2023-12-30T19:34:10+00:00,bener bgt kak setuju 🙏 (160),EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,6,7291827364518291619A,7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz&comment_id=7291827364518291619A,beautyaddict_rr12167,MASS_0fac9c5ef30e,Mass Actor,LCN Non-HCC,,Daviena,2026-04-06T06:52:23+00:00,bener bgt kak setuju (160),EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,7,7291827364518291551A,7289028668863663365,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ&comment_id=7291827364518291551A,skinbestie_rr6020,MASS_197436d6243d,Mass Actor,LCN Non-HCC,,Daviena,2023-12-03T02:10:46+00:00,bener bgt kak setuju btw,EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
21,SIM_CLUSTER_00040,8,7291827364518291583A,7291631421565832453,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj&comment_id=7291827364518291583A,beautyvibe_rr27094,MASS_1b829559fdf1,Mass Actor,LCN Non-HCC,,Daviena,2023-10-19T17:46:45+00:00,bener bgt kak setuju btw (160),EXACT_DUPLICATE,37,33,25,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,1,7363643457498137349,7363584993148357894,https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU,https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU&comment_id=7363643457498137349,kulitglowing_ct49929,kulitglowing_ct49929,Community Actor,HCC,17,Maryame,2024-06-30T13:45:16+00:00,berapa harga nya teh,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,2,7425470594591818501,7418514646698642693,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8&comment_id=7425470594591818501,kulitsehat_rp67418,MASS_74efc63ca57b,Mass Actor,LCN Non-HCC,,Maryame,2024-10-14T03:38:29+00:00,berapa harga nya kak,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,3,7448782292632748806,7429636271552728326,https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI,https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI&comment_id=7448782292632748806,herdut23,MASS_04fdddb2de9b,Mass Actor,Outside LCN,,Maryame,2024-12-15T23:20:05+00:00,harga nya berapa ya kk,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,4,7227326622297621275,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7227326622297621275,kurniati5225,MASS_068b2d102514,Mass Actor,Outside LCN,,The Originote,2023-04-29T04:39:01+00:00,berapa harga teh,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,5,7431056048373826305,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7431056048373826305,nurulloh829,MASS_0b0e870ef735,Mass Actor,Outside LCN,,Maryame,2024-10-29T04:52:53+00:00,harga itu berapa mbk,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
22,SIM_CLUSTER_00033,6,7388427255024534278,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7388427255024534278,lulumumtaz2,MASS_2c32c11e9ec1,Mass Actor,Outside LCN,,Maryame,2024-07-06T07:51:34+00:00,berapa harga kak,EXACT_DUPLICATE,43,43,13,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,True,PENDING_PLATFORM_LOOKUP,,
