public_actor_id,actor_type_primary,hcc_id,n_comments,n_active_weeks,dominant_weekday,dominant_weekday_share,dominant_daypart,peak_hour,weekday_concentration_score
MASS_0be9cfdfeb1f,Mass Actor,,3,3,Sabtu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_0bea0cdc1ca5,Mass Actor,,3,3,Rabu,0.3333333333333333,Siang,11,0.43542496594642044
MASS_0c2cbc5daf8b,Mass Actor,,3,2,Rabu,1.0,Sore,16,1.0
MASS_0c49385d6c52,Mass Actor,,3,1,Jumat,1.0,Pagi,7,1.0
MASS_0cdadef21459,Mass Actor,,4,4,Senin,0.5,Malam,17,0.4656892193379668
MASS_0d0d02221567,Mass Actor,,3,3,Senin,0.3333333333333333,Malam,16,0.43542496594642044
MASS_0d72a2fffbed,Mass Actor,,3,3,Rabu,1.0,Malam,10,1.0
MASS_0d7adb7cb62b,Mass Actor,,3,2,Kamis,0.6666666666666666,Siang,11,0.6728964240184352
MASS_0e01e67a1e82,Mass Actor,,6,6,Rabu,0.3333333333333333,Malam,21,0.1979535078744057
MASS_0e5442aaa9f8,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,22,0.6728964240184352
MASS_0ebcc125a376,Mass Actor,,3,2,Sabtu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_0ebff161fa8d,Mass Actor,,3,1,Sabtu,1.0,Dini Hari,0,1.0
MASS_0efeefd7f5cb,Mass Actor,,3,1,Minggu,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_0f1c7e59016b,Mass Actor,,4,3,Senin,0.25,Malam,18,0.28758562578395563
MASS_0f20465cffa2,Mass Actor,,5,3,Minggu,0.6,Pagi,10,0.5116575450852315
MASS_0faddc37730e,Mass Actor,,3,3,Sabtu,0.6666666666666666,Malam,12,0.6728964240184352
MASS_102cd1593688,Mass Actor,,4,2,Kamis,0.75,Malam,18,0.7110169013241403
MASS_105ac27cc947,Mass Actor,,5,5,Rabu,0.4,Malam,20,0.3153953994962927
MASS_10c38c7c0af6,Mass Actor,,6,1,Sabtu,0.8333333333333334,Siang,11,0.768457341627495
MASS_1145763c478c,Mass Actor,,5,2,Jumat,0.6,Pagi,6,0.6541404199284404
MASS_118921e54f8c,Mass Actor,,5,2,Senin,0.4,Siang,14,0.45787827433950157
MASS_12091b3fa306,Mass Actor,,5,3,Rabu,0.6,Malam,22,0.6541404199284404
MASS_127bf6428807,Mass Actor,,3,3,Rabu,0.3333333333333333,Siang,11,0.43542496594642044
MASS_12b96e6f7be3,Mass Actor,,3,1,Rabu,1.0,Malam,23,1.0
MASS_12c89dd63fa7,Mass Actor,,3,1,Minggu,1.0,Pagi,10,1.0
MASS_1371cd91f6c1,Mass Actor,,3,3,Selasa,1.0,Dini Hari,2,1.0
MASS_139785e6eeb1,Mass Actor,,4,1,Selasa,1.0,Malam,18,1.0
MASS_13e391b153de,Mass Actor,,7,7,Selasa,0.2857142857142857,Malam,20,0.30532044609259046
MASS_13e7ceb6527a,Mass Actor,,5,5,Kamis,0.4,Siang,13,0.3153953994962927
MASS_13fcb613053a,Mass Actor,,3,1,Selasa,0.6666666666666666,Malam,16,0.6728964240184352
MASS_144d4c39c740,Mass Actor,,3,1,Rabu,1.0,Malam,21,1.0
MASS_147cb57dbd65,Mass Actor,,9,2,Selasa,0.7777777777777778,Malam,21,0.6486277096706186
MASS_14a53f1ea2d8,Mass Actor,,6,1,Kamis,0.6666666666666666,Malam,23,0.6728964240184352
MASS_15ff98ff2f8b,Mass Actor,,5,5,Rabu,0.6,Pagi,20,0.5116575450852315
MASS_16bca213cbd8,Mass Actor,,4,3,Minggu,0.5,Siang,11,0.4656892193379668
MASS_16f5fda28647,Mass Actor,,8,8,Rabu,0.375,Pagi,17,0.23214587322303137
MASS_16f9b1e9122d,Mass Actor,,4,4,Senin,0.5,Pagi,22,0.4656892193379668
MASS_174e38163d4f,Mass Actor,,8,4,Senin,0.5,Malam,11,0.4656892193379668
MASS_1785f5439085,Mass Actor,,5,5,Selasa,0.4,Pagi,7,0.3153953994962927
MASS_178b1f707202,Mass Actor,,4,2,Jumat,0.75,Sore,17,0.7110169013241403
MASS_17fe341cf1ff,Mass Actor,,4,1,Rabu,1.0,Malam,22,1.0
MASS_1818b3cc03d6,Mass Actor,,4,2,Rabu,0.75,Sore,15,0.7110169013241403
MASS_183aaa29ec78,Mass Actor,,3,1,Senin,1.0,Pagi,8,1.0
MASS_187cce3fabd2,Mass Actor,,5,5,Selasa,0.6,Dini Hari,0,0.5116575450852315
MASS_18936d4f0390,Mass Actor,,3,1,Selasa,1.0,Malam,18,1.0
MASS_192be66ef55f,Mass Actor,,4,2,Sabtu,0.5,Pagi,8,0.4656892193379668
MASS_197436d6243d,Mass Actor,,5,4,Selasa,0.2,Pagi,8,0.1729125246530837
MASS_19dfcd8ab173,Mass Actor,,4,4,Sabtu,0.5,Malam,9,0.4656892193379668
MASS_1a0bd38ce312,Mass Actor,,7,3,Minggu,0.7142857142857143,Malam,23,0.5907767681049401
MASS_1a757e8820cb,Mass Actor,,3,1,Jumat,1.0,Pagi,9,1.0
MASS_1a79cef543af,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_1a89b8ea3cc4,Mass Actor,,3,1,Selasa,0.6666666666666666,Malam,8,0.6728964240184352
MASS_1a9e5a560bec,Mass Actor,,3,1,Sabtu,1.0,Pagi,9,1.0
MASS_1b0a9d4e6bd8,Mass Actor,,4,2,Kamis,0.75,Sore,17,0.7110169013241403
MASS_1b48033d7128,Mass Actor,,3,3,Kamis,0.6666666666666666,Sore,15,0.6728964240184352
MASS_1b769c495bc0,Mass Actor,,5,4,Rabu,0.4,Malam,16,0.3153953994962927
MASS_1b9eec8cd0c2,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,1,0.6728964240184352
MASS_1c7bd2525079,Mass Actor,,4,4,Minggu,0.5,Malam,18,0.4656892193379668
MASS_1d02fd468ab3,Mass Actor,,3,1,Sabtu,1.0,Sore,17,1.0
MASS_1d0e4d1f51bc,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,4,0.43542496594642044
MASS_1d3d74bdb613,Mass Actor,,3,1,Rabu,1.0,Dini Hari,2,1.0
MASS_1d8432307805,Mass Actor,,4,4,Senin,0.5,Pagi,7,0.4656892193379668
MASS_1e3fb5303a92,Mass Actor,,9,9,Selasa,0.4444444444444444,Pagi,10,0.34579284803687027
MASS_1eb8ef6494cc,Mass Actor,,3,1,Senin,1.0,Siang,11,1.0
MASS_1edae78467b5,Mass Actor,,3,1,Minggu,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_1f6e6d8bf1cb,Mass Actor,,3,3,Kamis,0.3333333333333333,Sore,12,0.43542496594642044
MASS_1f74536da9f2,Mass Actor,,3,3,Selasa,0.3333333333333333,Malam,8,0.43542496594642044
MASS_1fc82b630809,Mass Actor,,3,3,Jumat,0.6666666666666666,Pagi,9,0.6728964240184352
MASS_207907e6c481,Mass Actor,,3,1,Sabtu,1.0,Dini Hari,4,1.0
MASS_20ba830224af,Mass Actor,,3,2,Minggu,0.6666666666666666,Dini Hari,1,0.6728964240184352
MASS_20d315876133,Mass Actor,,4,4,Senin,0.25,Siang,12,0.28758562578395563
MASS_214c04292240,Mass Actor,,4,4,Minggu,0.5,Siang,11,0.4656892193379668
MASS_215c9a5b8fb8,Mass Actor,,3,3,Kamis,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_2192bf406f6f,Mass Actor,,3,1,Kamis,1.0,Pagi,8,1.0
MASS_219963f08033,Mass Actor,,3,3,Kamis,0.3333333333333333,Dini Hari,0,0.43542496594642044
MASS_21c2fb5498bd,Mass Actor,,3,3,Selasa,0.3333333333333333,Malam,16,0.43542496594642044
MASS_21c990f91723,Mass Actor,,5,1,Sabtu,0.6,Sore,0,0.5116575450852315
MASS_21d49ec12107,Mass Actor,,4,2,Selasa,0.5,Pagi,12,0.6437928128919779
MASS_21e10879e938,Mass Actor,,4,4,Selasa,0.5,Siang,0,0.6437928128919779
MASS_2239a76b8dd0,Mass Actor,,4,3,Rabu,0.5,Siang,8,0.4656892193379668
MASS_223e998cf448,Mass Actor,,3,1,Kamis,1.0,Siang,14,1.0
MASS_2251b18dda6c,Mass Actor,,4,4,Senin,0.25,Malam,10,0.28758562578395563
MASS_2258f3cd08d5,Mass Actor,,3,3,Selasa,0.3333333333333333,Siang,10,0.43542496594642044
MASS_22634ca14ffc,Mass Actor,,3,1,Sabtu,1.0,Malam,18,1.0
MASS_229fd0eb5467,Mass Actor,,3,1,Kamis,0.6666666666666666,Malam,21,0.6728964240184352
MASS_22a7fd341a50,Mass Actor,,6,6,Kamis,0.5,Siang,11,0.3615052958651881
MASS_22b3813a82d5,Mass Actor,,3,1,Kamis,1.0,Malam,17,1.0
MASS_22f5b69a5695,Mass Actor,,3,1,Kamis,1.0,Malam,22,1.0
MASS_2321b0dabb61,Mass Actor,,5,2,Minggu,0.6,Siang,12,0.6541404199284404
MASS_236ce7f161fd,Mass Actor,,3,1,Jumat,1.0,Sore,16,1.0
MASS_2372a3a68f2b,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_23bcf64cd511,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,7,0.43542496594642044
MASS_243c6591bb1e,Mass Actor,,6,1,Sabtu,1.0,Malam,18,1.0
MASS_24455df87e01,Mass Actor,,5,4,Jumat,0.6,Pagi,9,0.5116575450852315
MASS_24538ae761e4,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,7,0.43542496594642044
MASS_2479dc672fac,Mass Actor,,3,1,Jumat,1.0,Pagi,10,1.0
MASS_250e2f8c86e5,Mass Actor,,6,5,Jumat,0.5,Siang,13,0.48024102490119536
MASS_25315029ec4b,Mass Actor,,3,3,Minggu,0.6666666666666666,Siang,14,0.6728964240184352
MASS_255c9d77df0c,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_25769216e0ea,Mass Actor,,6,6,Jumat,0.6666666666666666,Dini Hari,0,0.6728964240184352
MASS_25b0b8f41017,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,20,0.6728964240184352
MASS_26722125cf75,Mass Actor,,5,5,Sabtu,0.4,Malam,10,0.3153953994962927
MASS_2788f977d915,Mass Actor,,5,1,Kamis,1.0,Pagi,6,1.0
MASS_284f599112c9,Mass Actor,,5,2,Senin,0.4,Sore,15,0.45787827433950157
MASS_285192465095,Mass Actor,,12,2,Selasa,0.5833333333333334,Siang,13,0.5438153831357242
MASS_28b7de618ba1,Mass Actor,,5,5,Selasa,0.6,Dini Hari,0,0.5116575450852315
MASS_28f26a2590a5,Mass Actor,,5,5,Kamis,0.6,Pagi,9,0.5116575450852315
MASS_291cc7605681,Mass Actor,,3,1,Jumat,1.0,Pagi,10,1.0
MASS_29a92fa9dfd3,Mass Actor,,5,5,Selasa,0.4,Siang,12,0.3153953994962927
MASS_29cc148b27f0,Mass Actor,,3,1,Sabtu,1.0,Malam,20,1.0
MASS_2aa24eafb6f2,Mass Actor,,3,3,Selasa,0.3333333333333333,Siang,11,0.43542496594642044
MASS_2b02dde95072,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_2b314920e8e8,Mass Actor,,5,2,Minggu,0.8,Malam,23,0.7428440240259193
MASS_2b611dec6940,Mass Actor,,16,1,Senin,1.0,Siang,11,1.0
MASS_2ba2440f47ce,Mass Actor,,3,1,Minggu,1.0,Dini Hari,2,1.0
MASS_2bf865111bea,Mass Actor,,3,1,Kamis,1.0,Pagi,9,1.0
MASS_2bf9099208cf,Mass Actor,,7,3,Sabtu,0.7142857142857143,Pagi,6,0.5907767681049401
MASS_2c428c63f7f5,Mass Actor,,3,1,Jumat,0.6666666666666666,Malam,18,0.6728964240184352
MASS_2c441146cd95,Mass Actor,,3,2,Rabu,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_2c51a4ed46b4,Mass Actor,,4,2,Sabtu,0.75,Malam,19,0.7110169013241403
MASS_2c6be5c0918c,Mass Actor,,3,1,Senin,0.3333333333333333,Malam,17,0.43542496594642044
MASS_2c6f74939ff4,Mass Actor,,3,3,Selasa,0.3333333333333333,Sore,9,0.43542496594642044
MASS_2c9b6737ef4b,Mass Actor,,4,4,Sabtu,0.5,Pagi,9,0.4656892193379668
MASS_2cdfc40c8e35,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,19,0.6728964240184352
MASS_2d3f2704b630,Mass Actor,,3,2,Minggu,0.6666666666666666,Malam,20,0.6728964240184352
MASS_2e839a0ab60f,Mass Actor,,4,2,Sabtu,0.5,Pagi,10,0.6437928128919779
MASS_2ef2714ee222,Mass Actor,,5,5,Minggu,0.4,Pagi,10,0.3153953994962927
MASS_2f13bfedb0a5,Mass Actor,,4,1,Kamis,1.0,Pagi,10,1.0
MASS_2f820abcc082,Mass Actor,,3,1,Selasa,1.0,Sore,16,1.0
MASS_2fbabdc17221,Mass Actor,,4,1,Kamis,1.0,Pagi,9,1.0
MASS_300aac8a08d0,Mass Actor,,4,1,Minggu,0.75,Dini Hari,2,0.7110169013241403
MASS_30139f1440b5,Mass Actor,,4,1,Senin,1.0,Siang,11,1.0
MASS_303022658d78,Mass Actor,,7,7,Selasa,0.2857142857142857,Pagi,8,0.203546964061727
MASS_308b4e5cbe77,Mass Actor,,3,2,Minggu,0.6666666666666666,Malam,0,0.6728964240184352
MASS_309cb6c6f284,Mass Actor,,3,1,Minggu,1.0,Pagi,9,1.0
MASS_30e2ff8054ea,Mass Actor,,3,3,Senin,0.3333333333333333,Dini Hari,4,0.43542496594642044
MASS_30e6a5ec6386,Mass Actor,,4,2,Sabtu,0.5,Siang,12,0.4656892193379668
MASS_312bf19d3583,Mass Actor,,4,4,Minggu,0.5,Siang,2,0.4656892193379668
MASS_315d830b6ef2,Mass Actor,,3,1,Kamis,1.0,Sore,16,1.0
MASS_317295b329c7,Mass Actor,,4,2,Sabtu,0.5,Pagi,6,0.4656892193379668
MASS_31d1977788ba,Mass Actor,,10,1,Selasa,1.0,Siang,14,1.0
MASS_31ee503bb436,Mass Actor,,3,2,Senin,0.3333333333333333,Malam,9,0.43542496594642044
MASS_31ef8596093e,Mass Actor,,4,1,Selasa,1.0,Sore,17,1.0
MASS_32105fc9672f,Mass Actor,,5,2,Jumat,0.8,Dini Hari,0,0.7428440240259193
MASS_32b5412f6dde,Mass Actor,,3,1,Minggu,1.0,Siang,13,1.0
MASS_331a6920a073,Mass Actor,,3,1,Kamis,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_3354fd59c3f3,Mass Actor,,3,1,Selasa,1.0,Malam,23,1.0
MASS_339ee81ff22e,Mass Actor,,5,1,Sabtu,0.6,Pagi,8,0.6541404199284404
MASS_33a78901930e,Mass Actor,,3,1,Rabu,1.0,Malam,23,1.0
MASS_340846146d65,Mass Actor,,4,4,Sabtu,0.5,Pagi,10,0.4656892193379668
MASS_34369b1f0338,Mass Actor,,5,1,Selasa,1.0,Malam,18,1.0
MASS_3461e5a95602,Mass Actor,,3,2,Sabtu,0.6666666666666666,Siang,12,0.6728964240184352
MASS_34639f1ad604,Mass Actor,,7,7,Senin,0.2857142857142857,Sore,17,0.203546964061727
MASS_3469b2c2a41f,Mass Actor,,4,4,Minggu,0.5,Malam,10,0.4656892193379668
MASS_34826dfd807a,Mass Actor,,4,1,Selasa,1.0,Malam,18,1.0
MASS_349f12f8eb69,Mass Actor,,3,3,Jumat,0.3333333333333333,Pagi,10,0.43542496594642044
MASS_34ef87cb04ae,Mass Actor,,4,1,Kamis,1.0,Malam,19,1.0
MASS_34fa8b77dba9,Mass Actor,,3,3,Kamis,0.6666666666666666,Pagi,6,0.6728964240184352
MASS_3538235f0626,Mass Actor,,3,3,Selasa,0.6666666666666666,Pagi,6,0.6728964240184352
MASS_35410b65add6,Mass Actor,,4,4,Rabu,0.5,Siang,11,0.4656892193379668
MASS_354399ef615f,Mass Actor,,6,1,Selasa,1.0,Sore,16,1.0
MASS_358e42c54e7b,Mass Actor,,7,1,Jumat,1.0,Pagi,9,1.0
MASS_35959bd93c2b,Mass Actor,,4,2,Senin,0.5,Pagi,9,0.6437928128919779
MASS_35a9fa2b9229,Mass Actor,,3,1,Jumat,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_35b9efcc0a3e,Mass Actor,,3,1,Jumat,1.0,Pagi,8,1.0
MASS_361f332b4a62,Mass Actor,,4,4,Rabu,0.25,Siang,18,0.28758562578395563
MASS_3649e33c9bb6,Mass Actor,,3,1,Rabu,0.6666666666666666,Malam,20,0.6728964240184352
MASS_3699d207577e,Mass Actor,,6,2,Jumat,0.3333333333333333,Pagi,8,0.1979535078744057
MASS_3710248fc177,Mass Actor,,8,4,Rabu,0.25,Pagi,9,0.19853382900695005
MASS_3730b9e48866,Mass Actor,,4,4,Senin,0.25,Sore,8,0.28758562578395563
MASS_379821ecbb90,Mass Actor,,3,2,Kamis,0.3333333333333333,Pagi,6,0.43542496594642044
MASS_379b359d9639,Mass Actor,,3,3,Selasa,0.6666666666666666,Pagi,7,0.6728964240184352
MASS_37b1aefd1c56,Mass Actor,,6,5,Selasa,0.3333333333333333,Pagi,22,0.31668923691041295
MASS_3844f374b28e,Mass Actor,,4,1,Selasa,1.0,Malam,19,1.0
MASS_38a93184c3fb,Mass Actor,,3,1,Kamis,1.0,Malam,21,1.0
MASS_38e709b92bc8,Mass Actor,,3,3,Selasa,0.3333333333333333,Malam,21,0.43542496594642044
MASS_38f6b4bee977,Mass Actor,,4,2,Jumat,0.75,Dini Hari,4,0.7110169013241403
MASS_38fc518a1bab,Mass Actor,,3,1,Kamis,1.0,Siang,12,1.0
MASS_393133a46397,Mass Actor,,4,4,Senin,0.5,Dini Hari,0,0.4656892193379668
MASS_399f1173272d,Mass Actor,,5,1,Selasa,1.0,Pagi,7,1.0
MASS_3a38995e5a9f,Mass Actor,,3,1,Minggu,0.6666666666666666,Pagi,9,0.6728964240184352
MASS_3a88b198880b,Mass Actor,,3,2,Kamis,0.6666666666666666,Siang,11,0.6728964240184352
MASS_3a9df6df6a00,Mass Actor,,4,4,Selasa,0.5,Siang,14,0.4656892193379668
MASS_3aaece85ff4c,Mass Actor,,5,2,Kamis,0.6,Pagi,5,0.5116575450852315
MASS_3ac2c2ad911d,Mass Actor,,3,1,Jumat,1.0,Pagi,9,1.0
MASS_3ad768f94c60,Mass Actor,,3,2,Rabu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_3aee96d8b1de,Mass Actor,,6,2,Senin,0.5,Sore,17,0.48024102490119536
MASS_3b0cb5cf89cd,Mass Actor,,3,2,Kamis,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_3b7513f0b58e,Mass Actor,,3,1,Senin,1.0,Dini Hari,4,1.0
MASS_3bc9b30d5718,Mass Actor,,6,2,Rabu,0.5,Malam,21,0.48024102490119536
MASS_3c11f3f5d084,Mass Actor,,5,3,Jumat,0.4,Sore,17,0.3153953994962927
MASS_3c4cc399b887,Mass Actor,,3,1,Kamis,1.0,Pagi,8,1.0
MASS_3c62b2ad680c,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,6,0.43542496594642044
MASS_3c9e31cc193f,Mass Actor,,3,2,Minggu,0.6666666666666666,Pagi,5,0.6728964240184352
MASS_3cdac10b9065,Mass Actor,,5,1,Selasa,0.8,Sore,15,0.7428440240259193
MASS_3d21aa105c49,Mass Actor,,4,2,Senin,0.75,Siang,11,0.7110169013241403
MASS_3d51db83ada7,Mass Actor,,4,4,Kamis,0.5,Malam,19,0.4656892193379668
MASS_3d94771c9bb9,Mass Actor,,7,4,Kamis,0.5714285714285714,Pagi,10,0.4070939281234539
MASS_3db9a7c6e060,Mass Actor,,3,1,Rabu,1.0,Malam,21,1.0
MASS_3dc2d6b117b6,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,6,0.43542496594642044
MASS_3e25385f8363,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,10,0.43542496594642044
MASS_3e4433bfe72e,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,7,0.43542496594642044
MASS_3e4d0d7aadea,Mass Actor,,3,1,Kamis,0.3333333333333333,Malam,12,0.43542496594642044
MASS_3e6ec0358fcf,Mass Actor,,3,1,Minggu,1.0,Siang,11,1.0
MASS_3ea37d58eb74,Mass Actor,,5,5,Kamis,0.4,Siang,11,0.3153953994962927
MASS_3ea7dba4db6b,Mass Actor,,5,1,Minggu,1.0,Pagi,7,1.0
MASS_3edf08ea8222,Mass Actor,,4,2,Sabtu,1.0,Malam,19,1.0
MASS_3efdac45d4ba,Mass Actor,,3,3,Selasa,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_3f6ef4ff211e,Mass Actor,,10,1,Minggu,0.6,Pagi,11,0.44041610766362715
MASS_3f779584a87f,Mass Actor,,3,1,Rabu,1.0,Pagi,9,1.0
MASS_406107fb0b73,Mass Actor,,9,1,Sabtu,1.0,Sore,16,1.0
MASS_40b8cd6fa263,Mass Actor,,4,4,Rabu,0.5,Malam,19,0.4656892193379668
MASS_40d8edc0775d,Mass Actor,,3,1,Jumat,1.0,Siang,12,1.0
MASS_4188bd3c0d73,Mass Actor,,3,3,Senin,0.6666666666666666,Siang,11,0.6728964240184352
MASS_41e1c2826c46,Mass Actor,,3,3,Kamis,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_41e35bbfe24f,Mass Actor,,3,1,Rabu,1.0,Malam,19,1.0
MASS_423b1f6360b4,Mass Actor,,3,1,Rabu,0.6666666666666666,Malam,10,0.6728964240184352
MASS_43760b276e5f,Mass Actor,,3,1,Minggu,1.0,Sore,16,1.0
MASS_43e13a7b4580,Mass Actor,,4,4,Senin,0.25,Sore,15,0.28758562578395563
MASS_43faf6f1e6cc,Mass Actor,,8,8,Kamis,0.375,Malam,21,0.3548097142161183
MASS_442784cf17b8,Mass Actor,,3,2,Kamis,0.6666666666666666,Pagi,6,0.6728964240184352
MASS_447dcc5f6688,Mass Actor,,4,4,Rabu,0.25,Pagi,8,0.28758562578395563
MASS_4485e435bd89,Mass Actor,,8,8,Senin,0.25,Malam,6,0.10948203222994457
MASS_44d8826b7fe9,Mass Actor,,3,3,Rabu,0.6666666666666666,Siang,14,0.6728964240184352
MASS_44f1bcc5b4cb,Mass Actor,,4,2,Minggu,0.5,Pagi,6,0.4656892193379668
MASS_4536ddcb6ab1,Mass Actor,,3,3,Senin,0.3333333333333333,Dini Hari,0,0.43542496594642044
MASS_45b32a249c1c,Mass Actor,,4,2,Sabtu,0.75,Siang,11,0.7110169013241403
MASS_46d0bdedf393,Mass Actor,,6,6,Kamis,0.3333333333333333,Malam,4,0.43542496594642044
MASS_46d672400fd0,Mass Actor,,5,5,Selasa,0.6,Dini Hari,0,0.5116575450852315
MASS_46fc465d29d7,Mass Actor,,3,1,Sabtu,0.6666666666666666,Malam,23,0.6728964240184352
MASS_47b2b5d9929f,Mass Actor,,3,1,Rabu,1.0,Pagi,7,1.0
MASS_47d6a40d1eaf,Mass Actor,,3,2,Jumat,1.0,Siang,11,1.0
MASS_47d80821d553,Mass Actor,,6,6,Selasa,0.3333333333333333,Pagi,8,0.43542496594642044
MASS_4846c01dfe8c,Mass Actor,,6,1,Jumat,1.0,Pagi,11,1.0
MASS_4859ca5defc6,Mass Actor,,4,4,Senin,0.25,Siang,11,0.28758562578395563
MASS_4871a9303730,Mass Actor,,5,1,Kamis,0.8,Malam,20,0.7428440240259193
MASS_487a4b854dbf,Mass Actor,,6,6,Minggu,0.3333333333333333,Pagi,9,0.1979535078744057
MASS_489b4c969092,Mass Actor,,5,5,Kamis,0.6,Pagi,9,0.5116575450852315
MASS_48de7d80ebda,Mass Actor,,5,5,Senin,0.4,Malam,20,0.3153953994962927
MASS_48fc1bcbb6f0,Mass Actor,,3,1,Jumat,1.0,Siang,14,1.0
MASS_49022c678311,Mass Actor,,4,1,Sabtu,1.0,Pagi,10,1.0
MASS_494c9671247b,Mass Actor,,3,3,Kamis,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_4ab9ff86a8cc,Mass Actor,,3,1,Rabu,1.0,Pagi,7,1.0
MASS_4abcabfdeafd,Mass Actor,,7,7,Jumat,0.2857142857142857,Pagi,8,0.10177348203086356
MASS_4b97e0ac77ad,Mass Actor,,3,3,Minggu,0.6666666666666666,Malam,15,0.6728964240184352
MASS_4bc163f9f7b3,Mass Actor,,3,1,Sabtu,0.6666666666666666,Malam,21,0.6728964240184352
MASS_4be41ccac2d4,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,10,0.43542496594642044
MASS_4bfab7de145b,Mass Actor,,3,2,Sabtu,0.6666666666666666,Pagi,8,0.6728964240184352
MASS_4c1693dd6fe3,Mass Actor,,4,4,Senin,0.25,Sore,8,0.28758562578395563
MASS_4c6639d5763e,Mass Actor,,3,1,Sabtu,1.0,Dini Hari,2,1.0
MASS_4c70f74486e7,Mass Actor,,3,2,Sabtu,0.6666666666666666,Malam,18,0.6728964240184352
MASS_4c7343c77ddc,Mass Actor,,6,2,Minggu,0.8333333333333334,Pagi,10,0.768457341627495
MASS_4d015cfbf2c6,Mass Actor,,3,2,Senin,0.3333333333333333,Pagi,9,0.43542496594642044
MASS_4d0fcaa16f51,Mass Actor,,4,4,Sabtu,0.75,Dini Hari,0,0.7110169013241403
MASS_4d5f5fc1ca11,Mass Actor,,7,7,Selasa,0.42857142857142855,Malam,22,0.343734210910969
MASS_4d8c37f5b646,Mass Actor,,5,5,Kamis,0.4,Siang,6,0.3153953994962927
MASS_4d9b09e212d6,Mass Actor,,7,3,Rabu,0.42857142857142855,Siang,13,0.24196072888010556
MASS_4da7c31f70cb,Mass Actor,,3,1,Rabu,1.0,Malam,20,1.0
MASS_4db6303a3bd8,Mass Actor,,3,2,Minggu,0.6666666666666666,Malam,22,0.6728964240184352
MASS_4de2792af2dc,Mass Actor,,6,3,Senin,0.5,Pagi,20,0.3615052958651881
MASS_4e39841544b8,Mass Actor,,4,1,Kamis,1.0,Sore,17,1.0
MASS_4e4f12f3d2ee,Mass Actor,,3,2,Sabtu,0.6666666666666666,Malam,19,0.6728964240184352
MASS_4e9a49259b1c,Mass Actor,,5,2,Senin,0.4,Malam,23,0.3153953994962927
MASS_4f6285b5d978,Mass Actor,,3,3,Senin,0.3333333333333333,Pagi,5,0.43542496594642044
MASS_4f64e82053aa,Mass Actor,,3,1,Jumat,1.0,Malam,21,1.0
MASS_4f7885702fce,Mass Actor,,7,3,Senin,1.0,Siang,11,1.0
MASS_4fbb42500ef9,Mass Actor,,3,1,Jumat,1.0,Malam,22,1.0
MASS_503ee2ebf2d2,Mass Actor,,6,4,Senin,0.5,Pagi,19,0.48024102490119536
MASS_508049eb5fd7,Mass Actor,,14,9,Jumat,0.2857142857142857,Malam,16,0.210280870273863
MASS_509455627c4a,Mass Actor,,4,4,Rabu,0.75,Dini Hari,0,0.7110169013241403
MASS_50ab025cd86d,Mass Actor,,3,2,Selasa,0.6666666666666666,Pagi,10,0.6728964240184352
MASS_50d6082fbc47,Mass Actor,,5,4,Senin,0.8,Pagi,10,0.7428440240259193
MASS_5108dd4306d4,Mass Actor,,4,1,Sabtu,1.0,Sore,17,1.0
MASS_51374952d548,Mass Actor,,3,1,Minggu,1.0,Siang,11,1.0
MASS_5164c7136b20,Mass Actor,,6,2,Rabu,0.5,Malam,18,0.3615052958651881
MASS_51a0c0efe862,Mass Actor,,4,4,Jumat,0.5,Pagi,6,0.4656892193379668
MASS_51fb3e9a4d36,Mass Actor,,4,1,Sabtu,1.0,Sore,16,1.0
MASS_520df0091c94,Mass Actor,,4,4,Senin,0.25,Sore,8,0.28758562578395563
