comment_id,mass_username,video_id,timestamp,sentiment_label,hcc_id,association_type,hcc_dominant_sentiment,comment_sentiment_alignment,minutes_after_hcc,is_verified_direct_reply,is_multi_hcc_comment_association
7428471618145354504,MASS_3585123880dc,7428436533981613318,2024-10-22 05:43:54+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,51.75,False,True
7428471163356005127,MASS_83f21ba3383f,7428436533981613318,2024-10-22 05:42:09+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,50.0,False,True
7428470823541261062,MASS_b914a91594e8,7428436533981613318,2024-10-22 05:41:01+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,48.86666666666667,False,True
7428470812640002836,MASS_f9ca5f6d54af,7428436533981613318,2024-10-22 05:40:45+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,48.6,False,True
7428470654229758725,MASS_dd2600f79be9,7428436533981613318,2024-10-22 05:40:22+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,48.21666666666667,False,True
7428470607148352262,MASS_18e6a24e7bf7,7428436533981613318,2024-10-22 05:40:09+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,48.0,False,True
7428470373551522566,MASS_dbea3e5ff0f1,7428436533981613318,2024-10-22 05:39:20+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,47.18333333333333,False,True
7428470211952771870,MASS_a0e08be8b3ab,7428436533981613318,2024-10-22 05:38:38+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,46.483333333333334,False,True
7428470018327167750,MASS_a22fa6ca311c,7428436533981613318,2024-10-22 05:37:54+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,45.75,False,True
7428470015475712786,MASS_d71966c52e49,7428436533981613318,2024-10-22 05:37:41+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,45.53333333333333,False,True
7428469984407421701,MASS_964dc7fc135e,7428436533981613318,2024-10-22 05:37:44+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,45.583333333333336,False,True
7428469228464603946,MASS_eb2d8a81de81,7428436533981613318,2024-10-22 05:35:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,43.2,False,True
7428469216502825733,MASS_a9b436dd0f05,7428436533981613318,2024-10-22 05:34:46+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,42.61666666666667,False,True
7428469127041532680,MASS_e8456af350f1,7428436533981613318,2024-10-22 05:34:13+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,42.06666666666667,False,True
7428468314588398342,MASS_94091de3682e,7428436533981613318,2024-10-22 05:31:19+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,39.166666666666664,False,True
7428468145637425925,MASS_20778c7afb92,7428436533981613318,2024-10-22 05:30:36+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,38.45,False,True
7428467843191177990,MASS_fe5f5a4160aa,7428436533981613318,2024-10-22 05:29:30+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,37.35,False,True
7428467802426508037,MASS_3f81512b3792,7428436533981613318,2024-10-22 05:29:23+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,37.233333333333334,False,True
7428467789284901638,MASS_392d5664aa64,7428436533981613318,2024-10-22 05:29:12+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,37.05,False,True
7428467529268134662,MASS_e6f41ed2e4da,7428436533981613318,2024-10-22 05:28:16+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,36.11666666666667,False,True
7428467412725056262,MASS_f65013c69a49,7428436533981613318,2024-10-22 05:27:51+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,35.7,False,True
7428467398268207878,MASS_c81c4a865c6d,7428436533981613318,2024-10-22 05:27:51+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,35.7,False,True
7428467301931811585,MASS_565d72f495bd,7428436533981613318,2024-10-22 05:27:15+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,35.1,False,True
7428467177160786705,MASS_af8e94c74330,7428436533981613318,2024-10-22 05:26:46+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,34.61666666666667,False,True
7428467167321244436,MASS_2524662e1ee9,7428436533981613318,2024-10-22 05:26:40+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,34.516666666666666,False,True
7428466888625652485,MASS_d8af68ccf162,7428436533981613318,2024-10-22 05:25:44+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.583333333333336,False,True
7428466853398479622,MASS_3cd3d518e023,7428436533981613318,2024-10-22 05:25:47+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.63333333333333,False,True
7428466843130331912,MASS_73f5d9371792,7428436533981613318,2024-10-22 05:25:23+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.233333333333334,False,True
7428466841284821765,MASS_c0efc8a54505,7428436533981613318,2024-10-22 05:25:34+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.416666666666664,False,True
7428466796585665286,MASS_e55da2d74841,7428436533981613318,2024-10-22 05:25:23+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.233333333333334,False,True
7428466792898773766,MASS_404d9ea6987d,7428436533981613318,2024-10-22 05:25:19+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,33.166666666666664,False,True
7428466715614626565,MASS_dd6f045921f4,7428436533981613318,2024-10-22 05:25:04+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.916666666666664,False,True
7428466714230702866,MASS_1ad46017c3ca,7428436533981613318,2024-10-22 05:24:51+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.7,False,True
7428466678311224069,MASS_92bd6dd64d3c,7428436533981613318,2024-10-22 05:25:02+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.88333333333333,False,True
7428466658803925765,MASS_7ef6f56d0c27,7428436533981613318,2024-10-22 05:25:00+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.85,False,True
7428466634114908944,MASS_635cfc2fa372,7428436533981613318,2024-10-22 05:24:36+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.45,False,True
7428466613395964677,MASS_c30d67f2fd9f,7428436533981613318,2024-10-22 05:24:45+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.6,False,True
7428466597706285830,MASS_3562de00f973,7428436533981613318,2024-10-22 05:24:46+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.61666666666667,False,True
7428466547188318982,MASS_13b6f9bd510e,7428436533981613318,2024-10-22 05:24:26+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.28333333333333,False,True
7428466543288369925,MASS_ac9d67848979,7428436533981613318,2024-10-22 05:24:32+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.38333333333333,False,True
7428466509880673029,MASS_ac9d67848979,7428436533981613318,2024-10-22 05:24:23+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,32.233333333333334,False,True
7428466461372842770,MASS_f2662ca25530,7428436533981613318,2024-10-22 05:23:53+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,31.733333333333334,False,True
7428466302542414600,MASS_2fd916018a92,7428436533981613318,2024-10-22 05:23:15+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,31.1,False,True
7428466259833029381,MASS_ba009295eb54,7428436533981613318,2024-10-22 05:23:23+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,31.233333333333334,False,True
7428466246661817093,MASS_95253cf2cc1d,7428436533981613318,2024-10-22 05:23:10+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,31.016666666666666,False,True
7428466190526055175,MASS_35380730c94a,7428436533981613318,2024-10-22 05:22:50+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.683333333333334,False,True
7428466190178206469,MASS_6dcf7fbd186c,7428436533981613318,2024-10-22 05:23:06+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.95,False,True
7428466154526589716,MASS_082ba0e69d5c,7428436533981613318,2024-10-22 05:22:43+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.566666666666666,False,True
7428466117659017989,MASS_0f8c2de09584,7428436533981613318,2024-10-22 05:22:52+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.716666666666665,False,True
7428466045516940050,MASS_a1fe2524fbf1,7428436533981613318,2024-10-22 05:22:17+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.133333333333333,False,True
7428466021194318597,MASS_8cb5e288027b,7428436533981613318,2024-10-22 05:22:32+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.383333333333333,False,True
7428466021033689862,MASS_fcb05631473e,7428436533981613318,2024-10-22 05:22:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.2,False,True
7428465980973990661,MASS_376721dea4f6,7428436533981613318,2024-10-22 05:22:13+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,30.066666666666666,False,True
7428465870307312390,MASS_85b52a84d478,7428436533981613318,2024-10-22 05:21:45+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.6,False,True
7428465859607495429,MASS_f2f83b458c78,7428436533981613318,2024-10-22 05:21:44+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.583333333333332,False,True
7428465839819293445,MASS_921a32752e4e,7428436533981613318,2024-10-22 05:21:44+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.583333333333332,False,True
7428465748811612934,MASS_f76e6cb59bac,7428436533981613318,2024-10-22 05:21:25+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.266666666666666,False,True
7428465725330719493,MASS_c6c367a018df,7428436533981613318,2024-10-22 05:21:10+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.016666666666666,False,True
7428465713504092934,MASS_1271a7c9e460,7428436533981613318,2024-10-22 05:21:16+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,29.116666666666667,False,True
7428465688475452165,MASS_9e0157d6bd04,7428436533981613318,2024-10-22 05:21:00+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.85,False,True
7428465625745441543,MASS_d2618393c28f,7428436533981613318,2024-10-22 05:20:37+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.466666666666665,False,True
7428465618762679045,MASS_f86fb22dd477,7428436533981613318,2024-10-22 05:20:51+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.7,False,True
7428465618460902150,MASS_6c174b05f4f4,7428436533981613318,2024-10-22 05:20:45+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.6,False,True
7428465570683831046,MASS_b9331d8dd16c,7428436533981613318,2024-10-22 05:20:43+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.566666666666666,False,True
7428465544905294597,MASS_75b286a96e39,7428436533981613318,2024-10-22 05:20:35+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.433333333333334,False,True
7428465536184730376,MASS_95ffe09f6d51,7428436533981613318,2024-10-22 05:20:17+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.133333333333333,False,True
7428465529847202565,MASS_bb00c59dbcd0,7428436533981613318,2024-10-22 05:20:26+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.283333333333335,False,True
7428465464626381574,MASS_7c163eaaecac,7428436533981613318,2024-10-22 05:20:17+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.133333333333333,False,True
7428465444313875207,MASS_0301d507eec7,7428436533981613318,2024-10-22 05:19:59+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.833333333333332,False,True
7428465438957601543,MASS_bad7be9567ff,7428436533981613318,2024-10-22 05:19:58+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.816666666666666,False,True
7428465430732063494,MASS_a1ceaadd5f1e,7428436533981613318,2024-10-22 05:20:11+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,28.033333333333335,False,True
7428465428315390726,MASS_0a45ed65c58a,7428436533981613318,2024-10-22 05:20:00+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.85,False,True
7428465418269950725,MASS_67612c96fbe8,7428436533981613318,2024-10-22 05:19:56+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.783333333333335,False,True
7428465380215554822,MASS_4eb641b055d3,7428436533981613318,2024-10-22 05:19:53+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.733333333333334,False,True
7428465349618221830,MASS_af39c5000a03,7428436533981613318,2024-10-22 05:19:47+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.633333333333333,False,True
7428465318764839685,MASS_e5c38e280cb8,7428436533981613318,2024-10-22 05:19:39+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.5,False,True
7428465287395672838,MASS_e746b5fee360,7428436533981613318,2024-10-22 05:19:31+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.366666666666667,False,True
7428465286687015710,MASS_8e311a18a22a,7428436533981613318,2024-10-22 05:19:29+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.333333333333332,False,True
7428465272355439366,MASS_c8a8cf26095f,7428436533981613318,2024-10-22 05:19:33+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.4,False,True
7428465262163100422,MASS_f220d0d44522,7428436533981613318,2024-10-22 05:19:26+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,27.283333333333335,False,True
7428465177790006024,MASS_3db58e80eaf3,7428436533981613318,2024-10-22 05:18:54+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.75,False,True
7428465067937317637,MASS_d773d7bb84fa,7428436533981613318,2024-10-22 05:18:43+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.566666666666666,False,True
7428465034193814290,MASS_247dc0a5595c,7428436533981613318,2024-10-22 05:18:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.2,False,True
7428464983367369477,MASS_942826fe0839,7428436533981613318,2024-10-22 05:18:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.2,False,True
7428464976426255109,MASS_1073f1bcbf8f,7428436533981613318,2024-10-22 05:18:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,26.2,False,True
7428464963340354322,MASS_dcfe092927b3,7428436533981613318,2024-10-22 05:18:06+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.95,False,True
7428464897208189702,MASS_3e4a8f5c4289,7428436533981613318,2024-10-22 05:18:02+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.883333333333333,False,True
7428464882901517061,MASS_259145504da4,7428436533981613318,2024-10-22 05:18:01+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.866666666666667,False,True
7428464858192446213,MASS_75ab1f1e748b,7428436533981613318,2024-10-22 05:17:53+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.733333333333334,False,True
7428464858033079046,MASS_aba9baac2ce3,7428436533981613318,2024-10-22 05:17:51+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.7,False,True
7428464824055350021,MASS_89a3aabeaa13,7428436533981613318,2024-10-22 05:17:47+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.633333333333333,False,True
7428464800352764677,MASS_203d40e4a642,7428436533981613318,2024-10-22 05:17:38+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.483333333333334,False,True
7428464765574087430,MASS_1eb009a6f29d,7428436533981613318,2024-10-22 05:17:33+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.4,False,True
7428464720929260294,MASS_4c7705802e5d,7428436533981613318,2024-10-22 05:17:34+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.416666666666668,False,True
7428464713368355604,MASS_e0f0dc35e445,7428436533981613318,2024-10-22 05:17:07+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.966666666666665,False,True
7428464711425147654,MASS_76cc96ba030e,7428436533981613318,2024-10-22 05:17:16+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.116666666666667,False,True
7428464638922179334,MASS_222756eb17f5,7428436533981613318,2024-10-22 05:16:57+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.8,False,True
7428464632664556294,MASS_4757927e965c,7428436533981613318,2024-10-22 05:16:57+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.8,False,True
7428464623919416069,MASS_cba550f7d67c,7428436533981613318,2024-10-22 05:16:57+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.8,False,True
7428464567326180138,MASS_1ab264b34401,7428436533981613318,2024-10-22 05:17:27+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,25.3,False,True
7428464553128903430,MASS_8e2904e4faff,7428436533981613318,2024-10-22 05:16:47+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,24.633333333333333,False,True
7428464420429251348,MASS_b65515719e68,7428436533981613318,2024-10-22 05:15:58+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.816666666666666,False,True
7428464376442962693,MASS_ec889adb4772,7428436533981613318,2024-10-22 05:15:59+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.833333333333332,False,True
7428464375248765701,MASS_b69b4fe36461,7428436533981613318,2024-10-22 05:16:08+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.983333333333334,False,True
7428464316418851592,MASS_5cec834d8c55,7428436533981613318,2024-10-22 05:15:35+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.433333333333334,False,True
7428464274361729797,MASS_6d399f1436b0,7428436533981613318,2024-10-22 05:15:35+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.433333333333334,False,True
7428464191558288134,MASS_0380141883d0,7428436533981613318,2024-10-22 05:15:18+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.15,False,True
7428464184273486598,MASS_c2b5bf0c1be6,7428436533981613318,2024-10-22 05:15:21+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,23.2,False,True
7428464171395793671,MASS_3780041efcd4,7428436533981613318,2024-10-22 05:14:58+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.816666666666666,False,True
7428464170833642245,MASS_6a3a69962c62,7428436533981613318,2024-10-22 05:15:08+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.983333333333334,False,True
7428464125690446608,MASS_2d526dcfb537,7428436533981613318,2024-10-22 05:14:52+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.716666666666665,False,True
7428464116675101445,MASS_99f73fac9d8d,7428436533981613318,2024-10-22 05:15:04+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.916666666666668,False,True
7428464105025979141,MASS_c933b099d039,7428436533981613318,2024-10-22 05:15:02+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.883333333333333,False,True
7428464044477432582,MASS_700dbb587528,7428436533981613318,2024-10-22 05:14:51+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.7,False,True
7428464040102085381,MASS_501c08a45d1c,7428436533981613318,2024-10-22 05:14:43+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.566666666666666,False,True
7428464010939876113,MASS_236c165758ea,7428436533981613318,2024-10-22 05:14:34+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.416666666666668,False,True
7428463990445949701,MASS_9f7790ba30f0,7428436533981613318,2024-10-22 05:14:32+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.383333333333333,False,True
7428463963128611600,MASS_5a89d9cfa535,7428436533981613318,2024-10-22 05:14:19+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.166666666666668,False,True
7428463920274408198,MASS_3df6c8d6dac3,7428436533981613318,2024-10-22 05:14:10+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,22.016666666666666,False,True
7428463856739468040,MASS_563a87b78ff2,7428436533981613318,2024-10-22 05:13:46+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.616666666666667,False,True
7428463809289519877,MASS_933e32c1a770,7428436533981613318,2024-10-22 05:13:50+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.683333333333334,False,True
7428463802402095877,MASS_ce2f2bae93e9,7428436533981613318,2024-10-22 05:13:44+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.583333333333332,False,True
7428463782727320326,MASS_92b26c702121,7428436533981613318,2024-10-22 05:13:38+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.483333333333334,False,True
7428463766448554769,MASS_3a82615721cc,7428436533981613318,2024-10-22 05:13:31+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.366666666666667,False,True
7428463715027256070,MASS_81c3ba0c8b30,7428436533981613318,2024-10-22 05:13:29+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.333333333333332,False,True
7428463706747306757,MASS_50dcfcd24c4b,7428436533981613318,2024-10-22 05:13:28+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.316666666666666,False,True
7428463702829384455,MASS_91e3d13302b0,7428436533981613318,2024-10-22 05:13:10+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.016666666666666,False,True
7428463680210387717,MASS_7709a16aadca,7428436533981613318,2024-10-22 05:13:27+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,21.3,False,True
7428463595489100550,MASS_ab1df0f15516,7428436533981613318,2024-10-22 05:13:00+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.85,False,True
7428463570881495816,MASS_dd65e3984568,7428436533981613318,2024-10-22 05:12:41+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.533333333333335,False,True
7428463563016684308,MASS_a59c6256e823,7428436533981613318,2024-10-22 05:12:38+00:00,Negative,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.483333333333334,False,True
7428463555588276997,MASS_70d04919623e,7428436533981613318,2024-10-22 05:12:48+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.65,False,True
7428463506800329477,MASS_5a6a8f75f6c8,7428436533981613318,2024-10-22 05:12:39+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.5,False,True
7428463505231381253,MASS_8d7570739b5f,7428436533981613318,2024-10-22 05:12:35+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.433333333333334,False,True
7428463487678939910,MASS_91d4657dea3c,7428436533981613318,2024-10-22 05:12:35+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.433333333333334,False,True
7428463485221143301,MASS_b01924b6f5c3,7428436533981613318,2024-10-22 05:12:37+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.466666666666665,False,True
7428463460654564102,MASS_fbdb8292e2ec,7428436533981613318,2024-10-22 05:12:29+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.333333333333332,False,True
7428463367713604358,MASS_bdd06658976a,7428436533981613318,2024-10-22 05:12:11+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,20.033333333333335,False,True
7428463323865924368,MASS_f1f2fd3e4e4f,7428436533981613318,2024-10-22 05:11:50+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.683333333333334,False,True
7428463319042392838,MASS_870d7270eff6,7428436533981613318,2024-10-22 05:11:52+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.716666666666665,False,True
7428463303552582405,MASS_d2cc77d0ae0d,7428436533981613318,2024-10-22 05:11:48+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.65,False,True
7428463284368573189,MASS_575bdf6ec04c,7428436533981613318,2024-10-22 05:11:45+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.6,False,True
7428463264500318981,MASS_94a9f9b3bf72,7428436533981613318,2024-10-22 05:11:48+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.65,False,True
7428463256749359878,MASS_45d5d7d23f01,7428436533981613318,2024-10-22 05:11:50+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.683333333333334,False,True
7428463228415394565,MASS_97acc6b587dd,7428436533981613318,2024-10-22 05:11:28+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.316666666666666,False,True
7428463220359693074,MASS_8e9f49ae919e,7428436533981613318,2024-10-22 05:11:21+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,19.2,False,True
7428463178348299016,MASS_79a4cfc2970f,7428436533981613318,2024-10-22 05:11:08+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.983333333333334,False,True
7428463155951829780,MASS_aa1f3251a4ef,7428436533981613318,2024-10-22 05:11:06+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.95,False,True
7428463147852120850,MASS_af9885cc2534,7428436533981613318,2024-10-22 05:11:04+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.916666666666668,False,True
7428463087223898898,MASS_886d389bdc78,7428436533981613318,2024-10-22 05:10:50+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.683333333333334,False,True
7428463062380577541,MASS_7a207124501a,7428436533981613318,2024-10-22 05:10:52+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.716666666666665,False,True
7428463054897971973,MASS_f73650142bbe,7428436533981613318,2024-10-22 05:10:53+00:00,Neutral,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.733333333333334,False,True
7428463038251336453,MASS_282f3a69c44d,7428436533981613318,2024-10-22 05:10:53+00:00,Positive,14,Temporal Association,Mixed,HCC Mixed / Inconclusive,18.733333333333334,False,True
