id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,goal_orientation,goal_confidence,avg_sentiment_confidence,actor_type_primary,individual_subtype,community_centrality_level,community_network_descriptor,target_brand_primary,target_scope,account_goal_orientation,hcc_goal_orientation
skinlover_ip9713,skinlover_ip9713,6,4.035714285714286,0.0001220522369474,103,Daviena,Daviena,Daviena,High,Low,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Neutral Engagement,Medium,0.8889480173587799,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Mixed Goals,Neutral Engagement
glowcheck_r3c10m03x7520,glowcheck_r3c10m03x7520,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowdiary_r3c03m02x1592,glowdiary_r3c03m02x1592,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowcheck_r3c10m01x2927,glowcheck_r3c10m01x2927,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
kulitsehat_ip5592,kulitsehat_ip5592,6,4.035714285714286,0.0001220522369474,103,Daviena,Daviena,Daviena,High,Low,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Neutral Engagement,Medium,0.8889480173587799,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Neutral Engagement
beautyvibe_ip8477,beautyvibe_ip8477,6,4.035714285714286,4.9930460569418735e-05,103,Daviena,Daviena,Daviena,High,Low,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Neutral Engagement,Medium,0.8889480173587799,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Neutral Engagement
glowdiary_r3c03m03x1823,glowdiary_r3c03m03x1823,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowdiary_r3c03m04x6886,glowdiary_r3c03m04x6886,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowcheck_r3c10m04x9521,glowcheck_r3c10m04x9521,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
skinlover_ct782,skinlover_ct782,5,3.803571428571429,1.6643486856472912e-05,183,The Originote,The Originote,The Originote,High,Low,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Mixed Goals,Low,0.8870844670704433,Community Actor,,Medium,Intermediate,The Originote,Single-brand Context,Neutral Engagement,Mixed Goals
beauty_ct8829,beauty_ct8829,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Promotional / Supportive,Mixed Goals
beauty_ct7151,beauty_ct7151,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
beautyaddict_ct4776,beautyaddict_ct4776,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
beautyaddict_ct2062,beautyaddict_ct2062,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
skinbestie_ct5848,skinbestie_ct5848,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
beautyaddict_ct8242,beautyaddict_ct8242,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
skincare_ct1100,skincare_ct1100,5,3.75,0.0,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Critical / Complaint,Mixed Goals
skinclub_ct4422,skinclub_ct4422,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
cantik_ct3314,cantik_ct3314,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
beautyvibe_ct7323,beautyvibe_ct7323,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Mixed Goals,Mixed Goals
skinclub_ct9386,skinclub_ct9386,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Mixed Goals
glowup_ct2135,glowup_ct2135,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Mixed Goals
kulitglowing_ct6396,kulitglowing_ct6396,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Mixed Goals
racun_ct8621,racun_ct8621,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Neutral Engagement
racun_ct2295,racun_ct2295,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Neutral Engagement
skinclub_ct7669,skinclub_ct7669,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Mixed Goals
glowhunter_ct4367,glowhunter_ct4367,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Mixed Goals
beautyvibe_ct2527,beautyvibe_ct2527,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Mixed Goals,Mixed Goals
skinclub_ct3535,skinclub_ct3535,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
kulitglowing_ct595,kulitglowing_ct595,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
racun_ct2554,racun_ct2554,5,3.75,0.0,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Critical / Complaint,Mixed Goals
glowup_ct6488,glowup_ct6488,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
glowhunter_ct152,glowhunter_ct152,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
racun_ct5875,racun_ct5875,5,3.75,0.0,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Neutral Engagement,Mixed Goals
racun_ct2082,racun_ct2082,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
reviewjujur_ct5021,reviewjujur_ct5021,5,3.75,0.0,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Neutral Engagement,Mixed Goals
kulitsehat_ct8443,kulitsehat_ct8443,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
reviewjujur_ct8615,reviewjujur_ct8615,5,3.75,0.0,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Neutral Engagement,Mixed Goals
beautyvibe_ct6553,beautyvibe_ct6553,5,3.5357142857142856,2.4965230284709368e-05,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,Neutral,0.25,0.6,0.15,Neutral Engagement,Medium,0.8147277012467384,Community Actor,,High,Structurally central,Daviena,Cross-brand Context,Neutral Engagement,Neutral Engagement
skincare_ip6366,skincare_ip6366,5,3.5,0.0,103,Daviena,Daviena,Daviena,High,Low,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Neutral Engagement,Medium,0.8889480173587799,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Neutral Engagement
beautyaddict_ct95316,beautyaddict_ct95316,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.2857142857142857,0.5714285714285714,0.1428571428571428,Mixed Goals,Low,0.9143156976926894,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Neutral Engagement,Mixed Goals
glowingid_ct92516,glowingid_ct92516,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.2857142857142857,0.5714285714285714,0.1428571428571428,Mixed Goals,Low,0.9143156976926894,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Neutral Engagement,Mixed Goals
beauty_ct61338,beauty_ct61338,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,Neutral,0.2857142857142857,0.5714285714285714,0.1428571428571428,Mixed Goals,Low,0.9143156976926894,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Mixed Goals,Mixed Goals
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9202151246692823,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9202151246692823,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9202151246692823,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9202151246692823,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.98179408778315,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.98179408778315,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9252126035482988,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.98179408778315,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9252126035482988,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9252126035482988,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9252126035482988,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.98179408778315,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
bestieku_rr99428,bestieku_rr99428,4,3.2142857142857144,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Mixed,0.4,0.48,0.12,Mixed Goals,Low,0.8075190961360932,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Mixed Goals,Mixed Goals
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,4,3.142857142857143,0.0,206,Maryame,Maryame,Maryame,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9380958080291748,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,4,3.142857142857143,0.0,181,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9075609549232152,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,4,3.142857142857143,0.0,168,Daviena,Daviena,Daviena,High,Low,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9240593184595522,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowhunter_ct64974,glowhunter_ct64974,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.1333333333333333,0.6666666666666666,0.2,Neutral Engagement,Medium,0.917608912785848,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
glowingid_ct74353,glowingid_ct74353,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.1333333333333333,0.6666666666666666,0.2,Neutral Engagement,Medium,0.917608912785848,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Critical / Complaint,Neutral Engagement
beauty_ct89266,beauty_ct89266,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.1333333333333333,0.6666666666666666,0.2,Neutral Engagement,Medium,0.917608912785848,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
cantik_ct99107,cantik_ct99107,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.1333333333333333,0.6666666666666666,0.2,Neutral Engagement,Medium,0.917608912785848,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
skinlover_ct27853,skinlover_ct27853,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,Neutral,0.1333333333333333,0.6666666666666666,0.2,Neutral Engagement,Medium,0.917608912785848,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
reviewjujur_ct9366,reviewjujur_ct9366,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Mixed Goals,Low,0.8870844670704433,Community Actor,,Medium,Intermediate,The Originote,Single-brand Context,Neutral Engagement,Mixed Goals
racun_ct7880,racun_ct7880,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Mixed Goals,Low,0.8870844670704433,Community Actor,,Medium,Intermediate,The Originote,Single-brand Context,Promotional / Supportive,Mixed Goals
beautyaddict_ct2423,beautyaddict_ct2423,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.2666666666666666,0.5333333333333333,0.2,Mixed Goals,Low,0.8452686627705892,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Mixed Goals
dearskin_ct1358,dearskin_ct1358,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.2666666666666666,0.5333333333333333,0.2,Mixed Goals,Low,0.8452686627705892,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Mixed Goals
glowup_ct3809,glowup_ct3809,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.2666666666666666,0.5333333333333333,0.2,Mixed Goals,Low,0.8452686627705892,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Critical / Complaint,Mixed Goals
reviewjujur_ct6118,reviewjujur_ct6118,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.2666666666666666,0.5333333333333333,0.2,Mixed Goals,Low,0.8452686627705892,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Mixed Goals
skintok_ct53509,skintok_ct53509,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.375,0.5,0.125,Mixed Goals,Low,0.8775884434580803,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Neutral Engagement,Mixed Goals
testireal_ct35011,testireal_ct35011,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.375,0.5,0.125,Mixed Goals,Low,0.8775884434580803,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Mixed Goals,Mixed Goals
bestieku_ct74574,bestieku_ct74574,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.375,0.5,0.125,Mixed Goals,Low,0.8775884434580803,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Mixed Goals,Mixed Goals
skincare_ct78893,skincare_ct78893,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Neutral,0.375,0.5,0.125,Mixed Goals,Low,0.8775884434580803,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Mixed Goals,Mixed Goals
skinlover_ct8756,skinlover_ct8756,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,Neutral,0.2666666666666666,0.5333333333333333,0.2,Mixed Goals,Low,0.8452686627705892,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Mixed Goals,Mixed Goals
