Id,Label,actor_type_primary,network_position,hcc_id,is_lcn_member,n_comments,dominant_sentiment,account_goal_orientation,target_brand_primary,degree,weighted_degree,sentiment_attribute_status
MASS_0f4e2a404617,MASS_0f4e2a404617,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f4f98ebd200,MASS_0f4f98ebd200,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f5043a7211f,MASS_0f5043a7211f,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f51ef7ec3cf,MASS_0f51ef7ec3cf,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f5226efc50e,MASS_0f5226efc50e,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f54463ff744,MASS_0f54463ff744,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f54ad74c292,MASS_0f54ad74c292,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f54ec03e692,MASS_0f54ec03e692,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f583c02988b,MASS_0f583c02988b,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f59b3cf7778,MASS_0f59b3cf7778,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f6590370381,MASS_0f6590370381,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f667660f789,MASS_0f667660f789,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f6aaaf23d89,MASS_0f6aaaf23d89,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f7050a46ffb,MASS_0f7050a46ffb,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f727dd05847,MASS_0f727dd05847,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f7c7518560d,MASS_0f7c7518560d,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f7e9d9ae18e,MASS_0f7e9d9ae18e,Mass Actor,Outside LCN,,False,2.0,Positive,Insufficient Text,Mixed_2_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f830670813f,MASS_0f830670813f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f8b8b98bf47,MASS_0f8b8b98bf47,Mass Actor,Outside LCN,,False,2.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f8c2de09584,MASS_0f8c2de09584,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f8d65bf790a,MASS_0f8d65bf790a,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f8dabd77816,MASS_0f8dabd77816,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f8f94176ab4,MASS_0f8f94176ab4,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f913b138fe9,MASS_0f913b138fe9,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0f9e05f53efb,MASS_0f9e05f53efb,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa1e63111c4,MASS_0fa1e63111c4,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa2b0ffc1d5,MASS_0fa2b0ffc1d5,Mass Actor,Outside LCN,,False,2.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa3905257b9,MASS_0fa3905257b9,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa6020cfa95,MASS_0fa6020cfa95,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa627f20896,MASS_0fa627f20896,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa7a98a592f,MASS_0fa7a98a592f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa892cf712b,MASS_0fa892cf712b,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fa924d1007e,MASS_0fa924d1007e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0faaeb9c6261,MASS_0faaeb9c6261,Mass Actor,Outside LCN,,False,2.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fac9c5ef30e,MASS_0fac9c5ef30e,Mass Actor,LCN Non-HCC,,True,2.0,Mixed,Insufficient Text,,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0faddc37730e,MASS_0faddc37730e,Mass Actor,LCN Non-HCC,,True,3.0,Positive,Promotional / Supportive,,1,0.5357142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0faec57d48e9,MASS_0faec57d48e9,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fafa6d12d62,MASS_0fafa6d12d62,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fb4593b44a8,MASS_0fb4593b44a8,Mass Actor,Outside LCN,,False,2.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fb4d82d7b03,MASS_0fb4d82d7b03,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fb6e2d9727c,MASS_0fb6e2d9727c,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fb8852bd95c,MASS_0fb8852bd95c,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fbbdcc43b10,MASS_0fbbdcc43b10,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fbf329b05d2,MASS_0fbf329b05d2,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc0a4596c4b,MASS_0fc0a4596c4b,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc1fa7c2abd,MASS_0fc1fa7c2abd,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc2506475a5,MASS_0fc2506475a5,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc2d3ae136e,MASS_0fc2d3ae136e,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc3b6ac58c7,MASS_0fc3b6ac58c7,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc46284bde2,MASS_0fc46284bde2,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc5aa4a03ba,MASS_0fc5aa4a03ba,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fc62706bef1,MASS_0fc62706bef1,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fcab3991883,MASS_0fcab3991883,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fcda16b77e2,MASS_0fcda16b77e2,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fd0cac76d56,MASS_0fd0cac76d56,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fd1ce150ae3,MASS_0fd1ce150ae3,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fd5ba88bb88,MASS_0fd5ba88bb88,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fd665ee0a10,MASS_0fd665ee0a10,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fda3893f0d7,MASS_0fda3893f0d7,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fda536a4e7c,MASS_0fda536a4e7c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fe6eaf53d41,MASS_0fe6eaf53d41,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fe6f31db28c,MASS_0fe6f31db28c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fe715d99f3b,MASS_0fe715d99f3b,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0feb8e21e992,MASS_0feb8e21e992,Mass Actor,Outside LCN,,False,2.0,Mixed,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0fed483110d2,MASS_0fed483110d2,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ff0f45d9c5c,MASS_0ff0f45d9c5c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ff21c10f8ab,MASS_0ff21c10f8ab,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ff4aed96877,MASS_0ff4aed96877,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ff62ca3dd15,MASS_0ff62ca3dd15,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ff9557d4a08,MASS_0ff9557d4a08,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ffa46dbdb30,MASS_0ffa46dbdb30,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_0ffcb9aa3005,MASS_0ffcb9aa3005,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1002386e87c7,MASS_1002386e87c7,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10027a46d388,MASS_10027a46d388,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1002b025b864,MASS_1002b025b864,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10032e686b28,MASS_10032e686b28,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10057db53560,MASS_10057db53560,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_100847594fc9,MASS_100847594fc9,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_100847bc4711,MASS_100847bc4711,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1009803429e0,MASS_1009803429e0,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_100e62096492,MASS_100e62096492,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1015661c48ba,MASS_1015661c48ba,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1016364f6773,MASS_1016364f6773,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_101f517ec2ae,MASS_101f517ec2ae,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1020bf481799,MASS_1020bf481799,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1028b393f25e,MASS_1028b393f25e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1028ec93aacb,MASS_1028ec93aacb,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_102a2e744dca,MASS_102a2e744dca,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_102cd1593688,MASS_102cd1593688,Mass Actor,Outside LCN,,False,4.0,Neutral,Neutral Engagement,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_102e636a9d29,MASS_102e636a9d29,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10337f8ef386,MASS_10337f8ef386,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10359773285c,MASS_10359773285c,Mass Actor,Outside LCN,,False,2.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1035bdac1f88,MASS_1035bdac1f88,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_103717c22b14,MASS_103717c22b14,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10387ff5c396,MASS_10387ff5c396,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,Mixed_3plus_Brands,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1038b44708f6,MASS_1038b44708f6,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10393288ab15,MASS_10393288ab15,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_103b7a58a9f9,MASS_103b7a58a9f9,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_103f7808816a,MASS_103f7808816a,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1042250b1e29,MASS_1042250b1e29,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10428ca44014,MASS_10428ca44014,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1043bd56e7ef,MASS_1043bd56e7ef,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1047c60ff31a,MASS_1047c60ff31a,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1049ea3292d5,MASS_1049ea3292d5,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_104c1c9adecc,MASS_104c1c9adecc,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_104c57256fce,MASS_104c57256fce,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_104c9e93347c,MASS_104c9e93347c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_104fd103c72c,MASS_104fd103c72c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Daviena,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10517aceab50,MASS_10517aceab50,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1052188b974e,MASS_1052188b974e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1052c362f9e4,MASS_1052c362f9e4,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1053a883b511,MASS_1053a883b511,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10582a9f8f73,MASS_10582a9f8f73,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_105a79e962f9,MASS_105a79e962f9,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_105ac27cc947,MASS_105ac27cc947,Mass Actor,LCN Non-HCC,,True,5.0,Negative,Critical / Complaint,,1,1.4642857142857144,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_105c93f8035b,MASS_105c93f8035b,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,Maryame,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_105d59ce235f,MASS_105d59ce235f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_105e4d43ba9e,MASS_105e4d43ba9e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,The Originote,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1061baaf53cf,MASS_1061baaf53cf,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_106408f8dbfe,MASS_106408f8dbfe,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10641ab45a42,MASS_10641ab45a42,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1066cb68f759,MASS_1066cb68f759,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1067fae6443a,MASS_1067fae6443a,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1068b641596c,MASS_1068b641596c,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_106a70c9bc17,MASS_106a70c9bc17,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_106d7ff04c9b,MASS_106d7ff04c9b,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_106e4575ad43,MASS_106e4575ad43,Mass Actor,Outside LCN,,False,1.0,Insufficient Text,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_106fb282317f,MASS_106fb282317f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10716914a399,MASS_10716914a399,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107260620a4f,MASS_107260620a4f,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1073f1bcbf8f,MASS_1073f1bcbf8f,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107416a7f58e,MASS_107416a7f58e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10747a3711a6,MASS_10747a3711a6,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1076feb8a109,MASS_1076feb8a109,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107802fee7fa,MASS_107802fee7fa,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_10789a29659e,MASS_10789a29659e,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_1079851c824d,MASS_1079851c824d,Mass Actor,Outside LCN,,False,1.0,Neutral,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107bb543399a,MASS_107bb543399a,Mass Actor,Outside LCN,,False,1.0,Positive,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107bfeab2671,MASS_107bfeab2671,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
MASS_107f907ef074,MASS_107f907ef074,Mass Actor,Outside LCN,,False,1.0,Negative,Insufficient Text,,,,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
