Id,Label,actor_type_primary,network_position,is_hcc_member,community,individual_subtype,is_video_creator,degree,weighted_degree,betweenness,n_comments,target_brand_primary,target_brand_label,target_scope,dominant_sentiment,account_goal_orientation,account_goal_confidence,exposure_level,hcc_association_status,strong_association_score,contextual_association_score,brand_label_auto,is_lcn_member,is_verified_registry_actor
glowhunter_ct68859,glowhunter_ct68859,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
kulitglowing_ct71939,kulitglowing_ct71939,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,The Originote,True,False
bestieku_ct63780,bestieku_ct63780,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
racun_ct61657,racun_ct61657,Community Actor,HCC,True,17,,False,6,4.5,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
beautyvibe_ct9600,beautyvibe_ct9600,Community Actor,HCC,True,17,,False,6,4.5,0.0,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
skinclub_ct998,skinclub_ct998,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
reviewjujur_ct84556,reviewjujur_ct84556,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
racun_ct19392,racun_ct19392,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
beautyvibe_ct18973,beautyvibe_ct18973,Community Actor,HCC,True,46,,False,6,4.5,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
racun_ct40815,racun_ct40815,Community Actor,HCC,True,45,,False,3,4.5,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
reviewjujur_ct43520,reviewjujur_ct43520,Community Actor,HCC,True,45,,False,3,4.5,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Mixed_3plus_Brands,True,False
beautyvibe_ct13413,beautyvibe_ct13413,Community Actor,HCC,True,45,,False,3,4.5,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
testireal_ct49360,testireal_ct49360,Community Actor,HCC,True,45,,False,3,4.5,0.0,6.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
glowingid_ct18883,glowingid_ct18883,Community Actor,HCC,True,87,,False,4,4.375,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Mixed_2_Brands,True,False
skintok_ct98906,skintok_ct98906,Community Actor,HCC,True,87,,False,4,4.375,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Mixed_2_Brands,True,False
skintok_ct36635,skintok_ct36635,Community Actor,HCC,True,87,,False,4,4.375,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_2_Brands,True,False
skinbestie_ct9146,skinbestie_ct9146,Community Actor,HCC,True,182,,False,6,4.285714285714286,2.773914476078819e-05,3.0,Not identified,Not identified,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Not identified,True,False
skinbestie_ct9276,skinbestie_ct9276,Community Actor,HCC,True,15,,False,6,4.285714285714286,2.219131580863055e-05,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
kulitsehat_ct7039,kulitsehat_ct7039,Mass Actor,LCN Non-HCC,False,20,,False,6,4.285714285714286,8.044351980628574e-05,3.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False
glowup_ct3239,glowup_ct3239,Community Actor,HCC,True,117,,False,6,4.285714285714286,1.1095657904315277e-05,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
skinclub_ct2318,skinclub_ct2318,Community Actor,HCC,True,2,,False,6,4.285714285714286,3.051305923686701e-05,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
skincare_ct7727,skincare_ct7727,Community Actor,HCC,True,2,,False,6,4.285714285714286,3.051305923686701e-05,3.0,Maryame,Maryame,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Maryame,True,False
dearskin_ct6747,dearskin_ct6747,Community Actor,HCC,True,50,,False,6,4.285714285714286,2.4965230284709368e-05,3.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Maryame,True,False
racun_ct1114,racun_ct1114,Community Actor,HCC,True,50,,False,6,4.285714285714286,2.773914476078819e-05,3.0,Maryame,Maryame,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Maryame,True,False
beautyaddict_ct7716,beautyaddict_ct7716,Community Actor,HCC,True,18,,False,6,4.285714285714286,1.9417401332551733e-05,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
skinclub_ip8754,skinclub_ip8754,Mass Actor,LCN Non-HCC,False,150,,False,7,4.25,0.0,5.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,20.0,Non-HCC,True,False
reviewpedas_r3c09m00x7495,reviewpedas_r3c09m00x7495,Community Actor,HCC,True,191,,False,4,4.142857142857142,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
testiaman_r3c02m00x9822,testiaman_r3c02m00x9822,Community Actor,HCC,True,205,,False,4,4.142857142857142,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
beautyfess_r3c05m00x6415,beautyfess_r3c05m00x6415,Community Actor,HCC,True,42,,False,4,4.142857142857142,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False
cantik_ct9210,cantik_ct9210,Community Actor,HCC,True,17,,False,4,4.125,0.0001137304935192,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
skinlover_ct4123,skinlover_ct4123,Community Actor,HCC,True,49,,False,5,4.071428571428571,2.219131580863055e-05,4.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
reviewjujur_ct9773,reviewjujur_ct9773,Community Actor,HCC,True,183,,False,6,4.071428571428571,5.270437504549756e-05,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
skinlover_ip490,skinlover_ip490,Community Actor,HCC,True,103,,False,6,4.035714285714286,0.0001220522369474,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
dearskin_ip2757,dearskin_ip2757,Mass Actor,LCN Non-HCC,False,19,,False,8,4.035714285714286,0.0001248261514235,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
glowdiary_r3c03m05x9471,glowdiary_r3c03m05x9471,Community Actor,HCC,True,114,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowdiary_r3c03m01x2588,glowdiary_r3c03m01x2588,Community Actor,HCC,True,114,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowcheck_r3c10m05x2485,glowcheck_r3c10m05x2485,Community Actor,HCC,True,113,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
skinlover_ip9713,skinlover_ip9713,Community Actor,HCC,True,103,,False,6,4.035714285714286,0.0001220522369474,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
glowcheck_r3c10m03x7520,glowcheck_r3c10m03x7520,Community Actor,HCC,True,113,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowdiary_r3c03m02x1592,glowdiary_r3c03m02x1592,Community Actor,HCC,True,114,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,Community Actor,HCC,True,113,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowcheck_r3c10m01x2927,glowcheck_r3c10m01x2927,Community Actor,HCC,True,113,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
kulitsehat_ip5592,kulitsehat_ip5592,Community Actor,HCC,True,103,,False,6,4.035714285714286,0.0001220522369474,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
beautyvibe_ip8477,beautyvibe_ip8477,Community Actor,HCC,True,103,,False,6,4.035714285714286,4.9930460569418735e-05,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
glowdiary_r3c03m03x1823,glowdiary_r3c03m03x1823,Community Actor,HCC,True,114,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowdiary_r3c03m04x6886,glowdiary_r3c03m04x6886,Community Actor,HCC,True,114,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
glowcheck_r3c10m04x9521,glowcheck_r3c10m04x9521,Community Actor,HCC,True,113,,False,5,4.035714285714286,0.0,5.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Maryame,True,False
vidiaayuuu,vidiaayuuu,Mass Actor,LCN Non-HCC,False,5,,False,8,4.0,1.2060497722081824e-07,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,12.0,Non-HCC,True,False
glowingid_rp49842,glowingid_rp49842,Mass Actor,LCN Non-HCC,False,120,,False,5,3.875,0.00049514373398,7.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
glowingid_rr70761,glowingid_rr70761,Mass Actor,LCN Non-HCC,False,120,,False,5,3.875,0.00049514373398,7.0,,,Associated HCC Brand Context,Positive,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
skinlover_ct782,skinlover_ct782,Community Actor,HCC,True,183,,False,5,3.803571428571429,1.6643486856472912e-05,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
beauty_ct8829,beauty_ct8829,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Maryame,True,False
beauty_ct7151,beauty_ct7151,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
beautyaddict_ct4776,beautyaddict_ct4776,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
beautyaddict_ct2062,beautyaddict_ct2062,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
skinbestie_ct5848,skinbestie_ct5848,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
beautyaddict_ct8242,beautyaddict_ct8242,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
skincare_ct1100,skincare_ct1100,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Not identified,True,False
skinclub_ct4422,skinclub_ct4422,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
cantik_ct3314,cantik_ct3314,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Maryame,True,False
beautyvibe_ct7323,beautyvibe_ct7323,Community Actor,HCC,True,50,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Maryame,True,False
skinclub_ct9386,skinclub_ct9386,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
skinclub_ct7577,skinclub_ct7577,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Mixed,Mixed Goals,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False
glowup_ct2135,glowup_ct2135,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
kulitsehat_ct1117,kulitsehat_ct1117,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False
kulitglowing_ct6396,kulitglowing_ct6396,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
cantik_ct6290,cantik_ct6290,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False
racun_ct8621,racun_ct8621,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
racun_ct2295,racun_ct2295,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
skinclub_ct7669,skinclub_ct7669,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,The Originote,True,False
glowhunter_ct4367,glowhunter_ct4367,Community Actor,HCC,True,18,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,The Originote,True,False
beautyvibe_ct2527,beautyvibe_ct2527,Community Actor,HCC,True,2,,False,5,3.75,0.0,3.0,Maryame,Maryame,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Maryame,True,False
skinclub_ct3535,skinclub_ct3535,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
kulitglowing_ct595,kulitglowing_ct595,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
racun_ct2554,racun_ct2554,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Negative,Critical / Complaint,Low,,,,,Not identified,True,False
glowup_ct6488,glowup_ct6488,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
glowhunter_ct152,glowhunter_ct152,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
racun_ct5875,racun_ct5875,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Not identified,True,False
racun_ct2082,racun_ct2082,Community Actor,HCC,True,117,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
reviewjujur_ct5021,reviewjujur_ct5021,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Not identified,True,False
beautyvibe_ct8584,beautyvibe_ct8584,Mass Actor,LCN Non-HCC,False,20,,False,5,3.75,0.0,3.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,8.0,Non-HCC,True,False
kulitsehat_ct8443,kulitsehat_ct8443,Community Actor,HCC,True,15,,False,5,3.75,0.0,3.0,The Originote,The Originote,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,The Originote,True,False
reviewjujur_ct8615,reviewjujur_ct8615,Community Actor,HCC,True,182,,False,5,3.75,0.0,3.0,Not identified,Not identified,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Not identified,True,False
skincare_ip9454,skincare_ip9454,Mass Actor,LCN Non-HCC,False,103,,False,7,3.571428571428571,0.0001692087830408,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,19.0,Non-HCC,True,False
dearskin_ip1425,dearskin_ip1425,Mass Actor,LCN Non-HCC,False,102,,False,7,3.5357142857142856,3.051305923686701e-05,4.0,,,Associated HCC Brand Context,Mixed,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
kulitsehat_ip4910,kulitsehat_ip4910,Mass Actor,LCN Non-HCC,False,102,,False,7,3.5357142857142856,3.051305923686701e-05,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
beautyvibe_ct6553,beautyvibe_ct6553,Community Actor,HCC,True,49,,False,5,3.5357142857142856,2.4965230284709368e-05,3.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Low,,,,,Mixed_3plus_Brands,True,False
beautyaddict_ip154,beautyaddict_ip154,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Mixed,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
beautyvibe_ip9164,beautyvibe_ip9164,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
cantik_ip1685,cantik_ip1685,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
skincare_ip6366,skincare_ip6366,Community Actor,HCC,True,103,,False,5,3.5,0.0,6.0,Daviena,Daviena,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Daviena,True,False
kulitsehat_ip9568,kulitsehat_ip9568,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
glowhunter_ip3950,glowhunter_ip3950,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
racun_ip5937,racun_ip5937,Mass Actor,LCN Non-HCC,False,19,,False,7,3.5,0.0,4.0,,,Associated HCC Brand Context,Positive,Promotional / Supportive,Low,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,13.0,Non-HCC,True,False
beautyaddict_ct95316,beautyaddict_ct95316,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
glowingid_ct92516,glowingid_ct92516,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Neutral,Neutral Engagement,Medium,,,,,Mixed_3plus_Brands,True,False
beauty_ct61338,beauty_ct61338,Community Actor,HCC,True,1,,False,2,3.5,0.0,7.0,Mixed_3plus_Brands,Mixed_3plus_Brands,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Mixed_3plus_Brands,True,False
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,Community Actor,HCC,True,99,,False,5,3.4107142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,Community Actor,HCC,True,191,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,Community Actor,HCC,True,205,,False,4,3.2857142857142856,0.0,5.0,The Originote,The Originote,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,The Originote,True,False
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,Community Actor,HCC,True,42,,False,4,3.2857142857142856,0.0,5.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Medium,,,,,Daviena,True,False
bestieku_rr99428,bestieku_rr99428,Community Actor,HCC,True,87,,False,4,3.2142857142857144,0.0,5.0,Mixed_2_Brands,Mixed_2_Brands,HCC Brand Context,Mixed,Mixed Goals,Low,,,,,Mixed_2_Brands,True,False
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,Community Actor,HCC,True,206,,False,4,3.142857142857143,0.0,3.0,Maryame,Maryame,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Maryame,True,False
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,Community Actor,HCC,True,181,,False,4,3.142857142857143,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,Community Actor,HCC,True,168,,False,4,3.142857142857143,0.0,3.0,Daviena,Daviena,HCC Brand Context,Positive,Promotional / Supportive,Low,,,,,Daviena,True,False
nindyasari_,nindyasari_,Mass Actor,LCN Non-HCC,False,150,,False,6,3.017857142857143,0.0047960981291402,9.0,,,Associated HCC Brand Context,Neutral,Neutral Engagement,Medium,Shared-Video Context Only,Multiple / Ambiguous HCC,0.0,18.0,Non-HCC,True,False
