Id,Label,node_type,actor_type_primary,n_accounts,n_comments,goal_orientation,target_brand,hcc_id,edge_type,dominant_sentiment,Degree,Weighted_Degree_Raw,Weighted_Degree_Visual
MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 15 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,15,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 15 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,15,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_15_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 15 Neutral,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,The Originote,15,Verified Community-Mass Direct Interaction,Neutral,1,1.0,0.693147
MASS_HCC_168_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 168 Mixed,Mass Actor Segment,Mass Actor,56,159.0,Insufficient Text,,168,Ambiguous Community-Mass Association,Mixed,1,6.195468,1.973451
MASS_HCC_168_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 168 Negative,Mass Actor Segment,Mass Actor,29,63.0,Insufficient Text,,168,Ambiguous Community-Mass Association,Negative,1,4.520887,1.708539
MASS_HCC_168_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 168 Neutral,Mass Actor Segment,Mass Actor,215,385.0,Insufficient Text,,168,Ambiguous Community-Mass Association,Neutral,1,34.701795,3.575201
MASS_HCC_168_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 168 Positive,Mass Actor Segment,Mass Actor,43,82.0,Insufficient Text,,168,Ambiguous Community-Mass Association,Positive,1,6.539946,2.020215
MASS_HCC_16_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 16 Mixed,Mass Actor Segment,Mass Actor,101,261.0,Insufficient Text,,16,Ambiguous Community-Mass Association,Mixed,1,14.442412,2.737118
MASS_HCC_16_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 16 Negative,Mass Actor Segment,Mass Actor,315,378.0,Insufficient Text,,16,Ambiguous Community-Mass Association,Negative,1,69.048054,4.249181
MASS_HCC_16_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 16 Neutral,Mass Actor Segment,Mass Actor,941,1340.0,Insufficient Text,,16,Ambiguous Community-Mass Association,Neutral,1,204.882521,5.327306
MASS_HCC_16_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 16 Positive,Mass Actor Segment,Mass Actor,441,536.0,Insufficient Text,,16,Ambiguous Community-Mass Association,Positive,1,108.037686,4.691694
MASS_HCC_16_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 16 Mixed,Mass Actor Segment,Mass Actor,2,6.0,Insufficient Text,Daviena,16,Observed Community-Mass Temporal Association,Mixed,1,2.0,1.098612
MASS_HCC_16_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 16 Negative,Mass Actor Segment,Mass Actor,10,12.0,Insufficient Text,Daviena,16,Observed Community-Mass Temporal Association,Negative,1,10.0,2.397895
MASS_HCC_16_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 16 Neutral,Mass Actor Segment,Mass Actor,5,10.0,Insufficient Text,Daviena,16,Observed Community-Mass Temporal Association,Neutral,1,5.0,1.791759
MASS_HCC_16_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 16 Positive,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Daviena,16,Observed Community-Mass Temporal Association,Positive,1,3.0,1.386294
MASS_HCC_17_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 17 Mixed,Mass Actor Segment,Mass Actor,202,559.0,Insufficient Text,,17,Ambiguous Community-Mass Association,Mixed,1,29.015488,3.401714
MASS_HCC_17_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 17 Negative,Mass Actor Segment,Mass Actor,422,548.0,Insufficient Text,,17,Ambiguous Community-Mass Association,Negative,1,99.353507,4.608699
MASS_HCC_17_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 17 Neutral,Mass Actor Segment,Mass Actor,1489,2144.0,Insufficient Text,,17,Ambiguous Community-Mass Association,Neutral,1,330.175321,5.802648
MASS_HCC_17_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 17 Positive,Mass Actor Segment,Mass Actor,522,690.0,Insufficient Text,,17,Ambiguous Community-Mass Association,Positive,1,132.719557,4.895745
MASS_HCC_17_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 17 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,17,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_17_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 17 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,17,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_17_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 17 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,17,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_17_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 17 Positive,Mass Actor Segment,Mass Actor,4,12.0,Insufficient Text,Mixed_3plus_Brands,17,Observed Community-Mass Temporal Association,Positive,1,4.0,1.609438
MASS_HCC_17_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 17 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,17,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_180_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 180 Mixed,Mass Actor Segment,Mass Actor,76,194.0,Insufficient Text,,180,Ambiguous Community-Mass Association,Mixed,1,11.260869,2.506413
MASS_HCC_180_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 180 Negative,Mass Actor Segment,Mass Actor,141,207.0,Insufficient Text,,180,Ambiguous Community-Mass Association,Negative,1,25.969587,3.29471
MASS_HCC_180_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 180 Neutral,Mass Actor Segment,Mass Actor,612,869.0,Insufficient Text,,180,Ambiguous Community-Mass Association,Neutral,1,115.749597,4.760031
MASS_HCC_180_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 180 Positive,Mass Actor Segment,Mass Actor,174,249.0,Insufficient Text,,180,Ambiguous Community-Mass Association,Positive,1,31.897696,3.493403
MASS_HCC_180_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 180 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,180,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_180_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 180 Neutral,Mass Actor Segment,Mass Actor,3,6.0,Insufficient Text,Azarine,180,Observed Community-Mass Temporal Association,Neutral,1,3.0,1.386294
MASS_HCC_180_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 180 Positive,Mass Actor Segment,Mass Actor,2,7.0,Insufficient Text,Azarine,180,Observed Community-Mass Temporal Association,Positive,1,2.0,1.098612
MASS_HCC_181_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 181 Mixed,Mass Actor Segment,Mass Actor,83,205.0,Insufficient Text,,181,Ambiguous Community-Mass Association,Mixed,1,10.706779,2.460168
MASS_HCC_181_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 181 Negative,Mass Actor Segment,Mass Actor,209,275.0,Insufficient Text,,181,Ambiguous Community-Mass Association,Negative,1,33.513963,3.541364
MASS_HCC_181_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 181 Neutral,Mass Actor Segment,Mass Actor,609,900.0,Insufficient Text,,181,Ambiguous Community-Mass Association,Neutral,1,99.808459,4.613222
MASS_HCC_181_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 181 Positive,Mass Actor Segment,Mass Actor,227,327.0,Insufficient Text,,181,Ambiguous Community-Mass Association,Positive,1,36.527313,3.625069
MASS_HCC_182_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 182 Mixed,Mass Actor Segment,Mass Actor,48,144.0,Insufficient Text,,182,Ambiguous Community-Mass Association,Mixed,1,7.28515,2.114465
MASS_HCC_182_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 182 Negative,Mass Actor Segment,Mass Actor,51,74.0,Insufficient Text,,182,Ambiguous Community-Mass Association,Negative,1,14.335538,2.730173
MASS_HCC_182_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 182 Neutral,Mass Actor Segment,Mass Actor,138,218.0,Insufficient Text,,182,Ambiguous Community-Mass Association,Neutral,1,36.297708,3.618932
MASS_HCC_182_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 182 Positive,Mass Actor Segment,Mass Actor,75,142.0,Insufficient Text,,182,Ambiguous Community-Mass Association,Positive,1,19.749406,3.032518
MASS_HCC_182_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 182 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Not identified,182,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_182_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 182 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Not identified,182,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_183_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 183 Mixed,Mass Actor Segment,Mass Actor,77,224.0,Insufficient Text,,183,Ambiguous Community-Mass Association,Mixed,1,11.991337,2.564283
MASS_HCC_183_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 183 Negative,Mass Actor Segment,Mass Actor,245,344.0,Insufficient Text,,183,Ambiguous Community-Mass Association,Negative,1,58.55341,4.086874
MASS_HCC_183_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 183 Neutral,Mass Actor Segment,Mass Actor,551,877.0,Insufficient Text,,183,Ambiguous Community-Mass Association,Neutral,1,135.475826,4.916148
MASS_HCC_183_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 183 Positive,Mass Actor Segment,Mass Actor,391,511.0,Insufficient Text,,183,Ambiguous Community-Mass Association,Positive,1,129.093376,4.868252
MASS_HCC_183_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 183 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,The Originote,183,Observed Community-Mass Temporal Association,Mixed,1,1.0,0.693147
MASS_HCC_183_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 183 Neutral,Mass Actor Segment,Mass Actor,4,10.0,Insufficient Text,The Originote,183,Observed Community-Mass Temporal Association,Neutral,1,4.0,1.609438
MASS_HCC_183_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 183 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,183,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_183_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 183 Mixed,Mass Actor Segment,Mass Actor,3,6.0,Insufficient Text,The Originote,183,Verified Community-Mass Direct Interaction,Mixed,1,3.0,1.386294
MASS_HCC_183_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 183 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,The Originote,183,Verified Community-Mass Direct Interaction,Positive,1,1.0,0.693147
MASS_HCC_18_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 18 Mixed,Mass Actor Segment,Mass Actor,90,289.0,Insufficient Text,,18,Ambiguous Community-Mass Association,Mixed,1,14.57878,2.74591
MASS_HCC_18_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 18 Negative,Mass Actor Segment,Mass Actor,216,340.0,Insufficient Text,,18,Ambiguous Community-Mass Association,Negative,1,50.927101,3.949841
MASS_HCC_18_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 18 Neutral,Mass Actor Segment,Mass Actor,788,1196.0,Insufficient Text,,18,Ambiguous Community-Mass Association,Neutral,1,164.736702,5.1104
MASS_HCC_18_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 18 Positive,Mass Actor Segment,Mass Actor,431,556.0,Insufficient Text,,18,Ambiguous Community-Mass Association,Positive,1,157.604024,5.066411
MASS_HCC_18_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 18 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,18,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_18_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 18 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,18,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_18_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 18 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,The Originote,18,Verified Community-Mass Direct Interaction,Mixed,1,1.0,0.693147
MASS_HCC_191_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 191 Mixed,Mass Actor Segment,Mass Actor,62,174.0,Insufficient Text,,191,Ambiguous Community-Mass Association,Mixed,1,9.579598,2.358927
MASS_HCC_191_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 191 Negative,Mass Actor Segment,Mass Actor,97,134.0,Insufficient Text,,191,Ambiguous Community-Mass Association,Negative,1,24.670489,3.245342
MASS_HCC_191_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 191 Neutral,Mass Actor Segment,Mass Actor,459,750.0,Insufficient Text,,191,Ambiguous Community-Mass Association,Neutral,1,108.001758,4.691364
MASS_HCC_191_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 191 Positive,Mass Actor Segment,Mass Actor,128,197.0,Insufficient Text,,191,Ambiguous Community-Mass Association,Positive,1,33.81771,3.550126
MASS_HCC_191_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 191 Negative,Mass Actor Segment,Mass Actor,1,3.0,Critical / Complaint,The Originote,191,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_1_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 1 Mixed,Mass Actor Segment,Mass Actor,141,387.0,Insufficient Text,,1,Ambiguous Community-Mass Association,Mixed,1,23.486748,3.198132
MASS_HCC_1_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 1 Negative,Mass Actor Segment,Mass Actor,471,618.0,Insufficient Text,,1,Ambiguous Community-Mass Association,Negative,1,116.089496,4.762939
MASS_HCC_1_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 1 Neutral,Mass Actor Segment,Mass Actor,1069,1512.0,Insufficient Text,,1,Ambiguous Community-Mass Association,Neutral,1,255.668977,5.547787
MASS_HCC_1_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 1 Positive,Mass Actor Segment,Mass Actor,558,718.0,Insufficient Text,,1,Ambiguous Community-Mass Association,Positive,1,140.023612,4.948927
MASS_HCC_1_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 1 Mixed,Mass Actor Segment,Mass Actor,2,4.0,Insufficient Text,Mixed_3plus_Brands,1,Observed Community-Mass Temporal Association,Mixed,1,2.0,1.098612
MASS_HCC_1_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 1 Negative,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,1,Observed Community-Mass Temporal Association,Negative,1,1.0,0.693147
MASS_HCC_1_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 1 Neutral,Mass Actor Segment,Mass Actor,3,4.0,Insufficient Text,Mixed_3plus_Brands,1,Observed Community-Mass Temporal Association,Neutral,1,3.0,1.386294
MASS_HCC_1_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 1 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,1,Observed Community-Mass Temporal Association,Positive,1,1.0,0.693147
MASS_HCC_204_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 204 Mixed,Mass Actor Segment,Mass Actor,42,110.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Mixed,1,5.517268,1.874455
MASS_HCC_204_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 204 Negative,Mass Actor Segment,Mass Actor,38,65.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Negative,1,7.155952,2.098748
MASS_HCC_204_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 204 Neutral,Mass Actor Segment,Mass Actor,167,303.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Neutral,1,30.555301,3.451742
MASS_HCC_204_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 204 Positive,Mass Actor Segment,Mass Actor,61,104.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Positive,1,11.453907,2.522034
MASS_HCC_205_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 205 Mixed,Mass Actor Segment,Mass Actor,62,188.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Mixed,1,11.209889,2.502246
MASS_HCC_205_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 205 Negative,Mass Actor Segment,Mass Actor,88,126.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Negative,1,30.285964,3.44317
MASS_HCC_205_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 205 Neutral,Mass Actor Segment,Mass Actor,304,568.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Neutral,1,82.750105,4.427837
MASS_HCC_205_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 205 Positive,Mass Actor Segment,Mass Actor,136,209.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Positive,1,44.938249,3.827298
MASS_HCC_205_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 205 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,205,Observed Community-Mass Temporal Association,Neutral,1,1.0,0.693147
MASS_HCC_206_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 206 Mixed,Mass Actor Segment,Mass Actor,48,158.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Mixed,1,7.133907,2.096041
MASS_HCC_206_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 206 Negative,Mass Actor Segment,Mass Actor,147,216.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Negative,1,40.060543,3.715048
MASS_HCC_206_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 206 Neutral,Mass Actor Segment,Mass Actor,278,472.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Neutral,1,73.127742,4.30579
MASS_HCC_206_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 206 Positive,Mass Actor Segment,Mass Actor,239,289.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Positive,1,72.688877,4.299852
MASS_HCC_20_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 20 Mixed,Mass Actor Segment,Mass Actor,265,655.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Mixed,1,54.59983,4.01818
MASS_HCC_20_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 20 Negative,Mass Actor Segment,Mass Actor,2219,2463.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Negative,1,704.028882,6.558239
MASS_HCC_20_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 20 Neutral,Mass Actor Segment,Mass Actor,1239,1761.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Neutral,1,352.936545,5.869118
MASS_HCC_20_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 20 Positive,Mass Actor Segment,Mass Actor,1406,1668.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Positive,1,451.133984,6.113979
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 20 Negative,Mass Actor Segment,Mass Actor,13,14.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Negative,1,13.0,2.639057
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 20 Neutral,Mass Actor Segment,Mass Actor,6,9.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Neutral,1,6.0,1.94591
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 20 Positive,Mass Actor Segment,Mass Actor,8,15.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Positive,1,8.0,2.197225
MASS_HCC_20_Shared_Video_Context_Only_Mixed,Mass Shared-Video Context Only 20 Mixed,Mass Actor Segment,Mass Actor,18,37.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Mixed,1,18.0,2.944439
MASS_HCC_20_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 20 Negative,Mass Actor Segment,Mass Actor,287,296.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Negative,1,287.0,5.66296
MASS_HCC_20_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 20 Neutral,Mass Actor Segment,Mass Actor,569,588.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Neutral,1,569.0,6.345636
MASS_HCC_20_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 20 Positive,Mass Actor Segment,Mass Actor,419,461.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Positive,1,419.0,6.040255
MASS_HCC_20_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 20 Neutral,Mass Actor Segment,Mass Actor,1,4.0,Neutral Engagement,Daviena,20,Verified Community-Mass Direct Interaction,Neutral,1,1.0,0.693147
MASS_HCC_2_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 2 Mixed,Mass Actor Segment,Mass Actor,53,178.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Mixed,1,7.52485,2.142985
MASS_HCC_2_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 2 Negative,Mass Actor Segment,Mass Actor,133,206.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Negative,1,28.169553,3.373125
MASS_HCC_2_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 2 Neutral,Mass Actor Segment,Mass Actor,303,581.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Neutral,1,61.036306,4.12772
MASS_HCC_2_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 2 Positive,Mass Actor Segment,Mass Actor,130,225.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Positive,1,27.240918,3.340772
MASS_HCC_2_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 2 Neutral,Mass Actor Segment,Mass Actor,3,6.0,Insufficient Text,Maryame,2,Observed Community-Mass Temporal Association,Neutral,1,3.0,1.386294
MASS_HCC_2_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 2 Neutral,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,2,Verified Community-Mass Direct Interaction,Neutral,1,1.0,0.693147
MASS_HCC_2_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 2 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,2,Verified Community-Mass Direct Interaction,Positive,1,1.0,0.693147
MASS_HCC_34_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 34 Mixed,Mass Actor Segment,Mass Actor,321,774.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Mixed,1,62.136357,4.145297
MASS_HCC_34_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 34 Negative,Mass Actor Segment,Mass Actor,2592,2811.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Negative,1,761.820127,6.637022
MASS_HCC_34_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 34 Neutral,Mass Actor Segment,Mass Actor,5937,6508.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Neutral,1,1246.653965,7.12902
MASS_HCC_34_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 34 Positive,Mass Actor Segment,Mass Actor,2591,2841.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Positive,1,636.503381,6.45756
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 34 Mixed,Mass Actor Segment,Mass Actor,24,72.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Mixed,1,24.0,3.218876
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 34 Negative,Mass Actor Segment,Mass Actor,158,177.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Negative,1,158.0,5.068904
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 34 Neutral,Mass Actor Segment,Mass Actor,233,243.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Neutral,1,233.0,5.455321
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 34 Positive,Mass Actor Segment,Mass Actor,107,125.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Positive,1,107.0,4.682131
MASS_HCC_3_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 3 Mixed,Mass Actor Segment,Mass Actor,43,149.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Mixed,1,5.957828,1.939867
