Source,Target,Type,Weight,co_conv_weight,co_reply_weight,co_temporal_weight,norm_co_conv,norm_co_reply,norm_co_temporal,final_weight,n_evidence,co_hashtag,source_actor_type,target_actor_type,actor_type_pair,source_network_position,target_network_position,network_position_pair,source_is_hcc,target_is_hcc
beautyvibe_ip3082,skinlover_ip8042,Undirected,1.0,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip424,glowingid_rp58849,Undirected,0.8035714285714286,3,3.0,0.0,0.375,0.4285714285714285,0.0,0.8035714285714286,2,6,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip424,skincare_rr4123,Undirected,0.6607142857142857,2,2.0,1.0,0.25,0.2857142857142857,0.125,0.6607142857142857,3,6,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,beautyvibe_ip9313,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,cantik_ip6901,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,glowhunter_ip2869,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,glowhunter_ip4395,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,glowhunter_ip7849,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,kulitglowing_ip4389,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,kulitglowing_ip7028,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,racun_ip2774,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,reviewjujur_ip6156,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,reviewjujur_ip9284,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,skinbestie_ip9676,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip6117,skincare_ip2565,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,skinclub_ip8582,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip6117,skinlover_ip4018,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip8477,kulitsehat_ip5592,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_ip8477,kulitsehat_rr40,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6,Community Actor,Mass Actor,Community–Mass,HCC,LCN Non-HCC,HCC–LCN Non-HCC,True,False
beautyvibe_ip8477,ndhyulee,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,14,Community Actor,Mass Actor,Community–Mass,HCC,LCN Non-HCC,HCC–LCN Non-HCC,True,False
beautyvibe_ip8477,skincare_ip6366,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_ip8477,skinlover_ip490,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_ip8477,skinlover_ip9713,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_ip9164,cantik_ip1685,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9164,cantik_ip3572,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9164,dearskin_ip2757,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9164,glowhunter_ip3950,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9164,kulitsehat_ip9568,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9164,racun_ip5937,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9313,cantik_ip6901,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9313,glowhunter_ip2869,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,glowhunter_ip4395,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,glowhunter_ip7849,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,kulitglowing_ip4389,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9313,kulitglowing_ip7028,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,racun_ip2774,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,reviewjujur_ip6156,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9313,reviewjujur_ip9284,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,skinbestie_ip9676,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9313,skincare_ip2565,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,skinclub_ip8582,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9313,skinlover_ip4018,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,20,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9378,dearskin_ct58033,Undirected,0.5,3,0.0,1.0,0.375,0.0,0.125,0.5,2,5,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9378,glowhunter_ct4328,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,14,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9378,glowhunter_ip8989,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9378,reviewjujur_ip1013,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9378,reviewjujur_ip4671,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9378,skinbestie_ip2505,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9378,skincare_ct87875,Undirected,0.5,3,0.0,1.0,0.375,0.0,0.125,0.5,2,5,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_ip9378,skincare_ip797,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9536,cantik_ip3527,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9536,glowhunter_ip5229,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_ip9536,kulitglowing_ip8678,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp1302,bestieku_rr9606,Undirected,1.3392857142857144,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,16,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp1302,racun_rr43659,Undirected,0.5,3,0.0,1.0,0.375,0.0,0.125,0.5,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp28490,skinclub_rr21892,Undirected,1.4642857142857144,5,5.0,1.0,0.625,0.7142857142857143,0.125,1.4642857142857144,3,22,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp38442,glowhunter_rr49613,Undirected,1.3392857142857144,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,12,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp54003,dearskin_cp461,Undirected,0.5,3,0.0,1.0,0.375,0.0,0.125,0.5,2,7,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp54003,skinbestie_rr24258,Undirected,1.4642857142857144,5,5.0,1.0,0.625,0.7142857142857143,0.125,1.4642857142857144,3,14,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp6052,skinlover_rr85873,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,18,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp66426,kulitcerah_rr59853,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,25,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_rp66426,skinclub_rr74871,Undirected,0.8035714285714286,3,3.0,0.0,0.375,0.4285714285714285,0.0,0.8035714285714286,2,24,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_rp71506,kulitglowing_rr44410,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp79000,kulitglowing_rr91981,Undirected,0.6607142857142857,2,2.0,1.0,0.25,0.2857142857142857,0.125,0.6607142857142857,3,19,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rp82732,skinclub_ip8582,Undirected,1.4642857142857144,5,5.0,1.0,0.625,0.7142857142857143,0.125,1.4642857142857144,3,16,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyvibe_rr1701,skincare_cp5957,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,18,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr181,dearskin_ip1425,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr22540,glowhunter_rp15009,Undirected,1.6071428571428572,6,6.0,0.0,0.75,0.8571428571428571,0.0,1.6071428571428572,2,17,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr22540,glowingid_rr53578,Undirected,0.625,5,0.0,0.0,0.625,0.0,0.0,0.625,1,16,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_rr2422,glowhunter_cp8051,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,13,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr27094,reviewjujur_rp51965,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr36610,testireal_rp74004,Undirected,1.875,7,7.0,0.0,0.875,1.0,0.0,1.875,2,19,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr5725,kulitsehat_ct4315,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr5790,kulitglowing_ip1790,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,5,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_rr5797,dearskin_cp7040,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,9,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr5941,skinlover_cp3755,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr77631,kulitcerah_rp50006,Undirected,0.8035714285714286,3,3.0,0.0,0.375,0.4285714285714285,0.0,0.8035714285714286,2,4,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr809,skincare_ip9454,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,5,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr82525,reviewjujur_rp28350,Undirected,0.8035714285714286,3,3.0,0.0,0.375,0.4285714285714285,0.0,0.8035714285714286,2,5,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr8365,cantik_cp1543,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,9,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr8926,kulitglowing_ip986,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyvibe_rr9114,dearskin_ct6747,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyvibe_rr9395,reviewjujur_cp7303,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,3,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
belamaulidiah,miraakhumaida,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
belamaulidiah,ndhyulee,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_ct63653,glowhunter_ct43630,Undirected,1.5,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63653,kulitcerah_ct92565,Undirected,1.5,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63653,testireal_ct48546,Undirected,1.5,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63780,glowhunter_ct68859,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63780,kulitglowing_ct71939,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63780,racun_ct19392,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63780,reviewjujur_ct84556,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct63780,skinclub_ct998,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct66053,glowup_ct95695,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_ct66053,kulitcerah_ct74535,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_ct66053,skinlover_ct47678,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_ct66053,skintok_ct62066,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_ct70500,skinclub_ct15395,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,17,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct70500,testireal_ct62779,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,17,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct74574,skincare_ct78893,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct74574,skintok_ct53509,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_ct74574,testireal_ct35011,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
bestieku_rp20308,kulitglowing_rr63007,Undirected,1.1964285714285714,4,4.0,1.0,0.5,0.5714285714285714,0.125,1.1964285714285714,3,17,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp31438,cantik_rr10481,Undirected,1.7321428571428572,6,6.0,1.0,0.75,0.8571428571428571,0.125,1.7321428571428572,3,24,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp49090,glowup_rr67162,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,13,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp74139,cantik_rr72501,Undirected,0.6607142857142857,2,2.0,1.0,0.25,0.2857142857142857,0.125,0.6607142857142857,3,3,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp7754,skinbestie_rr27151,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,16,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp83038,kulitcerah_rr62834,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,7,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp84635,glowingid_rr28375,Undirected,1.3392857142857144,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rp85723,skinlover_rr38723,Undirected,1.3392857142857144,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,22,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
bestieku_rr21066,glowingid_rp15392,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,9,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
