id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,username_norm,actor_type_primary,individual_subtype,is_video_creator,is_verified_registry_actor,individual_in_hcc,account_goal_orientation,target_brand_primary,hcc_dominant_weekday,hcc_dominant_weekday_share,hcc_dominant_daypart,hcc_peak_hour,hcc_weekday_entropy_normalized,hcc_weekday_concentration_score,hcc_n_active_weeks,hcc_dominant_weekday_week_coverage,hcc_temporal_profile_reliability
glowdiary_r3c03m02x1592,glowdiary_r3c03m02x1592,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,glowdiary_r3c03m02x1592,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Jumat,0.39285714285714285,Pagi,6,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,glowcheck_r3c10m02x8990,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Selasa,0.39285714285714285,Sore,16,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
glowcheck_r3c10m01x2927,glowcheck_r3c10m01x2927,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,glowcheck_r3c10m01x2927,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Selasa,0.39285714285714285,Sore,16,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
kulitsehat_ip5592,kulitsehat_ip5592,6,4.035714285714286,0.0001220522369474,103,Daviena,Daviena,Daviena,High,Low,kulitsehat_ip5592,Community Actor,,False,False,False,Neutral Engagement,Daviena,Minggu,0.2,Pagi,17,0.9749762821613742,0.02502371783862578,21,0.2857142857142857,Descriptively sufficient
beautyvibe_ip8477,beautyvibe_ip8477,6,4.035714285714286,4.9930460569418735e-05,103,Daviena,Daviena,Daviena,High,Low,beautyvibe_ip8477,Community Actor,,False,False,False,Neutral Engagement,Daviena,Minggu,0.2,Pagi,17,0.9749762821613742,0.02502371783862578,21,0.2857142857142857,Descriptively sufficient
glowdiary_r3c03m03x1823,glowdiary_r3c03m03x1823,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,glowdiary_r3c03m03x1823,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Jumat,0.39285714285714285,Pagi,6,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
glowdiary_r3c03m04x6886,glowdiary_r3c03m04x6886,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,glowdiary_r3c03m04x6886,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Jumat,0.39285714285714285,Pagi,6,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
glowcheck_r3c10m04x9521,glowcheck_r3c10m04x9521,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,glowcheck_r3c10m04x9521,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Selasa,0.39285714285714285,Sore,16,0.5468882936427882,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient
skinlover_ct782,skinlover_ct782,5,3.803571428571429,1.6643486856472912e-05,183,The Originote,The Originote,The Originote,High,Low,skinlover_ct782,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
beauty_ct8829,beauty_ct8829,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,beauty_ct8829,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beauty_ct7151,beauty_ct7151,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,beauty_ct7151,Community Actor,,False,False,False,Neutral Engagement,Maryame,Rabu,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beautyaddict_ct4776,beautyaddict_ct4776,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,beautyaddict_ct4776,Community Actor,,False,False,False,Neutral Engagement,The Originote,Selasa,0.6666666666666666,Malam,17,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
beautyaddict_ct2062,beautyaddict_ct2062,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,beautyaddict_ct2062,Community Actor,,False,False,False,Neutral Engagement,The Originote,Selasa,0.6666666666666666,Malam,17,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
skinbestie_ct5848,skinbestie_ct5848,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,skinbestie_ct5848,Community Actor,,False,False,False,Neutral Engagement,Maryame,Selasa,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beautyaddict_ct8242,beautyaddict_ct8242,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,beautyaddict_ct8242,Community Actor,,False,False,False,Neutral Engagement,Maryame,Rabu,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skincare_ct1100,skincare_ct1100,5,3.75,0.0,182,Not identified,Not identified,,,Low,skincare_ct1100,Community Actor,,False,False,False,Critical / Complaint,Not identified,Senin,0.3333333333333333,Pagi,1,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skinclub_ct4422,skinclub_ct4422,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,skinclub_ct4422,Community Actor,,False,False,False,Neutral Engagement,Maryame,Selasa,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct3314,cantik_ct3314,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,cantik_ct3314,Community Actor,,False,False,False,Neutral Engagement,Maryame,Selasa,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beautyvibe_ct7323,beautyvibe_ct7323,5,3.75,0.0,50,Maryame,Maryame,Maryame,High,Low,beautyvibe_ct7323,Community Actor,,False,False,False,Mixed Goals,Maryame,Selasa,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skinclub_ct9386,skinclub_ct9386,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,skinclub_ct9386,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,19,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
glowup_ct2135,glowup_ct2135,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,glowup_ct2135,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,19,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
kulitglowing_ct6396,kulitglowing_ct6396,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,kulitglowing_ct6396,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6666666666666666,Malam,19,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
racun_ct8621,racun_ct8621,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,racun_ct8621,Community Actor,,False,False,False,Mixed Goals,The Originote,Selasa,0.6666666666666666,Malam,17,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
racun_ct2295,racun_ct2295,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,racun_ct2295,Community Actor,,False,False,False,Mixed Goals,The Originote,Selasa,0.6666666666666666,Malam,17,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
skinclub_ct7669,skinclub_ct7669,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,skinclub_ct7669,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6666666666666666,Malam,19,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
glowhunter_ct4367,glowhunter_ct4367,5,3.75,0.0,18,The Originote,The Originote,The Originote,High,Low,glowhunter_ct4367,Community Actor,,False,False,False,Mixed Goals,The Originote,Rabu,0.6666666666666666,Malam,19,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
beautyvibe_ct2527,beautyvibe_ct2527,5,3.75,0.0,2,Maryame,Maryame,Maryame,High,Low,beautyvibe_ct2527,Community Actor,,False,False,False,Mixed Goals,Maryame,Rabu,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skinclub_ct3535,skinclub_ct3535,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,skinclub_ct3535,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.3333333333333333,Siang,13,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
kulitglowing_ct595,kulitglowing_ct595,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,kulitglowing_ct595,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.3333333333333333,Siang,13,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
racun_ct2554,racun_ct2554,5,3.75,0.0,182,Not identified,Not identified,,,Low,racun_ct2554,Community Actor,,False,False,False,Critical / Complaint,Not identified,Senin,0.3333333333333333,Pagi,1,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowup_ct6488,glowup_ct6488,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,glowup_ct6488,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.3333333333333333,Siang,13,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowhunter_ct152,glowhunter_ct152,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,glowhunter_ct152,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.3333333333333333,Siang,13,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
racun_ct5875,racun_ct5875,5,3.75,0.0,182,Not identified,Not identified,,,Low,racun_ct5875,Community Actor,,False,False,False,Neutral Engagement,Not identified,Senin,0.3333333333333333,Pagi,1,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
racun_ct2082,racun_ct2082,5,3.75,0.0,117,The Originote,The Originote,The Originote,High,Low,racun_ct2082,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.3333333333333333,Siang,13,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct5021,reviewjujur_ct5021,5,3.75,0.0,182,Not identified,Not identified,,,Low,reviewjujur_ct5021,Community Actor,,False,False,False,Neutral Engagement,Not identified,Senin,0.3333333333333333,Pagi,1,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
kulitsehat_ct8443,kulitsehat_ct8443,5,3.75,0.0,15,The Originote,The Originote,The Originote,High,Low,kulitsehat_ct8443,Community Actor,,False,False,False,Neutral Engagement,The Originote,Selasa,0.6666666666666666,Malam,17,0.3271035759815648,0.6728964240184352,3,0.6666666666666666,Descriptively sufficient
reviewjujur_ct8615,reviewjujur_ct8615,5,3.75,0.0,182,Not identified,Not identified,,,Low,reviewjujur_ct8615,Community Actor,,False,False,False,Neutral Engagement,Not identified,Senin,0.3333333333333333,Pagi,1,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beautyvibe_ct6553,beautyvibe_ct6553,5,3.5357142857142856,2.4965230284709368e-05,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,beautyvibe_ct6553,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skincare_ip6366,skincare_ip6366,5,3.5,0.0,103,Daviena,Daviena,Daviena,High,Low,skincare_ip6366,Community Actor,,False,False,False,Neutral Engagement,Daviena,Minggu,0.2,Pagi,17,0.9749762821613742,0.02502371783862578,21,0.2857142857142857,Descriptively sufficient
beautyaddict_ct95316,beautyaddict_ct95316,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,beautyaddict_ct95316,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Kamis,0.42857142857142855,Pagi,10,0.7580392711198944,0.24196072888010556,7,0.42857142857142855,Descriptively sufficient
glowingid_ct92516,glowingid_ct92516,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,glowingid_ct92516,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Kamis,0.42857142857142855,Pagi,10,0.7580392711198944,0.24196072888010556,7,0.42857142857142855,Descriptively sufficient
beauty_ct61338,beauty_ct61338,2,3.5,0.0,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,Low,beauty_ct61338,Community Actor,,False,False,False,Promotional / Supportive,Mixed_3plus_Brands,Kamis,0.42857142857142855,Pagi,10,0.7580392711198944,0.24196072888010556,7,0.42857142857142855,Descriptively sufficient
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,cantiknyata_r3c06m04x5441,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.5,Pagi,10,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,cantiknyata_r3c06m01x3833,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.5,Pagi,10,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,cantiknyata_r3c06m02x7276,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.5,Pagi,10,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,cantiknyata_r3c06m03x7677,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.5,Pagi,10,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,5,3.4107142857142856,0.0,99,The Originote,The Originote,The Originote,High,Medium,cantiknyata_r3c06m05x2517,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.5,Pagi,10,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,reviewpedas_r3c09m02x6779,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.391304347826087,Sore,16,0.5478409930036074,0.45215900699639255,3,0.3333333333333333,Descriptively sufficient
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,reviewpedas_r3c09m01x4727,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.391304347826087,Sore,16,0.5478409930036074,0.45215900699639255,3,0.3333333333333333,Descriptively sufficient
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,reviewpedas_r3c09m04x5100,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.391304347826087,Sore,16,0.5478409930036074,0.45215900699639255,3,0.3333333333333333,Descriptively sufficient
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,4,3.2857142857142856,0.0,191,The Originote,The Originote,The Originote,High,Medium,reviewpedas_r3c09m03x3704,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Senin,0.391304347826087,Sore,16,0.5478409930036074,0.45215900699639255,3,0.3333333333333333,Descriptively sufficient
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,beautyfess_r3c05m01x4347,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Sabtu,0.6086956521739131,Siang,11,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,beautyfess_r3c05m04x3629,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Sabtu,0.6086956521739131,Siang,11,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,testiaman_r3c02m03x8993,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6086956521739131,Dini Hari,0,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,beautyfess_r3c05m02x6049,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Sabtu,0.6086956521739131,Siang,11,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,testiaman_r3c02m01x8585,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6086956521739131,Dini Hari,0,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,testiaman_r3c02m02x2716,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6086956521739131,Dini Hari,0,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,4,3.2857142857142856,0.0,205,The Originote,The Originote,The Originote,High,Medium,testiaman_r3c02m04x8847,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6086956521739131,Dini Hari,0,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,4,3.2857142857142856,0.0,42,Daviena,Daviena,Daviena,High,Medium,beautyfess_r3c05m03x8357,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Sabtu,0.6086956521739131,Siang,11,0.34396653083781187,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient
bestieku_rr99428,bestieku_rr99428,4,3.2142857142857144,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,bestieku_rr99428,Community Actor,,False,False,False,Mixed Goals,Mixed_2_Brands,Selasa,0.24,Sore,16,0.8229484325323312,0.1770515674676688,5,0.4,Descriptively sufficient
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,4,3.142857142857143,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m00x2561,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,4,3.142857142857143,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m00x5448,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,4,3.142857142857143,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m00x5166,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
glowhunter_ct64974,glowhunter_ct64974,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,glowhunter_ct64974,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowingid_ct74353,glowingid_ct74353,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,glowingid_ct74353,Community Actor,,False,False,False,Critical / Complaint,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beauty_ct89266,beauty_ct89266,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,beauty_ct89266,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct99107,cantik_ct99107,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,cantik_ct99107,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skinlover_ct27853,skinlover_ct27853,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,skinlover_ct27853,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct9366,reviewjujur_ct9366,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,reviewjujur_ct9366,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
racun_ct7880,racun_ct7880,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,racun_ct7880,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
beautyaddict_ct2423,beautyaddict_ct2423,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,beautyaddict_ct2423,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
dearskin_ct1358,dearskin_ct1358,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,dearskin_ct1358,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowup_ct3809,glowup_ct3809,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,glowup_ct3809,Community Actor,,False,False,False,Critical / Complaint,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct6118,reviewjujur_ct6118,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,reviewjujur_ct6118,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skintok_ct53509,skintok_ct53509,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,skintok_ct53509,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
testireal_ct35011,testireal_ct35011,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,testireal_ct35011,Community Actor,,False,False,False,Promotional / Supportive,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
bestieku_ct74574,bestieku_ct74574,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,bestieku_ct74574,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
skincare_ct78893,skincare_ct78893,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,skincare_ct78893,Community Actor,,False,False,False,Promotional / Supportive,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
skinlover_ct8756,skinlover_ct8756,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,skinlover_ct8756,Community Actor,,False,False,False,Mixed Goals,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct3821,cantik_ct3821,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,cantik_ct3821,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
dearskin_ct1243,dearskin_ct1243,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,dearskin_ct1243,Community Actor,,False,False,False,Promotional / Supportive,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skincare_ct8136,skincare_ct8136,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,skincare_ct8136,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skinlover_ct7606,skinlover_ct7606,4,2.7857142857142856,1.6643486856472912e-05,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,skinlover_ct7606,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Malam,15,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct7045,reviewjujur_ct7045,4,2.7857142857142856,4.715654609333992e-05,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,reviewjujur_ct7045,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Senin,0.36363636363636365,Malam,20,0.8374438359146111,0.16255616408538887,9,0.2222222222222222,Descriptively sufficient
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,3,2.732142857142857,0.0,180,Azarine,Azarine,Azarine,High,Low,produkjujur_r3c00m00x5907,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Senin,0.5,Sore,17,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
